%         	ShoulderCenter  	Spine           	ElbowRight      	ShoulderRight   	KneeRight       	HipRight        	ShoulderRight   	ElbowLeft       	ShoulderLeft    	KneeLeft        	HipLeft         	ShoulderLeft    	
%         	Head            	ShoulderCenter  	WristRight      	ShoulderCenter  	AnkleRight      	HipCenter       	ShoulderLeft    	WristLeft       	ShoulderCenter  	AnkleLeft       	HipCenter       	ShoulderRight   	
%         	Spine           	HipCenter       	ShoulderRight   	ElbowRight      	HipRight        	KneeRight       	ElbowRight      	ShoulderLeft    	ElbowLeft       	HipLeft         	KneeLeft        	ElbowLeft       	
% Time    		Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	
0.00000000	174.222444870818	137.286441493783	177.237376187806	106.072885410149	168.478744285675	129.894818435944	136.312672608197	172.913367765537	155.457063712537	170.189439681893	140.883885585673	128.912036573941	
0.03333334	174.245167402563	137.295214793107	177.336902008989	106.058717378654	168.560129354834	129.880378264176	136.313232166609	172.905341411005	155.417245934198	170.186630959691	140.884483194753	128.889265852644	
0.06666667	174.269466948198	137.306077111293	177.167281754590	106.050979820292	168.653780810494	129.864376867318	136.312406409416	172.891047825528	155.364108417356	170.185041444713	140.884618001893	128.869641553115	
0.10000000	174.289548473843	137.320008448146	177.038629624761	106.047090829933	168.737793393586	129.847907426463	136.311868105063	172.879228199018	155.304511591711	170.183724665121	140.884860855750	128.853930570064	
0.13333330	174.296003614368	137.335708943225	176.938497080913	106.038932389497	168.816454701463	129.832152747895	136.311044986951	172.871176784793	155.246291001284	170.183289929868	140.885119267455	128.837226757970	
0.16666670	174.279579973190	137.352147935517	176.876217197549	106.032921800288	168.885165393998	129.815826754289	136.310904231307	172.853963500247	155.193624420054	170.183161751698	140.885259087199	128.824745871811	
0.20000000	174.240614606728	137.368889101875	177.280925597027	106.029717048156	168.942227272110	129.799150005650	136.308158437729	172.893362680159	155.148965433817	170.184311158072	140.885290622564	128.819184750540	
0.23333330	174.194272571844	137.384123686798	177.171095288030	106.027221444907	168.972487254169	129.781916704038	136.304305209260	172.915818369261	155.112112046730	170.185367759458	140.885387134678	128.815878754748	
0.26666670	174.148983551553	137.397191938806	177.549612640840	106.029370523107	168.998821894643	129.765709217108	136.299635908337	172.948370648404	155.087547169886	170.187103071060	140.885683200793	128.817562863139	
0.30000000	174.094038897379	137.408642988640	177.506203498823	106.036545295850	169.024832854600	129.750909523431	136.296817681152	172.965196135612	155.067044837722	170.188978284576	140.886238140330	128.820136973881	
0.33333330	174.039955502918	137.417628504554	177.469376937550	106.043712154298	169.049876843939	129.739561582022	136.291001567837	172.958609647924	155.054972580931	170.190384867481	140.886262566688	128.826403518037	
0.36666670	173.966761318469	137.425093588248	177.434036186552	106.054984456376	169.063388653617	129.728011805776	136.286712939664	172.933217557511	155.073752512730	170.190053454656	140.886765344559	128.851592552376	
0.40000000	173.877270123930	137.430134439784	177.431397313014	106.077186363619	169.074120011534	129.714216565611	136.280856551303	172.907372075303	155.094157871917	170.188999835029	140.888330048209	128.878871037877	
0.43333330	173.794542152381	137.433647941512	177.417853568375	106.104370039394	169.083930936397	129.701400560159	136.279242893170	172.880148414093	155.115925737435	170.188048157229	140.889384536615	128.904803157886	
0.46666670	173.707582837621	137.435580946732	177.406942473990	106.142908519471	169.094402958054	129.689138071881	136.280180581633	172.851161651048	155.137454541800	170.186697140713	140.890510202869	128.931771708806	
0.50000000	173.620765781835	137.435392049194	177.398475975920	106.184968935787	169.104847102466	129.677999607048	136.282464797897	172.823272019057	155.162599542471	170.185099291114	140.891883578897	128.961395388649	
0.53333340	173.522277883600	137.433480874717	177.402426734847	106.244321868490	169.113268374780	129.667071604100	136.275263585003	172.795789775696	155.192100287849	170.181379052260	140.894751551161	128.999630118071	
0.56666670	173.434124605938	137.430671465246	177.404690845965	106.299402311620	169.126656141201	129.655429198667	136.268214213459	172.767982023581	155.231371213939	170.177461314604	140.897757338646	129.044889469272	
0.60000000	173.352820455929	137.427191645702	177.398433344492	106.349484103478	169.137238148406	129.643719284293	136.261413254681	172.732454526534	155.269600841544	170.173097982366	140.901281196927	129.088033268641	
0.63333330	173.273905071996	137.422646412017	177.379731310614	106.396268899983	169.150793664070	129.633335139840	136.254826908153	172.667402789297	155.308519235840	170.168135906749	140.904717670431	129.131927910682	
0.66666670	173.206072363814	137.416689860779	177.362888355483	106.429559248809	169.164173119410	129.626699424242	136.247037516371	172.602333114089	155.349588305579	170.162887928985	140.906697001466	129.175162884516	
0.70000000	173.140686468006	137.409240040594	177.330547323348	106.460230893942	169.180994650632	129.624195592811	136.239419990706	172.507512803513	155.388651642471	170.154691749010	140.907727839825	129.219801550329	
0.73333330	173.068915910043	137.401417545707	177.298024232160	106.485028693484	169.215263774293	129.621315334615	136.231153074682	172.414797214996	155.421757791974	170.148410618565	140.908810838861	129.257919604032	
0.76666670	173.006598902861	137.392597580502	177.268809296082	106.509785101476	169.229491845417	129.620121117972	136.223565986487	172.238569011712	155.451805118939	170.141395582538	140.909317216261	129.294235624396	
0.80000000	172.942780898754	137.384139142824	177.239488624862	106.533265428896	169.259969850425	129.619158393525	136.217387370559	172.075271288044	155.481969979605	170.133701941415	140.908961896786	129.326052177179	
0.83333330	172.887432529357	137.373353583964	177.209452352421	106.558992984226	169.290589545653	129.619999091006	136.211003749915	171.985791401857	155.511705493940	170.125778164474	140.907783530740	129.356956974440	
0.86666670	172.839712607757	137.361939062033	177.502468622333	106.585025910690	169.319368934423	129.620672376983	136.204383813876	171.863571509087	155.536587850022	170.117699794360	140.906640290076	129.382177193123	
0.90000000	172.789018038185	137.349683118954	177.450871760911	106.609340604272	169.343186563029	129.620154870681	136.197493137829	171.759869187884	155.563471768174	170.110334342290	140.906025722329	129.405677858150	
0.93333330	172.740158497129	137.337751248771	177.382596949633	106.629180648221	169.366837838299	129.613918575323	136.188476575846	171.664962012922	155.589026630510	170.106955085427	140.908486471288	129.426429613892	
0.96666660	172.696947206709	137.326846459009	177.318538325340	106.643089825515	169.387800307178	129.607387754095	136.179769190268	171.574681016375	155.611148619002	170.103518465545	140.909849327749	129.442380405284	
1.00000000	172.657350289467	137.316399138169	177.255572370120	106.656104795325	169.405172017770	129.601059305491	136.171707425470	171.533419551110	155.630524486387	170.099771525913	140.909101071578	129.455757881449	
1.03333300	172.625542417866	137.307048745066	177.188455639002	106.666792528489	169.419970150066	129.594567102155	136.163717991309	171.513206637538	155.645673969985	170.096532248396	140.908302702950	129.465578227994	
1.06666700	172.595812548731	137.299159892200	177.126604604202	106.674945941086	169.434713838191	129.588592687753	136.159520957415	171.501745789703	155.656087060356	170.098878892240	140.908479069433	129.471534553430	
1.10000000	172.568008698940	137.292964034346	177.065553973575	106.677363907509	169.447943386342	129.581620649729	136.156755120876	171.501381158769	155.663688814567	170.097135006124	140.910111190498	129.474575184665	
1.13333300	172.546866441014	137.287844044611	177.011409272605	106.675020390402	169.463110693417	129.574751056853	136.153160366191	171.501624322479	155.667944019596	170.098389888937	140.917117503418	129.474925541438	
1.16666700	172.529817099786	137.283430394710	176.951444671687	106.666371247927	169.478748170859	129.569614840341	136.151563829158	171.506154426514	155.670760831107	170.103422548188	140.929913751939	129.471769745990	
