%Time     	HipCenter-X     	HipCenter-Y     	HipCenter-Z     	Spine-X         	Spine-Y         	Spine-Z         	ShoulderCenter-X	ShoulderCenter-Y	ShoulderCenter-Z	Head-X          	Head-Y          	Head-Z          	ShoulderLeft-X  	ShoulderLeft-Y  	ShoulderLeft-Z  	ElbowLeft-X     	ElbowLeft-Y     	ElbowLeft-Z     	WristLeft-X     	WristLeft-Y     	WristLeft-Z     	ShoulderRight-X 	ShoulderRight-Y 	ShoulderRight-Z 	ElbowRight-X    	ElbowRight-Y    	ElbowRight-Z    	WristRight-X    	WristRight-Y    	WristRight-Z    	HipLeft-X       	HipLeft-Y       	HipLeft-Z       	KneeLeft-X      	KneeLeft-Y      	KneeLeft-Z      	AnkleLeft-X     	AnkleLeft-Y     	AnkleLeft-Z     	HipRight-X      	HipRight-Y      	HipRight-Z      	KneeRight-X     	KneeRight-Y     	KneeRight-Z     	AnkleRight-X    	AnkleRight-Y    	AnkleRight-Z    	
0.00000000	0.01304527      	-0.06340283     	-0.05765891     	0.00000000      	0.00000000      	0.00000000      	-0.02131680     	0.37156500      	-0.00018477     	-0.01954310     	0.58236900      	0.02770472      	-0.17304020     	0.22238110      	-0.02458405     	-0.33704910     	-0.00418992     	0.04151464      	-0.49108040     	-0.17830000     	0.05746841      	0.18068330      	0.30143150      	0.03673148      	0.39374970      	0.44725880      	0.07746863      	0.59066460      	0.58781720      	0.10246280      	-0.05619166     	-0.14826890     	-0.08624029     	-0.09413344     	-0.71144310     	0.01123857      	-0.10677570     	-1.10667400     	0.06975389      	0.09520071      	-0.14277510     	-0.05593634     	0.11452340      	-0.72291620     	0.02057171      	0.12377210      	-1.11103200     	0.08785415      
0.03333334	0.01300436      	-0.06342739     	-0.05765295     	0.00000000      	0.00000000      	0.00000000      	-0.02127974     	0.37159790      	-0.00028849     	-0.01957949     	0.58242640      	0.02739406      	-0.17310690     	0.22236370      	-0.02455401     	-0.33707920     	-0.00424717     	0.04163766      	-0.49110480     	-0.17834190     	0.05766916      	0.18052650      	0.30139850      	0.03650427      	0.39327410      	0.44691220      	0.07697082      	0.58907410      	0.58684500      	0.10172030      	-0.05624524     	-0.14829560     	-0.08618999     	-0.09416234     	-0.71144430     	0.01131248      	-0.10683350     	-1.10673700     	0.06984353      	0.09516221      	-0.14279570     	-0.05595732     	0.11446880      	-0.72297720     	0.02064729      	0.12371050      	-1.11110400     	0.08794022      
0.06666667	0.01296283      	-0.06344977     	-0.05764866     	0.00000000      	0.00000000      	0.00000000      	-0.02125224     	0.37162250      	-0.00037718     	-0.01963583     	0.58247160      	0.02711296      	-0.17318360     	0.22235170      	-0.02451396     	-0.33709550     	-0.00429632     	0.04177308      	-0.49111320     	-0.17837670     	0.05787516      	0.18033400      	0.30136130      	0.03627181      	0.39282020      	0.44661310      	0.07654047      	0.58746190      	0.58587190      	0.10103680      	-0.05629878     	-0.14831790     	-0.08614135     	-0.09418455     	-0.71142480     	0.01138186      	-0.10689340     	-1.10679700     	0.06993628      	0.09512247      	-0.14281100     	-0.05598378     	0.11441860      	-0.72302720     	0.02071595      	0.12365110      	-1.11116200     	0.08802986      
0.10000000	0.01292023      	-0.06347141     	-0.05764437     	0.00000000      	0.00000000      	0.00000000      	-0.02123148     	0.37164350      	-0.00045538     	-0.01970294     	0.58250940      	0.02687168      	-0.17327180     	0.22234900      	-0.02446556     	-0.33708940     	-0.00434177     	0.04193091      	-0.49110980     	-0.17840740     	0.05808377      	0.18011740      	0.30131770      	0.03604054      	0.39240710      	0.44637460      	0.07618690      	0.58697060      	0.58556370      	0.10081670      	-0.05635167     	-0.14833600     	-0.08609676     	-0.09421245     	-0.71144840     	0.01145911      	-0.10695580     	-1.10685600     	0.07003403      	0.09507996      	-0.14282470     	-0.05600691     	0.11437450      	-0.72311380     	0.02079153      	0.12358780      	-1.11122100     	0.08812284      
0.13333330	0.01288017      	-0.06349242     	-0.05764532     	0.00000000      	0.00000000      	0.00000000      	-0.02121723     	0.37166970      	-0.00051522     	-0.01975095     	0.58254840      	0.02668738      	-0.17333130     	0.22233400      	-0.02441025     	-0.33707200     	-0.00437480     	0.04210329      	-0.49106060     	-0.17844370     	0.05832863      	0.17984100      	0.30126970      	0.03577065      	0.39200120      	0.44617100      	0.07586622      	0.58599190      	0.58504590      	0.10036990      	-0.05639461     	-0.14833940     	-0.08606482     	-0.09424379     	-0.71145740     	0.01153898      	-0.10701610     	-1.10690300     	0.07013798      	0.09503322      	-0.14283210     	-0.05602384     	0.11433460      	-0.72319760     	0.02087140      	0.12352570      	-1.11127000     	0.08822107      
0.16666670	0.01284210      	-0.06350489     	-0.05764914     	0.00000000      	0.00000000      	0.00000000      	-0.02121150     	0.37167810      	-0.00056052     	-0.01977984     	0.58256980      	0.02650881      	-0.17339460     	0.22231420      	-0.02434969     	-0.33704550     	-0.00441714     	0.04227948      	-0.49099210     	-0.17849960     	0.05857253      	0.17969100      	0.30123260      	0.03561258      	0.39276300      	0.44657870      	0.07576227      	0.58575110      	0.58492780      	0.10026380      	-0.05643700     	-0.14834430     	-0.08603859     	-0.09427522     	-0.71146290     	0.01161170      	-0.10707580     	-1.10695800     	0.07024097      	0.09499259      	-0.14283750     	-0.05604410     	0.11429980      	-0.72328620     	0.02094483      	0.12346450      	-1.11132700     	0.08831906      
0.20000000	0.01280545      	-0.06351575     	-0.05765367     	0.00000000      	0.00000000      	0.00000000      	-0.02120960     	0.37168400      	-0.00059676     	-0.01981249     	0.58258830      	0.02633739      	-0.17345750     	0.22229940      	-0.02428794     	-0.33699380     	-0.00445171     	0.04246545      	-0.49090610     	-0.17854850     	0.05880952      	0.17951930      	0.30119450      	0.03545499      	0.39283990      	0.44665740      	0.07564616      	0.58540400      	0.58475860      	0.10013560      	-0.05647571     	-0.14834460     	-0.08601761     	-0.09429103     	-0.71142580     	0.01167178      	-0.10713330     	-1.10701000     	0.07034397      	0.09495182      	-0.14284070     	-0.05606365     	0.11426350      	-0.72336730     	0.02101469      	0.12340610      	-1.11138100     	0.08841538      
0.23333330	0.01277087      	-0.06352475     	-0.05765843     	0.00000000      	0.00000000      	0.00000000      	-0.02121184     	0.37168480      	-0.00062537     	-0.01985905     	0.58260150      	0.02616787      	-0.17351890     	0.22227440      	-0.02422547     	-0.33691560     	-0.00448470     	0.04265928      	-0.49080830     	-0.17859300     	0.05903769      	0.17940690      	0.30114950      	0.03533959      	0.39277860      	0.44663440      	0.07554460      	0.58479750      	0.58445540      	0.09991884      	-0.05651314     	-0.14834540     	-0.08599949     	-0.09430805     	-0.71139080     	0.01172686      	-0.10718920     	-1.10705900     	0.07044172      	0.09491519      	-0.14284280     	-0.05608320     	0.11423870      	-0.72346190     	0.02108026      	0.12334920      	-1.11143300     	0.08850718      
0.26666670	0.01273990      	-0.06353125     	-0.05766368     	0.00000000      	0.00000000      	0.00000000      	-0.02121557     	0.37168020      	-0.00064874     	-0.01981094     	0.58260750      	0.02609420      	-0.17357540     	0.22224790      	-0.02416682     	-0.33682730     	-0.00451934     	0.04285336      	-0.49070830     	-0.17863860     	0.05925465      	0.17934390      	0.30111050      	0.03526592      	0.39282160      	0.44665860      	0.07548618      	0.58438370      	0.58443350      	0.09978461      	-0.05654760     	-0.14834560     	-0.08598423     	-0.09432414     	-0.71135670     	0.01177692      	-0.10724250     	-1.10710300     	0.07053208      	0.09488303      	-0.14284420     	-0.05610204     	0.11421600      	-0.72355470     	0.02114058      	0.12329500      	-1.11148300     	0.08859324      
0.30000000	0.01270875      	-0.06353655     	-0.05766940     	0.00000000      	0.00000000      	0.00000000      	-0.02121344     	0.37167630      	-0.00065851     	-0.01979540     	0.58261110      	0.02603936      	-0.17363320     	0.22221650      	-0.02410793     	-0.33671480     	-0.00455232     	0.04305625      	-0.49060030     	-0.17867900     	0.05946445      	0.17930150      	0.30106330      	0.03520584      	0.39270620      	0.44660140      	0.07539248      	0.58404710      	0.58419590      	0.09963107      	-0.05658383     	-0.14834550     	-0.08597159     	-0.09433530     	-0.71129740     	0.01181602      	-0.10729560     	-1.10714200     	0.07062244      	0.09485052      	-0.14284750     	-0.05612230     	0.11419160      	-0.72364320     	0.02119470      	0.12324400      	-1.11152700     	0.08867693      
