%         	ShoulderCenter  	Spine           	ElbowRight      	ShoulderRight   	KneeRight       	HipRight        	ShoulderRight   	ElbowLeft       	ShoulderLeft    	KneeLeft        	HipLeft         	ShoulderLeft    	
%         	Head            	ShoulderCenter  	WristRight      	ShoulderCenter  	AnkleRight      	HipCenter       	ShoulderLeft    	WristLeft       	ShoulderCenter  	AnkleLeft       	HipCenter       	ShoulderRight   	
%         	Spine           	HipCenter       	ShoulderRight   	ElbowRight      	HipRight        	KneeRight       	ElbowRight      	ShoulderLeft    	ElbowLeft       	HipLeft         	KneeLeft        	ElbowLeft       	
% Time    		Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	
0.00000000	173.986923819237	136.749941527629	168.193031206561	115.752608108674	175.818818850577	132.981709408160	144.661899282170	162.315342864360	154.483578722938	172.235357150463	141.439502736902	126.322345956565	
0.03333334	173.812545650509	136.770492792258	168.195212690393	115.731258836131	175.232342114670	133.057827753422	144.548875764769	162.329665258663	154.480993871691	172.291990983172	141.382753549121	126.315716084272	
0.06666667	173.667780952828	136.789324116676	168.200187359791	115.714795037535	174.600062071130	133.087959329340	144.459803639138	162.352078102507	154.483986018711	172.335435063290	141.318076579777	126.313257756878	
0.10000000	173.547855886768	136.807247676403	168.205474565621	115.702786149333	173.966537662470	133.092508938699	144.388988785129	162.370167957481	154.483600262123	172.359366754846	141.249243448200	126.308842574491	
0.13333330	173.455946956332	136.821755595311	168.215724021496	115.687935501924	173.426253701757	133.088135562691	144.327290187844	162.386587324868	154.477935902612	172.353854294847	141.166578716426	126.296917119658	
0.16666670	173.392153216381	136.832150785591	168.234912994014	115.674291049464	172.970440278007	133.082069246266	144.270223580849	162.513097513733	154.513325548141	172.284795204439	141.081127487426	126.307833363990	
0.20000000	173.357346686536	136.841022394070	168.257033847985	115.661406356441	172.597636712069	133.073515930702	144.217534856249	162.792433699133	154.616971148482	172.147857268912	141.007167974895	126.359126259202	
0.23333330	173.336872812626	136.848646175842	168.286422630082	115.646656027803	172.321570662681	133.068214380922	144.161097894844	163.187549120939	154.791930942197	171.995363584943	140.922865248259	126.461282675387	
0.26666670	173.323880008667	136.855512630511	168.364250314800	115.616856244633	172.098248845665	133.054386836966	144.104478044447	163.421940096113	154.941511936632	171.736678363475	140.811580237360	126.523666012189	
0.30000000	173.308876478143	136.865693190216	168.463056124343	115.579031184716	171.896666367342	133.030790439933	144.043410635142	163.469407453761	155.058452222613	171.403498454819	140.689722633938	126.581821675579	
0.33333330	173.308399719029	136.875467902275	168.589687684077	115.528301461283	171.729797752152	132.992717658476	143.973212408884	163.421886634458	155.156420323177	171.077045635894	140.586201238854	126.639883777781	
0.36666670	173.335906943574	136.885900502169	168.889316109428	115.401091117583	171.568721948985	132.948608299015	143.810410553202	163.335070309025	155.211769314356	170.811421369840	140.499548377304	126.668020500493	
0.40000000	173.407524160419	136.893140016751	169.226950704659	115.236617111762	171.407689409808	132.883019301898	143.613419794319	163.263996511950	155.219497817928	170.612772920072	140.431816447634	126.663961286516	
0.43333330	173.521590888201	136.893165720374	169.568084112391	115.058538415840	171.248567244128	132.808481105364	143.401366176440	163.178361667719	155.187373190144	170.424858969082	140.374290232566	126.635664594622	
0.46666670	173.642393768223	136.892355728138	169.937580635338	114.858567315580	171.078878765480	132.720632202468	143.169222217209	163.120718098921	155.133152985875	170.247052788825	140.328827612933	126.595471922397	
0.50000000	173.780087147410	136.886053707607	170.257054509017	114.687217017394	170.929337756271	132.635403613081	142.979713156297	163.073099786953	155.072362907001	170.092064067059	140.287220117597	126.560307276347	
0.53333340	173.918390323347	136.878528505526	170.551160463598	114.528098012200	170.771680007918	132.552131543764	142.817291776615	163.030475192384	154.983802358653	169.932265535635	140.249893997078	126.509920919055	
0.56666670	174.044218170745	136.876840529050	170.794837690954	114.416158519110	170.609080219529	132.479250038062	142.731049598539	162.994310898411	154.893249293217	169.782700646334	140.225541060392	126.470019618965	
0.60000000	174.155991505431	136.880934220527	171.002168392177	114.339496316486	170.461668976694	132.417571938171	142.700995693728	162.962772129023	154.816182783315	169.680412377905	140.213019501049	126.445776451622	
0.63333330	174.299362594305	136.890824233991	171.164854746922	114.281797945528	170.320456671987	132.363248021676	142.717800181040	162.939099281828	154.749092307786	169.552661999925	140.196164611732	126.428199287747	
0.66666670	174.418836834937	136.906276246632	171.292555266906	114.261796900363	170.199363822418	132.306291670155	142.792249997065	162.916883820487	154.697438248417	169.434760012960	140.186276039624	126.429935839973	
0.70000000	174.536484727366	136.923470708377	171.376576744335	114.264947928915	170.093158463555	132.254440863366	142.897823332893	162.903489708636	154.651010419739	169.352757396109	140.172712609230	126.437822521845	
0.73333330	174.641218343108	136.941912168090	171.450207107070	114.265603674651	169.993170962056	132.203249375525	142.986529940349	162.885591294828	154.607508965138	169.268836511166	140.158620880729	126.445956786411	
0.76666670	174.730656338646	136.961072637245	171.523717611675	114.256802634735	169.898329805541	132.151192713803	143.074198233033	162.783324584415	154.561787969249	169.226755360355	140.143349975401	126.452761178450	
0.80000000	174.809002994555	136.982197274606	171.624221879168	114.218304747763	169.831028637841	132.103688890925	143.118569943256	162.705516076434	154.523937109879	169.252028146469	140.128942123088	126.458758117723	
0.83333330	174.885115277649	137.004766978322	171.712597410332	114.183911377974	169.769305316107	132.060737198482	143.166111925353	162.636353223936	154.486252058841	169.271979312489	140.102933474981	126.466397430838	
0.86666670	174.969315054455	137.028419092601	171.776637607265	114.159680073451	169.697703381617	132.022895401460	143.210345730684	162.636037195809	154.446623745008	169.286411824358	140.077070475441	126.475926945740	
0.90000000	175.043292239023	137.051546392580	171.831065756400	114.139932630458	169.629223916889	131.986966013617	143.243660545413	162.564517083640	154.397630841070	169.286828881268	140.040263519229	126.477407928424	
0.93333330	175.104091190875	137.072999355090	171.881789753301	114.118374604328	169.576214370979	131.955496811268	143.264777419572	162.497659643775	154.352367302271	169.294999963077	139.996992074444	126.477971625482	
0.96666660	175.154617816287	137.095099763525	171.931989517682	114.094055136403	169.529492721187	131.926825975677	143.281044581447	162.427994674245	154.306117531139	169.253613955819	139.945930535139	126.476398472106	
1.00000000	175.198717824046	137.116785760245	171.972216982306	114.064105619302	169.495803470022	131.901635294580	143.292933069240	162.355134209252	154.259558856292	169.213506655354	139.894516536768	126.475268577273	
1.03333300	175.241681228032	137.137267772809	171.987671562717	114.036561864062	169.467462495219	131.882088695407	143.301249897419	162.295667074627	154.228357341769	169.149498260150	139.843037915992	126.486686109830	
1.06666700	175.275868289363	137.157288856717	171.988086785588	114.013883585048	169.436320886951	131.865469391205	143.313158171200	162.241862786108	154.200108173135	169.093505738138	139.796300550477	126.499182341210	
1.10000000	175.301897431149	137.176235519430	171.976073811271	113.990431527560	169.394677935414	131.850345079274	143.319785786681	162.187381790246	154.172254124797	169.026879867718	139.745580210851	126.512137574783	
1.13333300	175.324564036977	137.194312063502	171.939361732050	113.977227968794	169.355538082303	131.839443173001	143.334495743744	162.138668790761	154.155090381704	169.000214195198	139.691015883173	126.530682867807	
1.16666700	175.345246750006	137.211244889409	171.903466022291	113.963480366935	169.322962408989	131.831451223075	143.347178346578	162.100561115949	154.139949126218	168.985222000601	139.636137943961	126.545355391232	
1.20000000	175.362654289093	137.227466544303	171.869902339967	113.940979762861	169.288336943543	131.823971166851	143.345228412850	162.076318554701	154.126669326727	168.932899806460	139.580092309455	126.551175093113	
1.23333300	175.378194101894	137.243888639780	171.871376852742	113.911109669012	169.253575871778	131.816955147809	143.341668783506	162.014817587534	154.113043245158	168.878373398208	139.516120280577	126.553269619421	
1.26666700	175.393383192011	137.258240844970	171.880825347750	113.878011989007	169.218309488327	131.811927607727	143.339886566274	161.914607327136	154.105459137244	168.819323293403	139.453008775613	126.555967761609	
1.30000000	175.405090407923	137.271567106039	171.878043191187	113.843254389678	169.179861890050	131.807874354979	143.341638177906	161.838798731639	154.101453825017	168.758846276538	139.389040935000	126.559758303181	
1.33333300	175.415012010827	137.283233334713	171.884792419205	113.806419154568	169.149825752677	131.805773467345	143.343031783806	161.794057968410	154.086867756096	168.706959772916	139.321239833743	126.547859246626	
1.36666700	175.420420945479	137.294225078193	171.904394474682	113.770990767513	169.128750272154	131.804831344605	143.349322699886	161.767979209836	154.077752558497	168.655901880465	139.253866573464	126.540510315827	
1.40000000	175.425187252745	137.304275193415	171.923885544947	113.737928107198	169.113451639656	131.803563006623	143.358932314076	161.751203904260	154.070922402692	168.605752187361	139.194199199968	126.533519858005	
