%         	ShoulderCenter  	Spine           	ElbowRight      	ShoulderRight   	KneeRight       	HipRight        	ShoulderRight   	ElbowLeft       	ShoulderLeft    	KneeLeft        	HipLeft         	ShoulderLeft    	
%         	Head            	ShoulderCenter  	WristRight      	ShoulderCenter  	AnkleRight      	HipCenter       	ShoulderLeft    	WristLeft       	ShoulderCenter  	AnkleLeft       	HipCenter       	ShoulderRight   	
%         	Spine           	HipCenter       	ShoulderRight   	ElbowRight      	HipRight        	KneeRight       	ElbowRight      	ShoulderLeft    	ElbowLeft       	HipLeft         	KneeLeft        	ElbowLeft       	
% Time    		Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	Theta (Deg)     	
0.00000000	176.659834239980	135.777717075475	176.038176008365	124.641423735896	175.451781169269	127.534258800058	151.794276848910	174.277170713573	159.276107980734	174.256520419932	135.550615645887	136.051023286205	
0.03333334	176.646667242895	135.786043314219	176.051577309223	124.656029287275	175.463054116642	127.533425195421	151.806449143667	174.191733685503	159.278664635258	174.287532697046	135.563406793890	136.078706043131	
0.06666667	176.637356823955	135.794289450439	176.065046784435	124.668955620173	175.472369106253	127.532593995198	151.817508845174	174.137866277208	159.288207000823	174.315064021829	135.572726333291	136.115983424999	
0.10000000	176.629389488034	135.803845173492	176.128094109793	124.679567424001	175.480085467626	127.533200900235	151.827220140648	174.133795950038	159.305619662554	174.338846302599	135.580327279987	136.171781808897	
0.13333330	176.624983613132	135.814215010547	176.180095361791	124.688308541231	175.481961473131	127.535865564761	151.836301579381	174.042133746620	159.319421424280	174.359308786172	135.586815987432	136.228838963610	
0.16666670	176.622540556522	135.825677215185	176.216764763743	124.696669792613	175.484914272333	127.537705646348	151.846094823255	173.946116451722	159.326022140437	174.369796840883	135.586028965028	136.284044786961	
0.20000000	176.621037979147	135.838244095082	176.241978877693	124.706017163517	175.485812602492	127.541190206910	151.857786165395	173.863034398416	159.323670065694	174.372164493697	135.577751994917	136.335613181450	
0.23333330	176.619242145492	135.850145256269	176.259965150195	124.716329716372	175.486588560879	127.545764881319	151.870439946919	173.762643453501	159.324616919555	174.371994490053	135.565498824258	136.390579322545	
0.26666670	176.615167329240	135.862741908028	176.277537066782	124.726388713600	175.487469128671	127.549336719102	151.883071202544	173.713886694718	159.318242880277	174.369145937821	135.551260778734	136.443635546342	
0.30000000	176.609681105086	135.875335412448	176.285585079390	124.735558183895	175.492213566540	127.551937875130	151.897289560615	173.631703266274	159.317571102945	174.364492122193	135.537232360265	136.496357903900	
0.33333330	176.599988418770	135.889310691893	176.282584006529	124.746863126029	175.495605653439	127.554862633466	151.915537056477	173.557911648843	159.303030436232	174.358406313342	135.524795498400	136.544439780385	
0.36666670	176.545385541864	135.902492329582	176.265915013974	124.762302661729	175.501592052327	127.557604310356	151.938871833518	173.518363195039	159.293288271482	174.351978939901	135.513426361438	136.593229774037	
0.40000000	176.451498923225	135.916542805666	176.256749300764	124.781400398660	175.511383931984	127.558821618405	151.965628844111	173.508905061387	159.288376017063	174.355522961911	135.506206242330	136.648246415385	
0.43333330	176.379688377693	135.929896424031	176.280438635428	124.802159627789	175.518455379967	127.559608080694	151.994268906321	173.532483931159	159.291099882045	174.356757139169	135.498353836925	136.707177035598	
0.46666670	176.316534220891	135.943453795085	176.304941537106	124.827793422183	175.526049903001	127.559525281140	152.028600274174	173.573900570908	159.291415366359	174.361531978421	135.493676396001	136.766665511682	
0.50000000	176.265472967057	135.956476757003	176.303559125553	124.859368023467	175.525858901126	127.550200139419	152.068119677560	173.617955471095	159.288825658962	174.357954739325	135.482051526017	136.818652057326	
0.53333340	176.209649524961	135.969153798452	176.325441657158	124.890030230833	175.527173183649	127.542871089271	152.106596764604	173.665262403177	159.285416315605	174.354197351639	135.470636606442	136.863738908477	
0.56666670	176.163132237638	135.981713689891	176.326888211403	124.923349722948	175.530323751981	127.545113287805	152.148862839632	173.713471195013	159.284606292215	174.351208407895	135.460160047719	136.904630292448	
0.60000000	176.119437749469	135.994504843253	176.293184171256	124.963350206373	175.533476589010	127.544944824804	152.205308500970	173.765648729341	159.286105063103	174.348555751320	135.452465122211	136.945918547206	
0.63333330	176.058885319028	136.007678842497	176.271928247704	124.999870666490	175.534187996112	127.546275699288	152.259205125761	173.820559135897	159.288202093128	174.345478647186	135.444733167381	136.987680262309	
0.66666670	176.006450134513	136.020693602285	176.279225600895	125.030640741706	175.535213069957	127.549060863156	152.306867861340	173.870575969806	159.288438257976	174.342380493881	135.436799897794	137.022891541383	
0.70000000	175.809790347689	136.033199196467	176.279336361071	125.060599942015	175.534693744437	127.552624694986	152.353303442911	173.903971085465	159.287151220803	174.339282956365	135.429300489082	137.053315490074	
0.73333330	175.643974546139	136.045674749786	176.270358418190	125.088386957498	175.536691095067	127.556973807851	152.397266074248	173.938892938897	159.286519050093	174.335960825678	135.420844688606	137.081518306749	
0.76666670	175.500851667436	136.057454727203	176.258119847257	125.110294693851	175.540481032353	127.562895319744	152.434181485758	173.959886717796	159.282383843864	174.333170277652	135.415192193617	137.101369445429	
0.80000000	175.369694092563	136.068737758176	176.230029531507	125.134562043626	175.539700288442	127.568560270546	152.472176810418	173.980551764132	159.276345261422	174.329982682522	135.409409160845	137.116665725344	
0.83333330	175.214357931368	136.084567340126	176.213352431141	125.153464542990	175.544134056770	127.579103125155	152.505927617280	174.002095710780	159.262353156622	174.328218678707	135.404251719329	137.126984327674	
0.86666670	175.028892012440	136.101687510655	176.200596664142	125.164550146677	175.551334724481	127.590796651363	152.531944250450	174.018618047318	159.242162244765	174.326271934052	135.400962389749	137.134414088170	
0.90000000	174.860688746337	136.123669219373	176.191938486767	125.171949468234	175.559019932229	127.601606995830	152.552678023105	174.032798564725	159.217667172157	174.317797841543	135.390867970662	137.137985635753	
0.93333330	174.744495306798	136.149730948564	176.189711064299	125.171103173838	175.566980348777	127.613853142002	152.563463685734	174.045524963287	159.184522728487	174.313398714261	135.383699646240	137.137346385613	
0.96666660	174.694915605739	136.182177816332	176.163047714645	125.171249903247	175.576214009814	127.626737347627	152.575254379189	174.062305112167	159.139726895598	174.308258689902	135.374476017195	137.137375000663	
1.00000000	174.690509084093	136.217817092745	176.134224189589	125.165736248112	175.587927931437	127.639654805439	152.585192887843	174.081488485449	159.089608252903	174.303771008104	135.362324027675	137.138982966802	
1.03333300	174.706191829157	136.265180707208	176.082160717824	125.161563108847	175.595500602412	127.653696663166	152.604462694332	174.100038399978	159.007902879445	174.299353636991	135.345154256432	137.140160746930	
1.06666700	174.772940446017	136.329685966663	176.058257726889	125.136100395351	175.593001633656	127.671667196541	152.612171147763	174.121552324722	158.883113739960	174.297290287222	135.323644784447	137.140176151812	
1.10000000	174.840390455924	136.392868391131	176.034372824805	125.113356903907	175.595554174742	127.688290310060	152.621841673347	174.134136210805	158.739490794677	174.296402194383	135.296731244805	137.137833116377	
1.13333300	174.958217278084	136.448576118410	175.998410037860	125.087638140772	175.624801236840	127.705150624891	152.632311127967	174.141939729575	158.599300281894	174.298555270321	135.269453478769	137.130093959512	
1.16666700	175.131909010995	136.510392351850	175.955140425108	125.054797333797	175.652295006386	127.720513278914	152.644159393948	174.154846447668	158.436698796218	174.301534141970	135.240330683925	137.125468866884	
1.20000000	175.395507166438	136.580458386658	175.930690121903	125.000542245507	175.653038932108	127.742391847928	152.646461379056	174.172378445654	158.241111436604	174.305103073738	135.205072905717	137.121626475555	
1.23333300	175.735619613792	136.655787609045	175.935217027625	124.914942391373	175.659906596399	127.765421910734	152.640945166880	174.196664304011	158.014943013950	174.310990496059	135.163377036536	137.120994924599	
1.26666700	176.052321158806	136.724726104557	175.944206287579	124.824821424760	175.669652319249	127.789268184441	152.636922820825	174.228523937484	157.777793915707	174.318662356859	135.111597238369	137.123617475633	
1.30000000	176.315747060688	136.768002507232	175.962974651971	124.747692061691	175.688468574508	127.809588990054	152.632850711007	174.269253483904	157.624370351688	174.329935049990	135.065363150845	137.138892218589	
1.33333300	176.575835218782	136.797985490402	175.994547969127	124.674234660114	175.705221160259	127.829534651978	152.619106495657	174.292554975923	157.476968631628	174.344638763018	135.019856248962	137.147956080362	
1.36666700	176.838598787197	136.819292725619	176.012251911190	124.607940576038	175.724254262168	127.845832945558	152.603073611058	174.316416394776	157.331825820508	174.363444493038	134.976878240431	137.157107284987	
1.40000000	177.058473111664	136.827739131079	176.026151097250	124.536547375322	175.747985190357	127.861691248112	152.572180287052	174.290937171116	157.191599185438	174.383672640538	134.930826981756	137.142971335071	
1.43333300	177.276018396725	136.826775789221	176.050095688895	124.469565097283	175.769590913346	127.878893686211	152.545941999137	174.307197863329	157.098676833102	174.407362437265	134.891520661140	137.153808515150	
1.46666700	177.401114499071	136.820491209132	176.085576886771	124.414101119399	175.810282864854	127.903893510719	152.525609165311	174.323348632988	157.029114179775	174.437535363098	134.849061402980	137.175681992064	
1.50000000	177.473614017924	136.809558788403	176.117781639681	124.365879747544	175.854583045794	127.922326245414	152.513154910089	174.354484923082	157.012858885976	174.465309856330	134.813802666726	137.213770709990	
1.53333300	177.526954421597	136.795600544922	176.143951958210	124.323198832387	175.886538009524	127.941243696068	152.506912021325	174.366682806544	157.010155041646	174.499041079536	134.798314334540	137.252697894375	
1.56666700	177.556005982243	136.788933723658	176.167881515362	124.286071959718	175.926823994832	127.967221947438	152.505202335076	174.350002484237	157.008229753158	174.528592129854	134.778359027835	137.283849746548	
1.60000000	177.573027044799	136.782076577408	176.229017697825	124.258378192904	175.968849693642	127.982710555444	152.510996508761	174.319934341071	157.001121159112	174.557805019434	134.766784078928	137.313951761725	
1.63333300	177.594270338928	136.775067800619	176.306983716964	124.228160074787	176.005409508028	127.997457817466	152.514472024337	174.299865328643	157.005925281069	174.586655740133	134.765266674336	137.348099282246	
1.66666700	177.606033535353	136.768256735447	176.367539199132	124.206761925259	176.034370738315	128.010788578206	152.519553514750	174.282863382717	157.015857417072	174.613404973487	134.770005426250	137.379689827740	
1.70000000	177.620466514882	136.762023941911	176.408240556848	124.195903779751	176.059293118798	128.023861706488	152.531534295467	174.272263734508	157.030458309592	174.638895018516	134.780672240115	137.412983204185	
1.73333300	177.660433582438	136.756081800760	176.458554641906	124.183346371011	176.077963172030	128.033941250392	152.538483707832	174.264276771160	157.048967287809	174.660251139127	134.796167320639	137.444677930519	
1.76666700	177.699812051600	136.751357304894	176.504496422304	124.174248662785	176.092284616259	128.041704666281	152.545066997305	174.257068360338	157.065395714873	174.680593089976	134.818967417705	137.473275979220	
1.80000000	177.737393702167	136.747759511053	176.536499518343	124.164415898900	176.102849298035	128.049135227486	152.550738002937	174.249979787455	157.083620476247	174.696023081392	134.839124237847	137.501281441708	
1.83333300	177.770402882899	136.745849505640	176.574649568663	124.155879596698	176.108319735864	128.068452494118	152.555749740030	174.249266700684	157.099920551505	174.707044694954	134.851490802325	137.525940089626	
1.86666700	177.799161303471	136.745818974260	176.612068889584	124.146187945092	176.114923274450	128.093013309401	152.558253788302	174.251467827676	157.115435960728	174.714091066461	134.858929865681	137.547182731185	
1.90000000	177.816787200987	136.745867061062	176.647186710567	124.137500975075	176.113571429547	128.114735271890	152.560013190201	174.244514295639	157.129321981496	174.719833274102	134.866494082677	137.563441157476	
1.93333300	177.807816170173	136.745109734560	176.673219371942	124.139280944401	176.120318483108	128.128741971483	152.567675139779	174.235702159399	157.138195380235	174.721433692911	134.871346825077	137.577175746978	
1.96666700	177.751194976170	136.745578306282	176.701265996141	124.139160354797	176.101139972507	128.142655138521	152.573502693172	174.228433223542	157.139786211162	174.720635693147	134.874077618038	137.589500322057	
2.00000000	177.696123688859	136.746183834166	176.733896878237	124.139814131969	176.097684470777	128.151726574981	152.578956154975	174.220852772141	157.138821889140	174.719928316637	134.880175924196	137.601382310295	
2.03333300	177.643984121998	136.747181467269	176.760076123002	124.141040229432	176.096444762052	128.157285846386	152.584308110478	174.208418652138	157.139419044912	174.717569582922	134.885388460521	137.613196299416	
2.06666700	177.627717936111	136.748682631843	176.780152130073	124.141634752571	176.086642228601	128.164348413725	152.589129009007	174.198088412966	157.139989439606	174.712501011660	134.888762914021	137.624490786011	
2.10000000	177.622382910337	136.749033256676	176.800182677624	124.141460531537	176.090291171357	128.170368011338	152.592760679284	174.192977567649	157.144345382325	174.710212779724	134.895552183482	137.634707060161	
2.13333300	177.615751884066	136.749627509390	176.817594217486	124.141384373920	176.089636142881	128.178768461438	152.597081477988	174.201165452851	157.150211395943	174.706013954273	134.900277377052	137.644563875342	
2.16666700	177.584441695271	136.749868530513	176.845281853011	124.141523487234	176.078645118455	128.186754707100	152.597531491107	174.206627424221	157.154062401757	174.701744791234	134.905357184839	137.651410152891	
2.20000000	177.548427698865	136.749571120375	176.844724984646	124.142823935695	176.075550561088	128.191610898496	152.598176004436	174.211500180542	157.160820662893	174.698999565434	134.910635395730	137.657211110597	
2.23333300	177.514029036689	136.750306068538	176.834044953850	124.143477393176	176.073282056828	128.195357278483	152.597331295382	174.213599163589	157.162473636268	174.696424489188	134.916392733112	137.661137666471	
2.26666700	177.482952125431	136.751431066186	176.818178163042	124.144343008995	176.076044276986	128.201262023658	152.594996768504	174.212881927736	157.162120341764	174.696216496088	134.918533840754	137.660031921716	
2.30000000	177.455746505996	136.752867287215	176.805604821368	124.145790811688	176.077053395104	128.204956357741	152.592665343919	174.212346817157	157.164649634365	174.694775099937	134.920252954955	137.659468557877	
2.33333300	177.437431616443	136.751658112109	176.787992051157	124.146680184800	176.078602959607	128.207498112990	152.588291389858	174.203371623948	157.172294423517	174.692628000628	134.918356176214	137.653455210907	
2.36666700	177.420592673291	136.750601083525	176.776723215914	124.147969210000	176.074715334555	128.207294020198	152.582932936119	174.200606850563	157.181823160214	174.686980259481	134.916386888845	137.646692424025	
2.40000000	177.405145427004	136.749733738471	176.768785078604	124.149173366949	176.068018129560	128.207404252861	152.575550290619	174.199622038546	157.189542856319	174.688994371690	134.918289765722	137.638412912964	
2.43333300	177.394725909041	136.748204161067	176.768442126822	124.147108108330	176.063990112006	128.206404527069	152.566087685221	174.187399682852	157.197144744328	174.689478504245	134.918689240539	137.629590586334	
2.46666700	177.391735790015	136.746627543127	176.780670511443	124.144146172334	176.058630459086	128.207169664331	152.554314505428	174.186482305139	157.208737283553	174.689432263624	134.918143655820	137.623292906410	
2.50000000	177.396134516054	136.743029902875	176.789045389969	124.138964493204	176.052001253593	128.213696898046	152.541331094454	174.187102261707	157.228974437900	174.689483058506	134.917050103585	137.619963284321	
2.53333300	177.398734429929	136.736219845240	176.797938438081	124.125044586713	176.047009337299	128.220230183329	152.521868281917	174.146020511840	157.251804429851	174.690099165553	134.916004535450	137.611055639040	
2.56666700	177.399283184876	136.729147881909	176.802038130746	124.109180313903	176.041006543984	128.223340873763	152.500958914850	174.115048222861	157.274226262441	174.687745352131	134.914820057911	137.600761354374	
2.60000000	177.384848025284	136.717267431794	176.807393195035	124.086312650119	176.033026052670	128.227574932691	152.477805373070	174.056614336490	157.313878915038	174.685677449460	134.913247680733	137.592664744026	
2.63333300	177.365856221602	136.703998817819	176.826789260726	124.056110838247	176.024056160799	128.239982158944	152.446945467208	173.985671175571	157.356254275452	174.682383836385	134.909023403787	137.578116318204	
2.66666700	177.332069602605	136.681113500979	176.721875895132	124.026596622928	176.016140706167	128.252055541380	152.418397773759	173.925802832570	157.427221847812	174.675342944356	134.904688950797	137.565527460168	
2.70000000	177.268908500255	136.645852201771	176.782040276442	123.989945448561	176.005638424629	128.268004739797	152.388083763099	173.853987383406	157.543676087752	174.666714049404	134.900251818204	137.556666569256	
