0.00000000	0.13109380	0.12845750	2.40231400	0.13769820	0.19891030	2.46320700	0.22198640	0.59015350	2.45796800	0.31014080	0.75937160	2.48640100	0.04889053	0.49602020	2.45199900	-0.28619490	0.46677350	2.49923200	-0.53564260	0.46270000	2.43149100	0.35789630	0.40471480	2.48869700	0.51732910	0.19175470	2.50024600	0.71155360	0.02662633	2.47965800	0.04727504	0.07301350	2.37646200	-0.02962074	-0.46973610	2.42411700	-0.04500552	-0.86419120	2.40618100	0.18711860	0.04028023	2.40558900	0.22988780	-0.48256920	2.41555900	0.25032590	-0.87685420	2.42456600
0.03333334	0.13109250	0.12844140	2.40230600	0.13770170	0.19881040	2.46320600	0.22156760	0.58998190	2.45843100	0.31008470	0.75918330	2.48772800	0.04900494	0.49591840	2.45216300	-0.28613210	0.46671920	2.49938600	-0.53565650	0.46265830	2.43185300	0.35779460	0.40453680	2.48860000	0.51733250	0.19174280	2.50025300	0.71395790	0.02243102	2.47881400	0.04728435	0.07301638	2.37646400	-0.02932378	-0.46967760	2.42423100	-0.04488137	-0.86420580	2.40636500	0.18712350	0.04027628	2.40555200	0.22996710	-0.48222470	2.41561200	0.25049700	-0.87670510	2.42445600
0.06666667	0.13090730	0.12745870	2.40237200	0.13758070	0.19819740	2.46330800	0.22152180	0.59038150	2.45883500	0.31134710	0.75905720	2.48896400	0.04917003	0.49590360	2.45224200	-0.28595100	0.46653710	2.49966100	-0.53556850	0.46298550	2.43238300	0.35767020	0.40448000	2.48858000	0.51681150	0.19144770	2.50084400	0.71191070	0.02719280	2.48258300	0.04719406	0.07238953	2.37710700	-0.02930729	-0.46965840	2.42422100	-0.04491396	-0.86420570	2.40634300	0.18696030	0.03954298	2.40511500	0.22980440	-0.48313030	2.41622200	0.25068820	-0.87648400	2.42397000
0.10000000	0.13091700	0.12746860	2.40238300	0.13760940	0.19815480	2.46333600	0.22151270	0.59054200	2.45928100	0.31225160	0.75891700	2.49060400	0.04918723	0.49595550	2.45242400	-0.28595990	0.46647130	2.49987400	-0.53558150	0.46266970	2.43248200	0.35760650	0.40452210	2.48856500	0.51658920	0.19116340	2.50104600	0.71241210	0.02771141	2.48346200	0.04719707	0.07244527	2.37714700	-0.02929042	-0.46966360	2.42427100	-0.04512979	-0.86414410	2.40582000	0.18698610	0.03956124	2.40510600	0.22966610	-0.48442960	2.41692700	0.25069080	-0.87662970	2.42422000
0.13333330	0.13087260	0.12750640	2.40241100	0.13758740	0.19811000	2.46338900	0.22094200	0.59044440	2.45964600	0.31208350	0.75869540	2.49099100	0.04902171	0.49578640	2.45279800	-0.28623740	0.46643300	2.50000100	-0.53588760	0.46270440	2.43258800	0.35758060	0.40459520	2.48854400	0.51632210	0.19095570	2.50132300	0.71250870	0.02790202	2.48313500	0.04716904	0.07248455	2.37713000	-0.02935615	-0.46970120	2.42428800	-0.04517360	-0.86407430	2.40585800	0.18695020	0.03957504	2.40516500	0.22975850	-0.48423890	2.41704800	0.25049030	-0.87751280	2.42523700
0.16666670	0.13092860	0.12745360	2.40257700	0.13771160	0.19789830	2.46366300	0.22097070	0.59075920	2.46106600	0.31232870	0.75893440	2.49178800	0.04873399	0.49525070	2.45326900	-0.28665930	0.46627300	2.50023700	-0.53629450	0.46286160	2.43256500	0.35757880	0.40458640	2.48849700	0.51829340	0.18931230	2.50212300	0.71479800	0.02659586	2.48357100	0.04718855	0.07230830	2.37723600	-0.02934221	-0.47000040	2.42446300	-0.04540921	-0.86417080	2.40585200	0.18704950	0.03960891	2.40530600	0.22970930	-0.48394440	2.41714400	0.25059410	-0.87719430	2.42505300
0.20000000	0.13109940	0.12743410	2.40270700	0.13793480	0.19787810	2.46379600	0.22125550	0.59084570	2.46113800	0.31262650	0.75910450	2.49185600	0.04904552	0.49542390	2.45375600	-0.28645290	0.46630170	2.50041200	-0.53608630	0.46285860	2.43257400	0.35753430	0.40441800	2.48865000	0.51838570	0.18933210	2.50222700	0.71479360	0.02645269	2.48341200	0.04739912	0.07235017	2.37736700	-0.02929365	-0.46954830	2.42457700	-0.04522712	-0.86403710	2.40636200	0.18717970	0.03958660	2.40547600	0.22980950	-0.48449460	2.41744000	0.25051200	-0.87681560	2.42510900
0.23333330	0.13090170	0.12711400	2.40270000	0.13782740	0.19762340	2.46380500	0.22124650	0.59085040	2.46113600	0.31238980	0.75936820	2.49242900	0.04878576	0.49556650	2.45419000	-0.28682820	0.46619970	2.50044700	-0.53644530	0.46262170	2.43238100	0.35738610	0.40421490	2.48875900	0.51858070	0.18931060	2.50237800	0.71500340	0.02640018	2.48342400	0.04689472	0.07205714	2.37782500	-0.02925209	-0.46994560	2.42485000	-0.04505988	-0.86395280	2.40643400	0.18709080	0.03907482	2.40504600	0.22995590	-0.48509070	2.41780100	0.25099850	-0.87626800	2.42433700
0.26666670	0.13078520	0.12654990	2.40289200	0.13786270	0.19728460	2.46399700	0.22265260	0.59198680	2.46203800	0.31289010	0.76108410	2.49337700	0.04886249	0.49556300	2.45436300	-0.28682690	0.46620700	2.50050400	-0.53646220	0.46264510	2.43235600	0.35738210	0.40421560	2.48877600	0.51901010	0.18870150	2.50271100	0.71562540	0.02597699	2.48346200	0.04663686	0.07154269	2.37865300	-0.02924924	-0.46993770	2.42485400	-0.04487881	-0.86400820	2.40657100	0.18692770	0.03866541	2.40480700	0.22998320	-0.48488270	2.41774900	0.25102040	-0.87633200	2.42431500
0.30000000	0.13090560	0.12679260	2.40311000	0.13804730	0.19753910	2.46423000	0.22331030	0.59241480	2.46224900	0.31318350	0.76179380	2.49357200	0.04899278	0.49565940	2.45454000	-0.28671820	0.46613160	2.50073500	-0.53634350	0.46279490	2.43235900	0.35747590	0.40428340	2.48897500	0.51955780	0.18854630	2.50295900	0.71604620	0.02562472	2.48330700	0.04667418	0.07166275	2.37870100	-0.02925431	-0.46988740	2.42486000	-0.04486436	-0.86399160	2.40656000	0.18702780	0.03907892	2.40527900	0.22997520	-0.48469590	2.41774000	0.25127740	-0.87649350	2.42448900
0.33333330	0.10947180	0.14936870	2.40419700	0.10146060	0.21622050	2.46796600	0.10228930	0.61449820	2.47945400	0.11165910	0.81927120	2.51999100	-0.06363998	0.47969790	2.46327700	-0.31291820	0.42949380	2.44205900	-0.54060370	0.45044570	2.32489500	0.29943140	0.46812030	2.50619700	0.53851540	0.40500440	2.51635800	0.70603540	0.33969540	2.32703000	0.03011427	0.07212084	2.37754300	-0.02261261	-0.47954730	2.41548700	-0.04388372	-0.86301470	2.40674000	0.19157540	0.06454857	2.39899300	0.23098240	-0.48774670	2.42297200	0.25413310	-0.87602640	2.42532100
0.36666670	0.10964070	0.14929060	2.40436200	0.10160340	0.21617880	2.46808800	0.10265650	0.61445260	2.47943900	0.11164920	0.81927530	2.51995900	-0.06356853	0.47968950	2.46324800	-0.31241300	0.42962090	2.44319200	-0.53916070	0.45937090	2.32624500	0.29954340	0.46818700	2.50652100	0.53842010	0.40444730	2.51662900	0.70625330	0.33987360	2.32739800	0.03038072	0.07200134	2.37779800	-0.02263858	-0.47955480	2.41550000	-0.04362890	-0.86300450	2.40673300	0.19163280	0.06450277	2.39920300	0.23100860	-0.48777880	2.42299100	0.25402630	-0.87636420	2.42525300
0.40000000	0.10969810	0.14923280	2.40438800	0.10162000	0.21612290	2.46810400	0.10267270	0.61439110	2.47947000	0.11185830	0.81921910	2.51910200	-0.06347457	0.47967370	2.46322500	-0.31327100	0.42998340	2.44253400	-0.54027040	0.45898050	2.32604500	0.29939750	0.46799250	2.50667500	0.53794970	0.40375230	2.51762700	0.71010900	0.34337370	2.33120200	0.03049942	0.07199136	2.37780000	-0.02263554	-0.47956110	2.41550600	-0.04360123	-0.86247340	2.40635000	0.19164720	0.06446570	2.39927700	0.23094360	-0.48840290	2.42313600	0.25415940	-0.87638610	2.42517000
