Time	ShoulderCenter - Head - Spine	Spine - ShoulderCenter - HipCenter	ElbowRight - WristRight - ShoulderRight	ShoulderRight - ShoulderCenter - ElbowRight	KneeRight - AnkleRight - HipRight	HipRight - HipCenter - KneeRight	ShoulderRight - ShoulderLeft - ElbowRight	ElbowLeft - WristLeft - ShoulderLeft	ShoulderLeft - ShoulderCenter - ElbowLeft	KneeLeft - AnkleLeft - HipLeft	HipLeft - HipCenter - KneeLeft	ShoulderLeft - ShoulderRight - ElbowLeft
c	c	c	c	c	c	c	c	c	c	c	c	c
m												
10.06667000	174.456284258454	138.197712459531	179.569492285205	98.8604408260260	179.120452506263	128.958208334460	139.291727615298	165.471611041926	163.691003655866	175.709426768149	141.740124371201	142.832002981047
10.10000000	174.464695230154	138.217012198725	179.136722590539	98.9063174317228	179.118751646400	128.977542656621	139.627325615415	165.387137418718	163.744315952028	175.640587448919	141.776248727902	142.817854927699
10.13333000	174.388859997339	138.307414527069	178.916194829644	98.9266644254886	179.179796656749	128.854910716004	139.924853922086	165.431803415965	163.746567727533	175.659266231430	141.714186690105	142.850717111201
10.16667000	174.321318113403	138.343895252673	178.798157387920	98.8738603643483	179.203766938968	128.811700480515	139.957483692698	165.517530931679	163.783378447381	175.725064438106	141.662849521242	142.724029089103
10.20000000	174.130481559246	138.419057718903	178.566148474740	98.7910876186945	179.242827879991	128.794981817141	140.083673669142	165.532358112060	163.856271753657	175.802488413735	141.594815628343	142.777746957397
10.23333000	173.973455976338	138.472738766648	178.423804104673	98.7163377791795	179.210292035178	128.808632395185	140.137485400869	165.658434986805	163.890087026434	175.843240489083	141.555128520536	142.766429005197
10.26667000	173.962020599441	138.485830948917	178.363546549463	98.7923713735394	179.318913805627	128.785892306501	140.217475475854	165.758277077197	163.972574518172	175.876572395714	141.682167151683	142.832882971078
10.30000000	174.140067587559	138.548731420691	178.342045947394	98.6517559170599	179.300880948304	128.783850647620	140.269484096429	165.601718783232	164.094342924008	175.780110930524	141.875924324596	142.914248511145
10.33333000	174.136610610871	138.548902023875	178.171053045885	98.7805852340295	179.310804221769	128.794821778779	140.466214781180	165.549472142165	164.110215081352	175.807395451723	141.886598158837	143.010736015265
10.36667000	174.139873571307	138.567121757287	178.117832390150	98.7904117040101	179.349590085161	128.794432805411	140.561802476630	165.422650873510	164.022022623674	175.804617707185	141.866592571778	143.124231520071
10.40000000	174.153378114674	138.565198292276	178.098475163087	98.9143209134701	179.351724345018	128.836761370458	140.665252068552	165.323903004624	164.011746755162	175.948483428257	141.899485827567	143.122472831315
10.43333000	174.135037659245	138.615053321255	178.064909083499	98.5657593532102	179.253727923172	128.886623801254	140.607032939050	165.229802532245	164.022509489969	175.878333183278	141.834860077924	143.175550080771
10.46667000	174.186348526075	138.615119616145	178.108361541836	98.6602325826341	179.203917984330	128.900325034830	140.702460280543	165.242026903050	164.075792087671	175.886888795066	141.834633691353	143.220428497506
10.50000000	174.184504358689	138.614336931701	178.032824149103	98.6268906938721	179.203244775832	128.964782710398	140.701887360786	165.319358937556	164.204285107995	175.894426862944	141.831832178192	143.104303114291
10.53333000	174.108711516125	138.620587964657	178.012048269031	98.6832975091419	179.206040614098	128.941163420952	140.764834732702	165.308332818694	164.155449853229	175.873376788787	141.913769903227	143.129728981110
10.56667000	174.181161212253	138.607167782171	178.001029281081	98.7165774691456	179.218911870792	128.977503004560	140.763319355496	165.321828140357	164.156860919893	175.914345057832	141.970493907890	143.092727247610
10.60000000	174.179476224617	138.605011388038	178.001213822298	98.6903327731501	179.161497936528	129.028653670145	140.778820238246	165.350664344331	164.246073788927	175.975729555984	141.927811792633	143.012332996464
10.63333000	174.148632626555	138.617210602482	178.035055932453	98.6530110287048	179.216831263806	128.960293161285	140.789275341412	165.328387667656	164.214100851928	176.024047092759	141.938414056148	143.009735080159
10.66667000	174.091029726106	138.625958431307	177.935197368431	98.6078971463904	179.282201934237	128.904969357521	140.879275117759	165.556471275856	164.460883817992	176.018352097341	142.006014320731	142.851853204765
10.70000000	174.085954332627	138.612210889665	177.888033476988	98.6830930538582	179.296775176763	128.965335226323	140.854748073471	165.690826722839	164.539653414883	176.008828822355	141.978332573568	142.647646625484
10.73333000	174.084346990671	138.610887322703	177.931689435134	98.3285449083257	179.246548636137	129.030208260630	140.771751116231	165.616529027546	164.467421852006	175.984261169753	141.944125617641	142.673629529126
10.76667000	174.100017784072	138.637106967604	177.897876401650	98.0107906725075	179.265844797573	129.065201757159	140.695012323631	165.552573905964	164.385236957927	175.972149139469	141.918202372443	142.540574044284
10.80000000	174.147006896360	138.641584441610	177.922983022230	97.9890924543954	179.251955986638	129.227920265232	140.737475349813	165.534731143303	164.272488289910	175.929925371804	141.884425806215	142.535614203787
10.83333000	174.278289286165	138.646064091880	178.002754959190	98.0381618841074	179.219968967101	129.219285733930	140.727508913902	165.543912020890	164.225483290750	175.789431811342	141.948487235962	142.564526418474
10.86667000	174.248341549916	138.649723925740	178.054545470737	98.0377215597272	179.182494800574	129.297875537476	140.716336285110	165.450054356903	164.083425663911	175.791060781175	141.951066144877	142.598604541584
10.90000000	174.461180580075	138.635717321395	178.088938867576	98.1406135660309	179.219649495040	129.271652385838	140.701415484131	165.428570966583	164.077977259401	175.810959640497	141.869977203061	142.615742363097
10.93333000	174.612946290233	138.630004439371	178.080989064481	98.1177070433774	179.278466364651	129.214139504575	140.709579716794	165.342569494763	164.049275576548	175.802452824755	141.809118701742	142.610031948765
10.96667000	174.469739290582	138.621759852588	178.123491052452	98.1838707081021	179.245823300118	129.193409287667	140.631432038851	165.376867449569	163.936615348208	175.873474889726	141.741890791441	142.590807735858
11.00000000	174.648828646492	138.627861647976	178.131553306242	97.9624652593395	179.224839150912	129.192920089786	140.522915960667	165.437994768745	164.003721192610	175.951479674932	141.638961963850	142.539109561168
11.03333000	174.966620101801	138.022385138764	178.673733041955	101.748065878656	179.381836944835	129.546733094454	138.202968550745	165.545189527206	164.126361373496	176.172650548842	142.185732411604	142.641115716854
11.06667000	174.980556681154	137.774923168928	178.369275201877	101.867231941359	179.589152898674	129.257300921342	137.829667503839	165.694134236045	164.211552213082	176.181635193175	142.403058158293	142.602984702357
11.10000000	174.893588445461	137.845064391251	178.653553589846	100.278557289951	179.544913073042	129.173808363470	139.436277315682	165.501522328373	164.110590549636	176.189955915279	142.356162133080	142.656124775661
11.13333000	174.847989238134	137.898465096043	178.689976106224	99.8762700095636	179.543355986223	129.119676682999	139.443475629230	165.632119887370	164.082265407695	176.157836979076	142.360618747815	142.601620638673
11.16667000	174.846640494693	137.917882024761	178.699819812548	99.4552943796169	179.547596009874	129.098804749273	139.424365366292	165.654495727613	164.117806524468	176.172118992945	142.354228639785	142.589502124932
11.20000000	174.891903712692	137.962307728306	178.827965114560	98.9783389960478	179.521377341497	129.092472328685	139.358112068371	165.622694021574	164.013173498975	176.042623221067	142.380676794937	142.568876063568
11.23333000	174.914538822703	137.979158146657	178.929169075927	98.2625237357509	179.515489314443	129.052835165481	139.138542689262	165.843975643611	164.191426761934	175.985339520121	142.409150477411	142.279357781045
11.26667000	174.909688981428	138.061834689416	178.809032433563	96.4660340929719	179.381949490820	129.078923498360	137.945219799205	165.826765683557	163.899222568852	175.992983870292	142.371489314819	142.102152253385
11.30000000	175.250828476513	138.080849821347	179.114999821491	96.2140019295830	179.295323537512	129.092775365624	137.895371505673	165.799083432720	163.716474414828	175.918151851595	142.415101493588	141.902941726560
11.33333000	175.306216205536	138.115331493111	179.353814697618	95.9178075368911	179.346549336253	129.037790416926	137.993414677508	165.607365112409	163.526430695684	175.943404735011	142.379133360518	141.734169519626
11.36667000	175.022134079489	138.130883017854	179.390406422384	96.0172541433575	179.236110445217	129.056299004664	137.938090564642	165.661120053571	163.296739867828	175.888362363274	142.392304324053	141.451173692493
11.40000000	175.020676378990	138.116165452137	179.469000702410	95.7967916240684	179.133913620171	129.146315511495	137.565528439399	165.811968498041	163.169480282020	175.878534207016	142.446215777372	140.716979573024
11.43333000	174.728424001361	138.141373850535	179.136204264872	95.6297325209792	179.118633188203	129.151386919928	137.409607722257	166.022792433601	162.934925214307	175.855624148820	142.428763843954	140.387742939374
11.46667000	174.675371437304	138.148088373669	178.978153452160	95.2809780322776	179.106702286226	129.128238130716	137.291235965236	166.043951177568	162.920433775765	175.899943473508	142.410522849649	140.253382969356
11.50000000	174.759851106650	138.089775642729	179.135924490571	94.9333154955344	179.082304751016	129.138766069499	136.920488544279	167.076615334911	162.647147786603	175.964415885669	142.259770422597	138.971583120108
11.53333000	174.790958075719	138.135327901273	179.235903217707	94.4968550379897	179.020782273090	129.139626907829	136.799327522950	166.652243734635	162.087482765646	175.943783650918	142.257475658371	138.734529527732
11.56667000	174.750205566283	138.166011864402	179.202160266614	94.0446941552064	179.012557442048	129.115296224895	136.680673898231	166.560351559031	161.677978992386	175.965934131795	142.209128347278	138.365338496327
11.60000000	174.725398970717	138.176798851050	179.032271519056	93.8317740173931	178.999036147235	129.112445070769	136.644077378170	166.238902554075	161.327658319785	175.961039655287	142.218686158538	138.337638914850
11.63333000	174.830737262826	138.211458069987	178.904874727153	93.6625166182223	178.968892927509	129.258586017518	136.569164281016	166.998787466988	161.042135994051	176.013518558700	142.129793397768	137.698948481903
11.66667000	174.872315314630	138.218680146998	178.666618362042	93.4762500608161	178.956128502007	129.397685162220	136.522839910831	167.579064520252	160.940554147953	175.998603385711	142.107793295601	137.456024675120
11.70000000	174.611885527993	138.239471530287	178.627222084288	93.4590750622483	178.972128218217	129.305008457423	136.464403348055	167.722531774603	161.004015475556	176.003970854058	142.129692590339	137.445250981773
11.73333000	174.657652225248	138.260758553184	178.675718218262	93.1239694103396	178.957202890314	129.292467087072	136.312519583280	167.486653005448	160.902438335126	176.054859090484	142.107137251382	137.342522351645
11.76667000	174.618618413421	138.258142694157	178.020784858513	92.8244169906491	178.916810428839	129.382103640051	136.175102617642	167.514079396896	160.591436756364	176.063019118571	142.030899270276	136.927385823581
11.80000000	174.611057157898	138.261992283069	178.109297868044	92.4850688389721	178.824205351535	129.592408748410	136.152274144350	167.548961389920	160.583233083658	176.097170310103	141.974843177092	136.886334892722
11.83333000	174.588090547676	138.264654332455	178.008770369232	92.1119377190713	178.679940178069	129.921414353053	136.223063448213	167.626988214689	160.407281036255	176.112899326292	141.788618924855	136.433896465721
11.86667000	174.625627045473	138.272605873128	177.978949401471	92.0051162884429	178.677016813005	129.908457770485	136.245529308531	167.291642562339	160.411334446552	176.173996952483	141.728527640429	136.329831869789
11.90000000	174.538411218467	138.273618673517	177.872182645952	91.9126803335219	178.648443210552	129.927756601360	136.320913927431	167.256696815107	160.388915961170	176.251051561162	141.678190013189	136.379340907870
11.93333000	174.498198924004	138.269087949026	178.017362029502	91.8513829731565	178.645700998324	130.054296309305	136.299529489738	167.317935234628	160.324181101478	176.253423652105	141.633353392163	136.335446546793
11.96667000	174.541311951553	138.244804002368	178.030703745867	91.8817844604143	178.671898686080	129.969174457218	136.266990402121	167.351920493835	160.392910892111	176.272116261786	141.612307062420	136.311699340075
12.00000000	174.583553581221	138.234259188637	178.198128727678	91.8020309040600	178.657606181682	129.843315574324	136.340560519019	167.410295322795	160.430221134957	176.241741314711	141.604200802029	136.293015865745
12.03333000	174.604514112354	138.237244436220	177.965398300311	91.7844492553990	178.654320383468	129.830660370832	136.488172856157	167.076453389002	160.527653963758	176.363830542137	141.580033600454	136.474172981310
12.06667000	174.607982963017	138.238536804732	177.822858565340	91.7355377685481	178.637982221931	129.958484602152	136.472660770105	167.197498501984	160.483616532735	176.417941976688	141.515375971718	136.329210593580
12.10000000	174.779758945007	138.220131247749	178.081826632458	91.4895644584203	178.621679418679	129.988199095985	136.477063017803	167.285430408751	160.549396859322	176.502622658006	141.423646041213	136.327125479651
12.13333000	174.824010190409	138.221823274208	178.210830440626	91.4896697576674	178.630513642874	129.906728034277	136.462059805859	167.315931792441	160.572254569774	176.591779556468	141.371454405354	136.335476473279
12.16667000	174.830152552611	138.203447323137	178.320586702115	91.5641243480964	178.640547228095	129.878149091861	136.419621003372	167.266450500856	160.580146643237	176.579003043327	141.292203254087	136.349682978863
12.20000000	174.944286701050	138.219542550480	178.476956357572	91.0345470867335	178.683874494846	129.835754781370	136.239433291460	167.238479148950	160.589214699767	176.712402513967	141.246071383258	136.163253466169
12.23333000	175.186256786491	138.164512152620	177.482669039179	91.1116912853401	178.713548242044	129.800006814418	136.300051534702	167.289747960343	160.491729345893	176.657763557108	141.251090520844	136.161723992446
12.26667000	175.226979230008	138.145701445671	178.771899720895	91.0879912812794	178.699312430031	129.820672612979	136.425906331256	167.264800981756	160.508275315942	176.656881364996	141.208666592101	136.388105493451
12.30000000	175.295573355777	138.123032493023	178.589455970023	91.2835563259711	178.686876077091	129.846652556256	136.516365079811	167.384935810724	160.616364725322	176.681866447958	141.219080447881	136.491839871998
12.33333000	175.625186653209	138.060373776294	178.571408278021	91.6915821405504	178.735111354033	129.796147043296	136.593469925139	167.536468149338	160.736618734504	176.738005797000	141.213906432052	136.492566080860
12.36667000	175.701901011163	138.053436266029	178.599095068363	91.7858110094092	178.750486102965	129.778775256286	136.717893115311	166.958012547659	161.225577159603	176.631240574561	141.242712402579	137.754078997957
12.40000000	175.792296916375	138.024960746488	178.620307532766	92.1359704088961	178.637135487182	129.882734859502	136.986277284139	166.609347983448	161.259108110369	176.547213331353	141.248919251061	138.217891527446
12.43333000	176.053474092616	137.957531941697	179.257323341467	92.6210017065906	178.636968068359	129.807759686943	136.815237978737	166.251676338772	161.315644479478	176.456015566878	141.291612995274	138.421390750257
12.46667000	176.093227633038	137.933475883063	179.842355362854	93.3102554068813	178.719881307476	129.720310448381	136.980907401172	165.939316495923	161.557593460660	176.433802491114	141.356643569997	138.909176949202
12.50000000	176.148567240847	137.904409927957	179.694078128269	94.1866138601505	178.758377076943	129.702371084216	137.337829292614	165.573213075908	161.847398234968	176.417986005714	141.388512789317	139.502970618302
12.53333000	175.756656168127	137.915079157180	179.655528675576	94.8423489504120	178.799483588892	129.662348792107	137.675808355376	166.007711254276	162.006861928950	176.413923492450	141.411896102014	139.704987958787
12.56667000	175.717914445874	137.904399517923	177.475374884530	96.8568178087316	178.868633809474	129.468873734669	139.178945850105	165.774823727136	162.519168495091	176.335827607101	141.593189379046	140.423360547301
12.60000000	175.650072853995	137.902002449291	178.552919416757	97.1573937382477	178.890769136554	129.514251614176	139.111604794287	165.703639651704	162.988573086661	176.402455254659	141.651516971887	140.891536339526
12.63333000	175.357252425440	137.969781402429	178.884444387264	97.4975846045662	178.927933930189	129.518137164883	139.391253224526	165.779767904813	163.419065165214	176.393182318387	141.645029461241	141.597209010548
12.66667000	175.190252001113	138.122260174626	178.790080085929	98.2212799716251	178.888220238124	129.666824727217	139.985793410878	165.467206274263	163.581454492119	176.333230512020	141.603301290678	142.929488429282
12.70000000	175.039850948161	138.140003493980	178.764872458528	99.1325989719278	179.021772571328	129.699071418389	140.562881716095	165.542211741383	163.892570009606	175.877487652744	141.532496842338	143.987461502028
12.73333000	175.125786427518	137.969385958780	177.152153008446	102.229709821726	178.980982993912	129.732063469546	137.837442691634	165.243227350849	164.090109231606	175.787410997622	141.695541638311	144.336751980301
12.76667000	175.008220984926	137.858601374903	176.725206740336	103.265489647174	178.940486997542	129.788779605782	138.051375463609	164.903264435759	163.982023840683	175.818774388659	141.827870326809	145.121678506147
12.80000000	174.867861252552	137.783682591810	174.033226889373	103.908143589703	178.877904679748	129.721744393171	138.380527054733	165.053338636077	164.273785938508	175.679376497256	141.894276931758	145.493090292200
12.83333000	174.724715289024	137.736872451446	174.729640749501	104.418708342787	178.943006549306	129.772303215588	138.608681744086	165.346946793665	164.364178914171	175.671258637849	141.818106529204	145.670891437117
12.86667000	174.637943801910	137.719203738317	175.226182366804	105.192666500519	178.980832889044	129.746914338226	139.217472075378	165.308962222307	164.268433016781	175.585495140531	141.919937609077	146.103726120714
12.90000000	174.588327466246	137.678055949993	175.775466014717	106.249041798000	178.999483233129	129.745256270273	139.990501718084	165.150425369057	164.306491814250	175.501859801232	141.972815739561	146.540650345286
12.93333000	174.457645665894	137.759933901523	175.004393757258	107.710731263179	178.948008498392	129.856952932817	142.501138717172	165.764449427591	164.454955127525	175.342742279841	141.909397284550	146.945072871029
12.96667000	174.479209344646	137.707725719117	175.208394579567	108.458997522845	178.949008211022	129.805875213353	142.454203997457	165.187410766307	164.245719520535	175.290160472094	141.888149822444	147.340618887417
13.00000000	174.514101973937	137.688414373116	175.266707633061	108.945242769250	178.975759780543	129.814784880016	142.304080590911	165.614963955898	164.033698073895	175.345589226216	141.698127257297	147.419154950847
13.03333000	174.460093731897	137.680337084063	175.563851797734	109.426705782335	178.949743209373	129.863306553745	142.398926252572	165.446899625679	163.796779757791	175.259891882473	141.656936574448	147.579054670465
13.06667000	174.398870727644	137.648562237873	175.122201406537	110.180692160037	178.903899034566	129.883533294196	142.647047325122	165.581685561834	163.754571242638	175.263847611053	141.628158110349	147.823128766023
13.10000000	174.284583209092	137.656929885955	174.806434037646	110.648755051595	178.774944921910	129.877246902677	143.283205889842	165.060138220668	163.437923137781	174.926631674512	141.695149296162	148.274323539546
13.13333000	174.223952400663	137.630562205161	174.472182854786	111.283657933191	178.708801324886	129.873492812131	143.360082611120	164.799521454669	163.195706993058	174.809538263774	141.604875052519	148.549517720510
13.16667000	174.153359930054	137.630703158981	174.285475185684	111.859665097304	178.707339218930	129.944981646543	143.926560547906	164.951908469031	163.062813656979	174.809227248428	141.501052766724	148.720124767506
13.20000000	174.021072635287	137.584739258090	174.539186575328	112.225836250011	178.683425931604	129.995692067647	143.840194647813	164.760185438173	162.926074945858	174.810563093791	141.364704169413	148.754885321998
13.23333000	173.901310877703	137.558119756203	174.314224718063	112.777302657810	178.687627897416	130.059165333580	144.143569729789	164.610820259780	163.088299329870	174.912069951733	141.174991600880	148.572477579580
13.26667000	173.883496059758	137.524449998110	174.115818645112	112.793419621218	178.563354151275	130.043976493221	143.933628727675	164.547247538321	163.196745867207	174.958043192771	140.516483145695	148.306563889657
13.30000000	173.833691154867	137.494529681369	174.431311902386	112.830163179803	178.476703910076	130.025304183971	143.844694039534	164.492817794004	163.250290004589	174.884600231185	140.492222350390	148.157571504364
13.33333000	173.865803648157	137.462277058388	173.858329326889	113.235974406793	178.486344985248	130.045050457484	144.045586520234	164.428239491071	163.203379725591	174.637991319797	140.405234268822	148.179810017698
13.36667000	173.866014279263	137.511208631309	174.116803073730	112.226390615590	178.538434527071	130.407691050456	144.017946673623	164.349415356458	163.218988679964	174.526462625289	140.326145037831	147.727501228353
13.40000000	173.858812753932	137.473640446987	173.851076788956	112.546439592836	178.544128458565	130.457372932611	143.852525064391	164.343812777627	163.198208517833	174.398654313137	140.323052525620	147.566408810383
13.43333000	173.759703422361	137.469936626363	174.061453945242	112.952610180191	178.570122885559	130.512855067583	144.210732158831	164.292585992570	163.130833813169	174.264062797503	140.175231258339	147.577609914973
13.46667000	173.702048378472	137.480194113445	173.973957438026	113.196860923360	178.607218395483	130.534857091737	144.446017510813	164.204536639323	163.084445702186	174.136568028531	140.127362116875	147.622997838541
13.50000000	173.645840043064	137.469405063726	173.957110194985	113.405918623699	178.581969135957	130.578128382069	144.586679567951	164.250809482250	163.143923460335	173.975194120079	140.138509010019	147.529049411526
13.53333000	173.567159765518	137.501527733302	174.220714460417	113.155603080617	178.464958424694	130.530156403505	144.695533477904	164.196352002415	163.081177952766	173.825923880912	140.178008474893	147.433150032859
13.56667000	173.527685660760	137.507679020668	174.210931948582	113.292105627504	178.521186855134	130.683566452368	144.812601674389	164.151159390488	162.995063516400	173.746842523568	140.108016286387	147.470944181658
13.60000000	173.405006647888	137.504443874225	174.177759012050	113.246048231243	178.559737791141	130.733106712985	144.682291331971	163.732384905554	162.982609500121	173.825090804655	139.951039165049	147.369773421758
13.63333000	173.368319574817	137.501473153661	174.109277073646	113.370837298499	178.604705550273	130.760538955242	144.727883344371	163.776693386767	162.947029145013	173.693765253604	139.900023613406	147.321775415616
13.66667000	173.372313486698	137.540756278152	174.350696959127	112.984757736430	178.746202787987	130.901913878885	144.819797176186	163.809122219447	162.944653293444	173.682408719609	139.856620456763	147.199024892484
13.70000000	173.291058134820	137.524810438466	174.384379152588	113.038931758306	178.755619650976	130.912150902641	144.797451962021	163.873943850896	162.987248566372	173.624718901160	139.789005423386	147.059522198276
13.73333000	173.268168668470	137.530452675347	174.173748710404	113.260330367915	178.765867056207	130.967615192086	145.012902742317	163.846259483191	162.956419051916	173.630875254235	139.787935484716	147.146393894604
13.76667000	173.274200824257	137.529303915134	174.096696341683	113.358013991452	178.718151294570	131.013469359143	145.128706817711	163.825689435199	162.955810121982	173.588132038319	139.752778565343	147.165704078202
13.80000000	173.315867781077	137.495116681981	173.659999215431	113.598045086269	178.698634097135	131.066185028774	144.630481897228	163.807824200016	162.986001850634	173.592042190734	139.731214335666	147.147365636588
13.83333000	173.293627539004	137.490925362797	173.619285328145	113.652807197521	178.725201163568	131.086028690273	144.655679684645	163.806972279900	163.006605292071	173.578027838622	139.710898135199	147.147403170585
13.86667000	173.322467489419	137.489157721519	173.628506975555	113.889236399069	178.758301779843	131.167877393115	144.944903162414	163.723408637869	162.942622368374	173.530522634712	139.686936930942	147.210289269166
13.90000000	173.329036697027	137.467607391511	173.467393843777	114.066603759996	178.737562741204	131.167738268880	144.682784431483	163.831387239753	163.013966600140	173.542064761040	139.709086853234	147.268900868813
13.93333000	173.336433236332	137.468238597801	173.544162169129	114.063890029534	178.650145517250	131.093128064898	144.675339730638	163.887215776296	163.016471868119	173.524249016247	139.730304649964	147.227830721619
13.96667000	173.402068588231	137.471743425570	173.538210810804	114.073548017519	178.616689034081	131.090571736817	144.661651982895	164.012585534790	162.978977299984	173.507389422596	139.729536227768	147.218053856993
14.00000000	173.452839086251	137.468849983259	173.589298941126	114.103696352562	178.634671407323	131.088943907611	144.732938578114	164.008595030199	162.979516674608	173.462865760829	139.735422732790	147.247383208216
14.03333000	173.527889689418	137.463458675030	173.589041524059	113.934360514736	178.624659222911	131.092613209968	144.496822859147	163.871905137814	163.002238477192	173.449418499953	139.761300403178	147.172010479689
14.06667000	173.559735092258	137.467866907186	173.634776138262	113.783315933864	178.619957842870	131.094427435074	144.333084560441	163.556576118794	162.784482772216	173.444979731324	139.760126284784	147.177246798447
14.10000000	173.571447536949	137.483511968201	173.757949478012	113.637332691768	178.599003987551	131.095907347822	144.501663158079	163.426657022842	162.638350856169	173.413440720005	139.746222531544	147.204729837609
14.13333000	173.510045103842	137.487094983692	173.624579474699	113.639172357929	178.564392791609	131.076372460338	144.312041935843	163.228048564491	162.576907463185	173.388117402064	139.760571851081	147.215325078118
14.16667000	173.538687700969	137.493221309012	173.685179899305	113.549985191289	178.566448285567	131.113313613209	144.454115686713	163.389507052014	162.689602591182	173.399942624352	139.759071947608	147.161165600267
14.20000000	173.552822835061	137.483453450706	173.683218435926	113.503077396637	178.554802224432	131.099981711808	144.345482233550	162.960065577030	162.663181211598	173.471126661419	139.736228041267	147.141394004303
14.23333000	173.571670139703	137.508072450282	173.803822363010	113.514933311865	178.546852771432	131.091061478550	144.602579393095	163.299871338101	162.672980739980	173.467006515202	139.717041342112	147.173017884883
14.26667000	173.604865530346	137.507893189320	173.724827958164	113.477377275402	178.535862002685	131.102675617975	144.592324067114	163.353727795963	162.692061004757	173.478187008806	139.715488745869	147.152509960832
14.30000000	173.615082247922	137.502834882969	173.532772803781	113.520304240499	178.542060271524	131.079816290788	144.346760201585	163.386561455728	162.375527651256	173.476967077317	139.719452332858	147.213342640971
14.33333000	173.623540027357	137.501489413956	173.468391772858	113.453038363057	178.513986574053	131.068308392327	144.180352538460	163.333692966116	162.384897629719	173.455968642025	139.717100427589	147.153320235207
14.36667000	173.562945988582	137.522296351784	173.461051081146	113.318759344927	178.518768942432	131.057953012845	144.051286008965	163.141261589569	162.342984533740	173.455406298445	139.705908196872	147.126298037578
14.40000000	173.642064325986	137.537784379538	173.504196999416	113.310677378124	178.498010632869	131.063353096233	144.187945920141	163.113290313568	162.304390278228	173.437382794849	139.730902544425	147.221078583087
14.43333000	173.668540162757	137.521244822768	173.372436533565	113.410206571178	178.476519323695	131.043317409941	144.131062142395	163.115132560480	162.175320227466	173.445778089079	139.739706549282	147.427283729498
14.46667000	173.670801642237	137.518637405214	173.400247735520	113.370221149859	178.494174725952	131.033572698365	144.070290695041	163.131432886238	162.096223124375	173.395527219273	139.756656325062	147.434903688613
14.50000000	173.696897460068	137.513205579657	173.303083962761	113.471293701469	178.463205567500	130.995453448325	144.047528297149	162.689275229272	162.092666195609	173.461797293468	139.754946832760	147.500675319212
14.53333000	173.727841007823	137.521442636725	173.193824192193	113.333513550453	178.451718193223	131.116605950727	143.922600731755	162.824805702130	161.874235338755	173.469482931228	139.704264942247	147.582785613966
14.56667000	173.716723594583	137.543435477479	173.281452465570	113.351136280134	178.438324140821	131.093223598681	144.116975009487	162.862061510539	161.792938327223	173.408351936573	139.825421839929	147.641993826858
14.60000000	173.692274907681	137.574979658120	173.527149476286	113.198459535621	178.448938168030	131.064988473475	144.376729939142	162.882319174980	161.803488310796	173.453536744514	139.781289579475	147.644057027007
14.63333000	173.633598768691	137.634089822258	173.994574144017	112.413144140638	178.449308830753	131.063021612675	144.516449064940	162.172241299650	161.802529048780	173.546737176775	139.673235062546	147.501091317983
14.66667000	173.681874914715	137.656157457255	174.122018594274	112.466342575623	178.472392779466	131.071958447077	144.728335871266	162.243598649168	161.794798844003	173.648611090262	139.612395824128	147.527927721077
14.70000000	173.734521518438	137.630707163693	173.841662124122	112.897460077079	178.454569852039	131.014478708768	144.475233815007	162.203553039660	161.761556456800	173.706331499491	139.610451247630	147.596263441011
14.73333000	173.722296417728	137.591327407419	173.438225090192	113.283339943767	178.376449756519	130.781085453732	144.344449246626	162.246390859116	161.694395427019	173.715557020114	139.686992337453	147.657158524675
14.76667000	173.783779072335	137.593005122357	173.350569466155	113.318891042952	178.409698071512	130.841158704915	144.247717659823	163.044193903072	161.717953260307	173.795673272694	139.655517660579	147.660782563789
14.80000000	173.885399930155	137.591467207399	173.322525253614	113.344940166526	178.328139919077	130.825785100916	144.183296819255	163.051461407685	161.696890126975	173.961044993532	139.615543378911	147.680385197447
14.83333000	173.911362511724	137.664518594313	173.590359989164	113.069162901241	178.354965560498	130.875546096020	144.661852300841	163.086459454981	161.644877802718	174.022975584113	139.505705605126	147.713476466271
14.86667000	173.843781675775	137.637472013989	173.316783402170	113.211987934228	178.313353674340	130.885351596938	144.400675529463	163.095599377151	161.577709776117	174.001932706299	139.564949183141	147.711420111585
14.90000000	173.829026714848	137.703329262988	173.679640902542	112.857590284805	178.322648294097	130.886847392121	144.706613565541	162.889235129308	161.520440024836	174.043824315853	139.621352498796	147.731750239496
14.93333000	173.853216835301	137.673138668736	173.339084919089	113.258212596079	178.302646047889	130.956727431652	144.507338239652	162.884865272027	161.473070625061	174.033508654528	139.606771367378	147.799451596251
14.96667000	173.852233780332	137.629648791329	173.182364256972	113.436866560680	178.278450993453	130.860493404899	144.280257744461	163.248667942394	161.517086604111	174.077673692833	139.653877469655	147.793274239467
15.00000000	173.967349617076	137.637810355739	173.112611541324	113.498063611639	178.282445820777	130.907743782183	144.256559798769	163.221800911559	161.494541238634	174.105024249750	139.621032844034	147.781177063031
15.03333000	174.027793768361	137.585414053051	172.987099306823	113.622124843389	178.219163884155	130.919522802927	144.151258795430	163.277462283948	161.516102111350	174.062214501664	139.670263242829	147.701061659313
15.06667000	174.090952598402	137.586889067154	172.933663736405	113.684479500373	178.229939681491	130.951465358847	144.168103829719	163.287620119155	161.507318184039	174.119629468922	139.584121922546	147.696641977332
