0.00000000	0.06151336	0.14787850	2.58145500	0.06229462	0.21054930	2.64544600	0.05796159	0.59318750	2.66496000	0.04647892	0.78632040	2.69437200	-0.13522150	0.44959240	2.67284000	-0.40540300	0.37686870	2.63048500	-0.61519010	0.37685930	2.49968000	0.24743930	0.45667190	2.66407300	0.53672880	0.39331940	2.64055300	0.77069440	0.41424450	2.57781200	-0.02057888	0.06354701	2.56270800	-0.05526011	-0.50483570	2.59034500	-0.07040798	-0.89102150	2.59178300	0.14514720	0.06411216	2.56310200	0.17350050	-0.48622690	2.58837300	0.17936610	-0.87986000	2.59370600
0.03333334	0.06165672	0.14843770	2.58196300	0.06211835	0.21103420	2.64589000	0.05796456	0.59333270	2.66502300	0.04654123	0.78654030	2.69415000	-0.13517060	0.44969260	2.67282800	-0.40558560	0.37707110	2.63021900	-0.61548920	0.37689500	2.49960700	0.25214860	0.45674830	2.66605500	0.53679190	0.39326580	2.64057600	0.77077460	0.41421710	2.57788500	-0.02063851	0.06371640	2.56299100	-0.05525008	-0.50475140	2.59034100	-0.07187065	-0.88814180	2.58708200	0.14551560	0.06418639	2.56358500	0.17325040	-0.48937860	2.58856800	0.17938590	-0.87988060	2.59369500
0.06666667	0.06192075	0.14866520	2.58231500	0.06229077	0.21126210	2.64621700	0.05893430	0.59346220	2.66500200	0.04733941	0.78671160	2.69361600	-0.13494310	0.44982170	2.67272000	-0.40570790	0.37729740	2.63003600	-0.61563080	0.37635080	2.49944900	0.25481150	0.45642710	2.66705500	0.53676590	0.39295180	2.64065400	0.77067220	0.41461430	2.57787600	-0.02062669	0.06380426	2.56317600	-0.05538798	-0.50481610	2.59062600	-0.07018077	-0.88814190	2.58642400	0.14591470	0.06395602	2.56413600	0.17366040	-0.49111250	2.58889200	0.17942380	-0.87989990	2.59367800
0.10000000	0.06203669	0.14894210	2.58252000	0.06226502	0.21139940	2.64634300	0.05885021	0.59317650	2.66490900	0.04912312	0.78661200	2.69335100	-0.13488500	0.44981390	2.67270700	-0.40552150	0.37746410	2.62987000	-0.61549940	0.37646070	2.49937400	0.25611030	0.45675780	2.66774700	0.53654880	0.39290240	2.64079800	0.77071610	0.41469440	2.57934600	-0.02064167	0.06388772	2.56328900	-0.05535677	-0.50483480	2.59069500	-0.06966542	-0.88882330	2.58684100	0.14625500	0.06399365	2.56438200	0.17361940	-0.49120740	2.58876500	0.17936300	-0.88028260	2.59347800
0.13333330	0.06201891	0.14899400	2.58255100	0.06225615	0.21146030	2.64636300	0.05863116	0.59314120	2.66465000	0.04899783	0.78665600	2.69276500	-0.13479460	0.44994650	2.67273400	-0.40540110	0.37751210	2.62990600	-0.61538820	0.37644650	2.49941800	0.25584470	0.45690860	2.66769700	0.53649490	0.39283000	2.64090700	0.77079510	0.41426280	2.57993400	-0.02064692	0.06396220	2.56337100	-0.05535183	-0.50418200	2.59070100	-0.06874311	-0.88801100	2.58654900	0.14623900	0.06405006	2.56444900	0.17318760	-0.48313700	2.58602200	0.17931360	-0.88042840	2.59362000
0.16666670	0.06204131	0.14904730	2.58258600	0.06222980	0.21149710	2.64637900	0.05860770	0.59291210	2.66441900	0.04904324	0.78653100	2.69254600	-0.13455670	0.45009600	2.67270000	-0.40539790	0.37750870	2.62986100	-0.61541280	0.37642570	2.49941400	0.25638210	0.45698110	2.66791400	0.53649580	0.39224240	2.64132500	0.77075150	0.41374440	2.58013600	-0.02067218	0.06402294	2.56339700	-0.05533201	-0.50357710	2.59066000	-0.06864506	-0.88818930	2.58559000	0.14636930	0.06394956	2.56457700	0.17291770	-0.48801520	2.58682800	0.17941420	-0.88052650	2.59351400
0.20000000	0.06212520	0.14909170	2.58272900	0.06229669	0.21150610	2.64650200	0.05887328	0.59258150	2.66437800	0.05067261	0.78630570	2.69178700	-0.13453060	0.45009830	2.67270000	-0.40485730	0.37768740	2.62987700	-0.61497580	0.37638240	2.49961400	0.25761320	0.45620940	2.66795500	0.53672060	0.39192630	2.64136500	0.77092270	0.41358770	2.57996600	-0.02070742	0.06397436	2.56350300	-0.05514221	-0.50338080	2.59071800	-0.06823175	-0.88718160	2.58526100	0.14661240	0.06376357	2.56481300	0.17279040	-0.49037440	2.58736300	0.17923270	-0.88044760	2.59324400
0.23333330	0.06188002	0.14831460	2.58269000	0.06257082	0.21105090	2.64647000	0.05890144	0.59268340	2.66431300	0.04978466	0.78646400	2.69167800	-0.13453720	0.45010330	2.67271200	-0.40489540	0.37766790	2.62989000	-0.61499520	0.37639350	2.49956800	0.24938430	0.45632530	2.66513400	0.53707190	0.39141200	2.64159200	0.77128400	0.41392990	2.58058800	-0.02070529	0.06382035	2.56365600	-0.05514816	-0.50336500	2.59068200	-0.06832060	-0.88674390	2.58523200	0.14594550	0.06331183	2.56475200	0.17307210	-0.49170670	2.58735500	0.17930570	-0.88140060	2.59363200
0.26666670	0.06190803	0.14871320	2.58291500	0.06237467	0.21129270	2.64662000	0.05889616	0.59265720	2.66428100	0.04933037	0.78653590	2.69185900	-0.13448790	0.45020340	2.67266400	-0.40486550	0.37755900	2.62986900	-0.61492230	0.37643740	2.49945100	0.25290500	0.45687440	2.66666800	0.53639600	0.39151190	2.64167900	0.77070780	0.41354410	2.58090600	-0.02075648	0.06387639	2.56386700	-0.05514157	-0.50337780	2.59067400	-0.06839886	-0.88700860	2.58511200	0.14603280	0.06350967	2.56487400	0.17299710	-0.48432420	2.58600600	0.17934460	-0.88140260	2.59367400
0.30000000	0.06192254	0.14880410	2.58294900	0.06232327	0.21131690	2.64664100	0.05890764	0.59241310	2.66425200	0.05010664	0.78638600	2.69134900	-0.13443210	0.45023440	2.67266000	-0.40493880	0.37743930	2.62979000	-0.61477150	0.37573980	2.49895900	0.25428590	0.45642410	2.66697700	0.53688490	0.39092530	2.64184700	0.77122770	0.41172780	2.58062600	-0.02079883	0.06391881	2.56387300	-0.05505339	-0.50283150	2.59053000	-0.06872161	-0.88694520	2.58496900	0.14609730	0.06349801	2.56490900	0.17314880	-0.48582200	2.58613000	0.17933910	-0.88131030	2.59355400
