%Time     	HipCenter-X     	HipCenter-Y     	HipCenter-Z     	Spine-X         	Spine-Y         	Spine-Z         	ShoulderCenter-X	ShoulderCenter-Y	ShoulderCenter-Z	Head-X          	Head-Y          	Head-Z          	ShoulderLeft-X  	ShoulderLeft-Y  	ShoulderLeft-Z  	ElbowLeft-X     	ElbowLeft-Y     	ElbowLeft-Z     	WristLeft-X     	WristLeft-Y     	WristLeft-Z     	ShoulderRight-X 	ShoulderRight-Y 	ShoulderRight-Z 	ElbowRight-X    	ElbowRight-Y    	ElbowRight-Z    	WristRight-X    	WristRight-Y    	WristRight-Z    	HipLeft-X       	HipLeft-Y       	HipLeft-Z       	KneeLeft-X      	KneeLeft-Y      	KneeLeft-Z      	AnkleLeft-X     	AnkleLeft-Y     	AnkleLeft-Z     	HipRight-X      	HipRight-Y      	HipRight-Z      	KneeRight-X     	KneeRight-Y     	KneeRight-Z     	AnkleRight-X    	AnkleRight-Y    	AnkleRight-Z    	
0.00000000	0.10269130      	0.09550373      	2.40871400      	0.10338420      	0.16056540      	2.45883600      	0.09426204      	0.51815550      	2.44164000      	0.08109683      	0.70218480      	2.43482800      	-0.08015720     	0.42292560      	2.45021900      	-0.30522040     	0.41716980      	2.45932600      	-0.53096780     	0.41521020      	2.47196000      	0.26769000      	0.42959360      	2.43294800      	0.52706580      	0.44446860      	2.44198300      	0.74438100      	0.47646940      	2.45701300      	0.02818621      	0.01468304      	2.40083100      	0.04528273      	-0.56120220     	2.47838800      	0.05459486      	-0.91358240     	2.47464200      	0.18056970      	0.02083180      	2.39963300      	0.16964810      	-0.55869280     	2.49244100      	0.13598330      	-0.91761010     	2.49159100      
0.03333334	0.10269460      	0.09549208      	2.40884700      	0.10337600      	0.16056520      	2.45889100      	0.09401747      	0.51812870      	2.44182200      	0.08100653      	0.70218280      	2.43490200      	-0.08014298     	0.42291680      	2.45022600      	-0.30537480     	0.41695120      	2.45925400      	-0.53100290     	0.41479820      	2.47176100      	0.26770400      	0.42961560      	2.43301500      	0.52708230      	0.44464980      	2.44204100      	0.74428480      	0.47655910      	2.45705500      	0.02820869      	0.01467421      	2.40095000      	0.04524562      	-0.56112790     	2.47853800      	0.05455410      	-0.91351080     	2.47467500      	0.18058750      	0.02082174      	2.39978100      	0.16953730      	-0.55874600     	2.49266300      	0.13595830      	-0.91751570     	2.49166300      
0.06666667	0.10268150      	0.09547517      	2.40898300      	0.10335320      	0.16056120      	2.45895500      	0.09375366      	0.51809980      	2.44200700      	0.08091875      	0.70218340      	2.43497100      	-0.08013267     	0.42290740      	2.45023300      	-0.30554310     	0.41673240      	2.45918000      	-0.53026430     	0.41587800      	2.47195600      	0.26771020      	0.42963600      	2.43308200      	0.52710520      	0.44482320      	2.44210400      	0.74422130      	0.47632070      	2.45705400      	0.02821890      	0.01466343      	2.40106700      	0.04521422      	-0.56106880     	2.47867700      	0.05452848      	-0.91346990     	2.47469800      	0.18058660      	0.02080347      	2.39993100      	0.16942100      	-0.55879930     	2.49286400      	0.13593960      	-0.91743700     	2.49172400      
0.10000000	0.10265500      	0.09545563      	2.40911600      	0.10331630      	0.16055550      	2.45902300      	0.09346640      	0.51807560      	2.44218500      	0.08080918      	0.70218860      	2.43503500      	-0.08012689     	0.42289500      	2.45023900      	-0.30570270     	0.41651430      	2.45909300      	-0.52961580     	0.41680180      	2.47215900      	0.26770910      	0.42965620      	2.43315100      	0.52712180      	0.44496980      	2.44216400      	0.74409720      	0.47644630      	2.45720600      	0.02821675      	0.01465144      	2.40118200      	0.04516392      	-0.56102230     	2.47881100      	0.05452389      	-0.91342570     	2.47472500      	0.18057410      	0.02078106      	2.40007800      	0.16929770      	-0.55884280     	2.49305200      	0.13592590      	-0.91738180     	2.49177100      
0.13333330	0.10259250      	0.09542444      	2.40926300      	0.10324550      	0.16054170      	2.45910400      	0.09317041      	0.51804720      	2.44235200      	0.08069632      	0.70219510      	2.43509700      	-0.08012847     	0.42287680      	2.45024300      	-0.30584540     	0.41630400      	2.45900000      	-0.52910370     	0.41595750      	2.47174800      	0.26769830      	0.42967130      	2.43322200      	0.52712800      	0.44509320      	2.44222200      	0.74395360      	0.47660560      	2.45737100      	0.02818265      	0.01463136      	2.40130600      	0.04511047      	-0.56098150     	2.47893500      	0.04969803      	-0.90072390     	2.47985400      	0.18052020      	0.02074064      	2.40024300      	0.16917290      	-0.55888810     	2.49323100      	0.13592020      	-0.91735180     	2.49179400      
0.16666670	0.10251840      	0.09539370      	2.40940700      	0.10316320      	0.16052720      	2.45918600      	0.09288441      	0.51801790      	2.44250900      	0.08057857      	0.70219840      	2.43515100      	-0.08013579     	0.42285610      	2.45024600      	-0.30605660     	0.41605990      	2.45889900      	-0.52877580     	0.41518090      	2.47139500      	0.26768340      	0.42968250      	2.43328800      	0.52712820      	0.44520530      	2.44227900      	0.74378930      	0.47675860      	2.45761100      	0.02813520      	0.01461241      	2.40142700      	0.04504414      	-0.56092720     	2.47905800      	0.05022350      	-0.90054170     	2.48004700      	0.18045610      	0.02069841      	2.40040200      	0.16905380      	-0.55892850     	2.49339900      	0.13590840      	-0.91731230     	2.49181700      
0.20000000	0.10243050      	0.09536158      	2.40954800      	0.10306430      	0.16051010      	2.45927000      	0.09259432      	0.51798490      	2.44266100      	0.08044841      	0.70219580      	2.43518100      	-0.08015105     	0.42282840      	2.45024700      	-0.30631200     	0.41580600      	2.45879200      	-0.52856560     	0.41448160      	2.47104500      	0.26766090      	0.42969090      	2.43335100      	0.52713120      	0.44531430      	2.44233400      	0.74364610      	0.47690640      	2.45783300      	0.02807262      	0.01459431      	2.40154400      	0.04495518      	-0.56084470     	2.47917700      	0.04554067      	-0.89406140     	2.48123200      	0.18038110      	0.02065363      	2.40055600      	0.16855070      	-0.55775360     	2.49336000      	0.13589500      	-0.91727110     	2.49184300      
0.23333330	0.10232920      	0.09532303      	2.40968900      	0.10295260      	0.16048810      	2.45935800      	0.09231432      	0.51795460      	2.44280500      	0.08031331      	0.70218940      	2.43520400      	-0.08018091     	0.42279560      	2.45024700      	-0.30657240     	0.41555480      	2.45868900      	-0.52841470     	0.41384860      	2.47073100      	0.26762730      	0.42969380      	2.43341300      	0.52714010      	0.44542150      	2.44239200      	0.74352860      	0.47704330      	2.45803600      	0.02799773      	0.01457062      	2.40166000      	0.04487266      	-0.56075410     	2.47929300      	0.05011625      	-0.89972410     	2.47957800      	0.18029030      	0.02059965      	2.40071200      	0.16819160      	-0.55735000     	2.49342600      	0.13588920      	-0.91724290     	2.49185700      
0.26666670	0.10220850      	0.09527745      	2.40983100      	0.10282480      	0.16046010      	2.45944900      	0.09204992      	0.51792480      	2.44294500      	0.08017344      	0.70218460      	2.43522200      	-0.08023389     	0.42275410      	2.45024600      	-0.30689220     	0.41529300      	2.45858900      	-0.52835710     	0.41329920      	2.47047700      	0.26758020      	0.42968610      	2.43347000      	0.52712800      	0.44551410      	2.44244300      	0.74345510      	0.47686580      	2.45796600      	0.02789744      	0.01453768      	2.40178000      	0.04475966      	-0.56066370     	2.47941100      	0.05243352      	-0.90279350     	2.47854400      	0.18017860      	0.02053683      	2.40086700      	0.16792430      	-0.55715270     	2.49352100      	0.13588440      	-0.91722520     	2.49186500      
0.30000000	0.10208670      	0.09523591      	2.40996500      	0.10269400      	0.16043400      	2.45953800      	0.09179565      	0.51789560      	2.44307600      	0.08003318      	0.70218310      	2.43523500      	-0.08029686     	0.42271150      	2.45024600      	-0.30720970     	0.41504750      	2.45849800      	-0.52833910     	0.41280730      	2.47023600      	0.26752450      	0.42967370      	2.43352800      	0.52710400      	0.44559650      	2.44249000      	0.74336510      	0.47659080      	2.45784000      	0.02779486      	0.01450787      	2.40189300      	0.04464436      	-0.56057900     	2.47952100      	0.05398208      	-0.90493830     	2.47784600      	0.18006690      	0.02047822      	2.40101100      	0.16769190      	-0.55701000     	2.49360500      	0.13588160      	-0.91720650     	2.49187300      
0.33333330	0.10194750      	0.09518984      	2.41009800      	0.10254380      	0.16040560      	2.45962600      	0.09152421      	0.51787720      	2.44319600      	0.07987368      	0.70218080      	2.43522700      	-0.08037333     	0.42266570      	2.45024400      	-0.30755590     	0.41481480      	2.45840500      	-0.52836900     	0.41239090      	2.47002900      	0.26745600      	0.42965670      	2.43358700      	0.52706500      	0.44569080      	2.44253500      	0.74325880      	0.47620900      	2.45770700      	0.02767298      	0.01447222      	2.40200800      	0.04448745      	-0.56048080     	2.47962600      	0.05495554      	-0.90636720     	2.47737600      	0.17994170      	0.02041656      	2.40115400      	0.16749510      	-0.55691850     	2.49369300      	0.13587910      	-0.91718910     	2.49187900      
0.36666670	0.10179590      	0.09514343      	2.41022800      	0.10238250      	0.16037740      	2.45971300      	0.09126268      	0.51786290      	2.44330400      	0.07969211      	0.70215920      	2.43519500      	-0.08047078     	0.42261590      	2.45024000      	-0.30791090     	0.41458990      	2.45831100      	-0.52840020     	0.41261970      	2.47011900      	0.26737290      	0.42963280      	2.43364100      	0.52701310      	0.44577770      	2.44257800      	0.74311510      	0.47616980      	2.45782300      	0.02753345      	0.01443428      	2.40212300      	0.04432906      	-0.56038530     	2.47972000      	0.05500831      	-0.90712080     	2.47708300      	0.17980580      	0.02035467      	2.40129400      	0.16730680      	-0.55682820     	2.49377200      	0.13587160      	-0.91716960     	2.49188800      
0.40000000	0.10163220      	0.09509346      	2.41035700      	0.10221050      	0.16034740      	2.45979800      	0.09100638      	0.51785250      	2.44340000      	0.07951481      	0.70213880      	2.43515800      	-0.08057150     	0.42256750      	2.45023600      	-0.30829480     	0.41437120      	2.45820800      	-0.52856510     	0.41234020      	2.46984300      	0.26727850      	0.42960140      	2.43369000      	0.52695930      	0.44586120      	2.44261600      	0.74301020      	0.47612860      	2.45787200      	0.02738404      	0.01439407      	2.40223800      	0.04414717      	-0.56028990     	2.47980600      	0.05508249      	-0.90774130     	2.47683300      	0.17965280      	0.02028805      	2.40143300      	0.16712780      	-0.55675250     	2.49384500      	0.13586620      	-0.91714960     	2.49189500      
0.43333330	0.10146860      	0.09504259      	2.41047500      	0.10203610      	0.16031810      	2.45987300      	0.09075169      	0.51784790      	2.44347000      	0.07933789      	0.70211780      	2.43510900      	-0.08068209     	0.42251580      	2.45022300      	-0.30865140     	0.41416810      	2.45809900      	-0.52872790     	0.41206510      	2.46954200      	0.26717080      	0.42956660      	2.43373700      	0.52690050      	0.44594120      	2.44264700      	0.74283270      	0.47626920      	2.45792900      	0.02723413      	0.01435234      	2.40234600      	0.04396078      	-0.56018560     	2.47988000      	0.05515127      	-0.90832380     	2.47661500      	0.17950030      	0.02022313      	2.40156300      	0.16696620      	-0.55668910     	2.49391100      	0.13586100      	-0.91712010     	2.49190400      
0.46666670	0.10130030      	0.09499400      	2.41058600      	0.10185210      	0.16029050      	2.45994000      	0.09047952      	0.51784220      	2.44352700      	0.07913958      	0.70209000      	2.43503300      	-0.08080981     	0.42246100      	2.45020400      	-0.30896450     	0.41399170      	2.45800200      	-0.52888440     	0.41181880      	2.46927500      	0.26706300      	0.42953180      	2.43378100      	0.52684250      	0.44601640      	2.44267000      	0.74271210      	0.47558090      	2.45751200      	0.02707913      	0.01431007      	2.40244900      	0.04374803      	-0.56009380     	2.47995600      	0.05519306      	-0.90886130     	2.47642400      	0.17934700      	0.02016132      	2.40168500      	0.16681850      	-0.55663690     	2.49397200      	0.13585110      	-0.91709150     	2.49190500      
0.50000000	0.10112780      	0.09494594      	2.41069100      	0.10166720      	0.16026670      	2.45999600      	0.09022229      	0.51784490      	2.44355400      	0.07893213      	0.70206290      	2.43493100      	-0.08094546     	0.42240490      	2.45017800      	-0.30926810     	0.41382930      	2.45790300      	-0.52902840     	0.41160010      	2.46903300      	0.26694270      	0.42950200      	2.43381800      	0.52678020      	0.44609650      	2.44268400      	0.74259920      	0.47502300      	2.45717800      	0.02691826      	0.01426806      	2.40255100      	0.04347735      	-0.55998650     	2.48002200      	0.05524728      	-0.90934100     	2.47626300      	0.17918020      	0.02009893      	2.40180500      	0.16668470      	-0.55660130     	2.49403700      	0.13584010      	-0.91703930     	2.49190600      
0.53333340	0.10095260      	0.09489700      	2.41078900      	0.10147720      	0.16024270      	2.46004200      	0.08995564      	0.51785000      	2.44356800      	0.07869363      	0.70203080      	2.43480700      	-0.08108946     	0.42235020      	2.45014300      	-0.30960000     	0.41367070      	2.45779300      	-0.52918740     	0.41137830      	2.46880500      	0.26681660      	0.42947350      	2.43384700      	0.52670920      	0.44617640      	2.44269000      	0.74243250      	0.47515690      	2.45703900      	0.02675699      	0.01422626      	2.40264700      	0.04314890      	-0.55999170     	2.48010600      	0.05503719      	-0.90990080     	2.47603100      	0.17901110      	0.02003522      	2.40191700      	0.16654610      	-0.55660650     	2.49412600      	0.13583250      	-0.91698440     	2.49190100      
0.56666670	0.10077990      	0.09485105      	2.41087700      	0.10128970      	0.16022320      	2.46007400      	0.08970492      	0.51786080      	2.44355800      	0.07841603      	0.70197860      	2.43463200      	-0.08123924     	0.42229810      	2.45010000      	-0.30992000     	0.41352010      	2.45767000      	-0.52934190     	0.41117960      	2.46859900      	0.26668460      	0.42945020      	2.43386900      	0.52663670      	0.44626030      	2.44268700      	0.74232170      	0.47504980      	2.45674500      	0.02659653      	0.01418722      	2.40273700      	0.04277327      	-0.55989460     	2.48017500      	0.05496890      	-0.91034910     	2.47584200      	0.17883980      	0.01997402      	2.40202200      	0.16642340      	-0.55660920     	2.49421500      	0.13581890      	-0.91692200     	2.49189000      
