%Time     	HipCenter-X     	HipCenter-Y     	HipCenter-Z     	Spine-X         	Spine-Y         	Spine-Z         	ShoulderCenter-X	ShoulderCenter-Y	ShoulderCenter-Z	Head-X          	Head-Y          	Head-Z          	ShoulderLeft-X  	ShoulderLeft-Y  	ShoulderLeft-Z  	ElbowLeft-X     	ElbowLeft-Y     	ElbowLeft-Z     	WristLeft-X     	WristLeft-Y     	WristLeft-Z     	ShoulderRight-X 	ShoulderRight-Y 	ShoulderRight-Z 	ElbowRight-X    	ElbowRight-Y    	ElbowRight-Z    	WristRight-X    	WristRight-Y    	WristRight-Z    	HipLeft-X       	HipLeft-Y       	HipLeft-Z       	KneeLeft-X      	KneeLeft-Y      	KneeLeft-Z      	AnkleLeft-X     	AnkleLeft-Y     	AnkleLeft-Z     	HipRight-X      	HipRight-Y      	HipRight-Z      	KneeRight-X     	KneeRight-Y     	KneeRight-Z     	AnkleRight-X    	AnkleRight-Y    	AnkleRight-Z    	
0.00000000	-0.01301554     	-0.05873453     	-0.06062293     	0.00000000      	0.00000000      	0.00000000      	-0.00552154     	0.36384600      	0.02129769      	-0.00737765     	0.54645340      	0.00846338      	-0.19678210     	0.24391220      	0.03019881      	-0.45415320     	0.22989090      	0.09373021      	-0.66519400     	0.24994830      	0.16170950      	0.15730660      	0.24359580      	-0.05245018     	0.38228220      	0.24300200      	-0.14492490     	0.60332950      	0.24519460      	-0.22533150     	-0.09164155     	-0.14159140     	-0.06833577     	-0.05855492     	-0.66345470     	0.04182649      	-0.03979364     	-1.00748100     	0.04612160      	0.06225646      	-0.13329150     	-0.08806753     	0.05805871      	-0.62656970     	-0.01703143     	0.07006755      	-0.99877630     	-0.01838017     
0.03333334	-0.01301424     	-0.05873700     	-0.06062627     	0.00000000      	0.00000000      	0.00000000      	-0.00552015     	0.36386090      	0.02130342      	-0.00738536     	0.54649230      	0.00850272      	-0.19678090     	0.24390130      	0.03019524      	-0.45435000     	0.22988960      	0.09380031      	-0.66501320     	0.24989280      	0.16159300      	0.15726890      	0.24362660      	-0.05243254     	0.38230170      	0.24300290      	-0.14488700     	0.60327250      	0.24517660      	-0.22527960     	-0.09163000     	-0.14158920     	-0.06834745     	-0.05845450     	-0.66317470     	0.04175305      	-0.03981580     	-1.00741600     	0.04613757      	0.06225120      	-0.13327900     	-0.08806348     	0.05807509      	-0.62654550     	-0.01706719     	0.07017128      	-0.99875780     	-0.01838183     
0.06666667	-0.01301344     	-0.05873944     	-0.06063008     	0.00000000      	0.00000000      	0.00000000      	-0.00551997     	0.36387570      	0.02130890      	-0.00739326     	0.54653020      	0.00854015      	-0.19678170     	0.24389350      	0.03019500      	-0.45437650     	0.22988580      	0.09380865      	-0.66446350     	0.24977480      	0.16133450      	0.15723330      	0.24365530      	-0.05241656     	0.38231950      	0.24300280      	-0.14485310     	0.60321900      	0.24516010      	-0.22522930     	-0.09161930     	-0.14158700     	-0.06835890     	-0.05839090     	-0.66286320     	0.04169321      	-0.03983848     	-1.00734700     	0.04615664      	0.06224565      	-0.13326680     	-0.08805990     	0.05809101      	-0.62652250     	-0.01710200     	0.07026802      	-0.99873780     	-0.01838398     
0.10000000	-0.01301296     	-0.05874204     	-0.06063366     	0.00000000      	0.00000000      	0.00000000      	-0.00551991     	0.36388950      	0.02131295      	-0.00739972     	0.54656660      	0.00857568      	-0.19678320     	0.24388570      	0.03019643      	-0.45438500     	0.22987470      	0.09381175      	-0.66388990     	0.24965550      	0.16108990      	0.15719990      	0.24368150      	-0.05240250     	0.38233960      	0.24299780      	-0.14482120     	0.60317230      	0.24514480      	-0.22518250     	-0.09160890     	-0.14158520     	-0.06836987     	-0.05829896     	-0.66262410     	0.04163456      	-0.03985725     	-1.00728100     	0.04617500      	0.06223978      	-0.13325500     	-0.08805633     	0.05810663      	-0.62650230     	-0.01713514     	0.07037158      	-0.99872210     	-0.01838064     
0.13333330	-0.01301262     	-0.05874464     	-0.06063652     	0.00000000      	0.00000000      	0.00000000      	-0.00551957     	0.36390260      	0.02131653      	-0.00740486     	0.54660130      	0.00860930      	-0.19678510     	0.24387820      	0.03019834      	-0.45438450     	0.22986290      	0.09381270      	-0.66337440     	0.24956080      	0.16088580      	0.15716970      	0.24370480      	-0.05238867     	0.38235860      	0.24299180      	-0.14479040     	0.60313990      	0.24513210      	-0.22513750     	-0.09159881     	-0.14158320     	-0.06838012     	-0.05828118     	-0.66258620     	0.04162049      	-0.03986830     	-1.00723400     	0.04618526      	0.06223416      	-0.13324410     	-0.08805251     	0.05812247      	-0.62648460     	-0.01716685     	0.07047369      	-0.99870800     	-0.01837587     
0.16666670	-0.01301271     	-0.05874758     	-0.06063938     	0.00000000      	0.00000000      	0.00000000      	-0.00551912     	0.36391620      	0.02132010      	-0.00740826     	0.54663520      	0.00864029      	-0.19678760     	0.24387080      	0.03020048      	-0.45438120     	0.22985340      	0.09381318      	-0.66291960     	0.24950030      	0.16077350      	0.15714230      	0.24372670      	-0.05237627     	0.38237890      	0.24298510      	-0.14476110     	0.60311160      	0.24512060      	-0.22509620     	-0.09158933     	-0.14158200     	-0.06839037     	-0.05803114     	-0.66320450     	0.04166079      	-0.03986287     	-1.00720400     	0.04618406      	0.06222914      	-0.13323360     	-0.08804989     	0.05813847      	-0.62646630     	-0.01719809     	0.07056098      	-0.99868930     	-0.01836872     
0.20000000	-0.01301251     	-0.05875036     	-0.06064224     	0.00000000      	0.00000000      	0.00000000      	-0.00551982     	0.36392860      	0.02132440      	-0.00740920     	0.54666560      	0.00866985      	-0.19678850     	0.24386250      	0.03020215      	-0.45435800     	0.22984440      	0.09381151      	-0.66292750     	0.24958380      	0.16093520      	0.15711780      	0.24374720      	-0.05236459     	0.38239940      	0.24297740      	-0.14473220     	0.60308900      	0.24511090      	-0.22505430     	-0.09157996     	-0.14158040     	-0.06840086     	-0.05785035     	-0.66394080     	0.04173017      	-0.03985207     	-1.00718700     	0.04618073      	0.06222536      	-0.13322330     	-0.08804774     	0.05815376      	-0.62644770     	-0.01722741     	0.07063989      	-0.99867140     	-0.01835704     
0.23333330	-0.01301248     	-0.05875304     	-0.06064534     	0.00000000      	0.00000000      	0.00000000      	-0.00552018     	0.36394040      	0.02132845      	-0.00741144     	0.54669540      	0.00869942      	-0.19679010     	0.24385360      	0.03020430      	-0.45430140     	0.22983890      	0.09380126      	-0.66244980     	0.24948530      	0.16043420      	0.15709480      	0.24376640      	-0.05235338     	0.38241970      	0.24296960      	-0.14470510     	0.60306100      	0.24510200      	-0.22500540     	-0.09157111     	-0.14157880     	-0.06841087     	-0.05782999     	-0.66416600     	0.04177356      	-0.03983961     	-1.00717400     	0.04617786      	0.06222163      	-0.13321310     	-0.08804655     	0.05816837      	-0.62642920     	-0.01725578     	0.07071649      	-0.99865470     	-0.01834393     
0.26666670	-0.01301254     	-0.05875559     	-0.06064820     	0.00000000      	0.00000000      	0.00000000      	-0.00552063     	0.36395290      	0.02133346      	-0.00740849     	0.54672090      	0.00872040      	-0.19679150     	0.24384490      	0.03020620      	-0.45422390     	0.22982230      	0.09379268      	-0.66197530     	0.24929260      	0.16013460      	0.15707370      	0.24378450      	-0.05234289     	0.38243730      	0.24296520      	-0.14467760     	0.60303310      	0.24509330      	-0.22495630     	-0.09156261     	-0.14157720     	-0.06842065     	-0.05771579     	-0.66484480     	0.04187036      	-0.03982662     	-1.00716500     	0.04617405      	0.06221820      	-0.13320330     	-0.08804584     	0.05818132      	-0.62640180     	-0.01728940     	0.07079697      	-0.99861560     	-0.01832891     
0.30000000	-0.01301251     	-0.05875814     	-0.06065106     	0.00000000      	0.00000000      	0.00000000      	-0.00552110     	0.36396380      	0.02133751      	-0.00740530     	0.54674460      	0.00874019      	-0.19679320     	0.24383590      	0.03020859      	-0.45414880     	0.22980300      	0.09378457      	-0.66184470     	0.24925960      	0.16008330      	0.15705340      	0.24380140      	-0.05233288     	0.38245450      	0.24296090      	-0.14465170     	0.60300700      	0.24508440      	-0.22490950     	-0.09155436     	-0.14157560     	-0.06842995     	-0.05761965     	-0.66548290     	0.04195571      	-0.03981371     	-1.00715800     	0.04617071      	0.06221503      	-0.13319390     	-0.08804512     	0.05819340      	-0.62637470     	-0.01732230     	0.07087807      	-0.99855120     	-0.01831722     
0.33333330	-0.01301262     	-0.05876072     	-0.06065416     	0.00000000      	0.00000000      	0.00000000      	-0.00552085     	0.36397460      	0.02134037      	-0.00739849     	0.54676610      	0.00875521      	-0.19679560     	0.24382670      	0.03021121      	-0.45407490     	0.22978510      	0.09377885      	-0.66172890     	0.24923050      	0.16004750      	0.15703460      	0.24381700      	-0.05232382     	0.38247040      	0.24295640      	-0.14462330     	0.60298250      	0.24507570      	-0.22486500     	-0.09154671     	-0.14157430     	-0.06843925     	-0.05745786     	-0.66580840     	0.04197621      	-0.03981328     	-1.00709700     	0.04619813      	0.06221232      	-0.13318510     	-0.08804488     	0.05820437      	-0.62634710     	-0.01735473     	0.07096010      	-0.99847330     	-0.01830602     
0.36666670	-0.01301280     	-0.05876326     	-0.06065679     	0.00000000      	0.00000000      	0.00000000      	-0.00552055     	0.36398510      	0.02134299      	-0.00739205     	0.54678450      	0.00876474      	-0.19679730     	0.24381790      	0.03021359      	-0.45400260     	0.22976820      	0.09377432      	-0.66123470     	0.24923010      	0.16009710      	0.15701720      	0.24383170      	-0.05231500     	0.38248570      	0.24295250      	-0.14459590     	0.60296030      	0.24506760      	-0.22482160     	-0.09153938     	-0.14157300     	-0.06844807     	-0.05727869     	-0.66602870     	0.04196930      	-0.03981254     	-1.00703500     	0.04622555      	0.06220974      	-0.13317670     	-0.08804464     	0.05821502      	-0.62632190     	-0.01738548     	0.07102357      	-0.99841950     	-0.01830077     
0.40000000	-0.01301292     	-0.05876573     	-0.06065917     	0.00000000      	0.00000000      	0.00000000      	-0.00552103     	0.36399600      	0.02134681      	-0.00738666     	0.54680230      	0.00877333      	-0.19679850     	0.24380950      	0.03021622      	-0.45393230     	0.22974910      	0.09377027      	-0.66084780     	0.24927220      	0.16009240      	0.15699930      	0.24384650      	-0.05230618     	0.38250170      	0.24294790      	-0.14456800     	0.60294040      	0.24505970      	-0.22477980     	-0.09153220     	-0.14157170     	-0.06845641     	-0.05719563     	-0.66609470     	0.04194641      	-0.03981110     	-1.00698300     	0.04624367      	0.06220719      	-0.13316810     	-0.08804488     	0.05822542      	-0.62629800     	-0.01741481     	0.07108201      	-0.99836500     	-0.01829720     
