%Time     	HipCenter-X     	HipCenter-Y     	HipCenter-Z     	Spine-X         	Spine-Y         	Spine-Z         	ShoulderCenter-X	ShoulderCenter-Y	ShoulderCenter-Z	Head-X          	Head-Y          	Head-Z          	ShoulderLeft-X  	ShoulderLeft-Y  	ShoulderLeft-Z  	ElbowLeft-X     	ElbowLeft-Y     	ElbowLeft-Z     	WristLeft-X     	WristLeft-Y     	WristLeft-Z     	ShoulderRight-X 	ShoulderRight-Y 	ShoulderRight-Z 	ElbowRight-X    	ElbowRight-Y    	ElbowRight-Z    	WristRight-X    	WristRight-Y    	WristRight-Z    	HipLeft-X       	HipLeft-Y       	HipLeft-Z       	KneeLeft-X      	KneeLeft-Y      	KneeLeft-Z      	AnkleLeft-X     	AnkleLeft-Y     	AnkleLeft-Z     	HipRight-X      	HipRight-Y      	HipRight-Z      	KneeRight-X     	KneeRight-Y     	KneeRight-Z     	AnkleRight-X    	AnkleRight-Y    	AnkleRight-Z    	
0.00000000	-0.03417356     	0.10533810      	2.38792500      	-0.04165240     	0.17640440      	2.42531100      	-0.05012584     	0.54978940      	2.40983600      	-0.05118190     	0.73336420      	2.39192700      	-0.21076080     	0.45665820      	2.40752200      	-0.44353450     	0.46079630      	2.38194300      	-0.64869870     	0.46332510      	2.36850700      	0.13526060      	0.47454590      	2.45058100      	0.39473810      	0.50560930      	2.46545600      	0.61384350      	0.53662280      	2.49509300      	-0.10928160     	0.02634053      	2.37042200      	-0.08348594     	-0.52048680     	2.45878800      	-0.07768299     	-0.89592420     	2.45800500      	0.04608298      	0.02726945      	2.39227200      	0.01050195      	-0.53676830     	2.47796300      	-0.00384679     	-0.90004330     	2.47510500      
0.03333334	-0.03422494     	0.10535250      	2.38790200      	-0.04169277     	0.17643560      	2.42517100      	-0.05017731     	0.54982420      	2.40973100      	-0.05124145     	0.73335310      	2.39183800      	-0.21086130     	0.45672910      	2.40740300      	-0.44369110     	0.46072500      	2.38169700      	-0.64888630     	0.46305860      	2.36843200      	0.13516200      	0.47456550      	2.45042400      	0.39480370      	0.50562840      	2.46545100      	0.61340710      	0.53647320      	2.49526500      	-0.10933060     	0.02635556      	2.37041400      	-0.08349339     	-0.52047510     	2.45879300      	-0.07756686     	-0.89588270     	2.45800000      	0.04603129      	0.02728887      	2.39225700      	0.01036403      	-0.53686910     	2.47795900      	-0.00386685     	-0.90008810     	2.47512700      
0.06666667	-0.03427494     	0.10536630      	2.38787900      	-0.04173194     	0.17646550      	2.42503600      	-0.05023085     	0.54986140      	2.40963000      	-0.05129763     	0.73334580      	2.39175400      	-0.21095560     	0.45679340      	2.40729200      	-0.44363190     	0.46058050      	2.38149000      	-0.64886860     	0.46291760      	2.36833200      	0.13506200      	0.47458370      	2.45027300      	0.39484780      	0.50564260      	2.46544800      	0.61283060      	0.53628870      	2.49567600      	-0.10937740     	0.02636969      	2.37040600      	-0.08349827     	-0.52047190     	2.45879600      	-0.07743498     	-0.89586470     	2.45799200      	0.04598067      	0.02730807      	2.39224300      	0.01023621      	-0.53694770     	2.47795300      	-0.00390698     	-0.90017770     	2.47517000      
0.10000000	-0.03432317     	0.10537730      	2.38785800      	-0.04177060     	0.17649160      	2.42490800      	-0.05028467     	0.54989790      	2.40953600      	-0.05135319     	0.73333780      	2.39167600      	-0.21103880     	0.45684310      	2.40717900      	-0.44341740     	0.46036170      	2.38124800      	-0.64873640     	0.46280430      	2.36818200      	0.13496460      	0.47460010      	2.45013200      	0.39488350      	0.50565390      	2.46544600      	0.61241040      	0.53615430      	2.49608800      	-0.10942120     	0.02638205      	2.37039900      	-0.08350202     	-0.52047070     	2.45880200      	-0.07730931     	-0.89585050     	2.45798300      	0.04593139      	0.02732524      	2.39223000      	0.01010966      	-0.53702810     	2.47794900      	-0.00393312     	-0.90027390     	2.47518900      
0.13333330	-0.03437115     	0.10538810      	2.38783700      	-0.04181052     	0.17651660      	2.42478700      	-0.05035915     	0.54994420      	2.40944600      	-0.05140541     	0.73333020      	2.39160500      	-0.21111780     	0.45688820      	2.40707100      	-0.44326270     	0.46017210      	2.38104100      	-0.64864880     	0.46272210      	2.36805700      	0.13487060      	0.47461580      	2.45000000      	0.39491160      	0.50566330      	2.46544500      	0.61202120      	0.53607720      	2.49637400      	-0.10946310     	0.02639371      	2.37039200      	-0.08349796     	-0.52049180     	2.45882000      	-0.07718377     	-0.89583920     	2.45797100      	0.04588289      	0.02734232      	2.39221600      	0.00999420      	-0.53709940     	2.47794300      	-0.00394138     	-0.90033580     	2.47519000      
0.16666670	-0.03441783     	0.10539830      	2.38781700      	-0.04184965     	0.17653990      	2.42467400      	-0.05043677     	0.54999070      	2.40936400      	-0.05145384     	0.73332430      	2.39154000      	-0.21119790     	0.45692730      	2.40696300      	-0.44367800     	0.45987810      	2.38072500      	-0.64902170     	0.46260970      	2.36791000      	0.13477740      	0.47463070      	2.44987300      	0.39493510      	0.50567220      	2.46544400      	0.61173660      	0.53603290      	2.49660800      	-0.10950310     	0.02640468      	2.37038500      	-0.08349033     	-0.52051870     	2.45884200      	-0.07699922     	-0.89584340     	2.45796100      	0.04583580      	0.02735888      	2.39220300      	0.00977486      	-0.53723980     	2.47793500      	-0.00395791     	-0.90045970     	2.47519200      
0.20000000	-0.03446420     	0.10540770      	2.38779600      	-0.04188927     	0.17656110      	2.42456700      	-0.05052411     	0.55003950      	2.40928600      	-0.05149996     	0.73331900      	2.39147900      	-0.21127760     	0.45696250      	2.40685500      	-0.44363130     	0.45962650      	2.38054200      	-0.64901980     	0.46255480      	2.36781700      	0.13468950      	0.47464420      	2.44975500      	0.39496480      	0.50568660      	2.46544600      	0.61149690      	0.53600220      	2.49681500      	-0.10954220     	0.02641427      	2.37037800      	-0.08348335     	-0.52053680     	2.45885800      	-0.07684858     	-0.89584010     	2.45794800      	0.04579041      	0.02737457      	2.39219000      	0.00957152      	-0.53734610     	2.47791500      	-0.00395192     	-0.90051130     	2.47519900      
0.23333330	-0.03450888     	0.10541670      	2.38777700      	-0.04192756     	0.17658130      	2.42446600      	-0.05061357     	0.55008780      	2.40921200      	-0.05155825     	0.73331420      	2.39142100      	-0.21135580     	0.45699430      	2.40675100      	-0.44367280     	0.45941420      	2.38035800      	-0.64905880     	0.46251410      	2.36773300      	0.13460760      	0.47465740      	2.44964900      	0.39566220      	0.50629160      	2.46559500      	0.61131320      	0.53598870      	2.49697200      	-0.10957950     	0.02642324      	2.37037100      	-0.08347735     	-0.52055140     	2.45887300      	-0.07671446     	-0.89583780     	2.45793400      	0.04574689      	0.02738979      	2.39217800      	0.00922987      	-0.53755800     	2.47816600      	-0.00394499     	-0.90054270     	2.47520500      
0.26666670	-0.03455307     	0.10542600      	2.38775900      	-0.04196561     	0.17660120      	2.42437300      	-0.05070411     	0.55013590      	2.40914400      	-0.05162029     	0.73330740      	2.39136200      	-0.21143250     	0.45702250      	2.40665100      	-0.44349520     	0.45913240      	2.38017700      	-0.64895960     	0.46247420      	2.36761600      	0.13453110      	0.47467090      	2.44955200      	0.39669010      	0.50716620      	2.46581900      	0.61116780      	0.53598150      	2.49707500      	-0.10961570     	0.02643194      	2.37036400      	-0.08347277     	-0.52056800     	2.45888900      	-0.07654617     	-0.89585690     	2.45791700      	0.04570475      	0.02740477      	2.39216700      	0.00893534      	-0.53772630     	2.47836800      	-0.00391593     	-0.90056190     	2.47520700      
0.30000000	-0.03460067     	0.10543420      	2.38773900      	-0.04200589     	0.17661890      	2.42428300      	-0.05079093     	0.55018130      	2.40908000      	-0.05168334     	0.73329780      	2.39130800      	-0.21150510     	0.45704630      	2.40655700      	-0.44336330     	0.45888810      	2.38001400      	-0.64888990     	0.46244490      	2.36751300      	0.13445570      	0.47468410      	2.44946000      	0.39768480      	0.50806760      	2.46602900      	0.61100790      	0.53599260      	2.49717000      	-0.10965300     	0.02644019      	2.37035700      	-0.08346733     	-0.52058440     	2.45890500      	-0.07638458     	-0.89588270     	2.45789600      	0.04565661      	0.02741913      	2.39215300      	0.00872972      	-0.53782830     	2.47849400      	-0.00389352     	-0.90058150     	2.47520900      
