0.00000000	0.10474430	0.23614450	2.44977900	0.11104970	0.58718290	2.44675300	0.28146180	0.47685520	2.43593100	0.49974370	0.29629380	2.41607500	0.70709840	0.21794650	2.34559700
0.03333334	0.10476270	0.23607880	2.44993100	0.11102660	0.58711520	2.44685000	0.28145800	0.47685720	2.43593900	0.49963020	0.29643460	2.41610200	0.70688200	0.21779960	2.34560900
0.06666667	0.10463780	0.23600280	2.45012200	0.11071600	0.58709230	2.44713000	0.28151080	0.47674510	2.43595600	0.49935570	0.29650680	2.41615400	0.70653220	0.21771790	2.34556600
0.10000000	0.10459720	0.23596460	2.45020100	0.11061450	0.58703410	2.44716500	0.28152380	0.47675230	2.43598400	0.49935810	0.29654810	2.41618100	0.70646550	0.21758900	2.34554200
0.13333330	0.10457200	0.23593550	2.45027500	0.11098440	0.58746240	2.44766800	0.28138120	0.47686670	2.43605600	0.49933170	0.29648710	2.41647500	0.70626030	0.21746330	2.34524500
0.16666670	0.10456680	0.23595880	2.45031100	0.11097490	0.58752270	2.44770400	0.28138580	0.47682040	2.43607800	0.49868170	0.29683750	2.41650000	0.70540450	0.21759460	2.34480700
0.20000000	0.10442920	0.23601210	2.45033400	0.11079220	0.58752170	2.44772600	0.28141260	0.47681610	2.43617100	0.49847630	0.29676060	2.41631000	0.70529980	0.21792970	2.34438700
0.23333330	0.10421730	0.23608650	2.45029200	0.11061280	0.58774080	2.44763200	0.28138060	0.47673720	2.43626800	0.49836950	0.29667020	2.41625600	0.70530920	0.21824390	2.34417400
0.26666670	0.10401650	0.23622300	2.45036500	0.10961730	0.58743780	2.44742600	0.28131470	0.47674330	2.43638800	0.49823020	0.29669510	2.41642500	0.70515060	0.21832710	2.34417200
0.30000000	0.10365420	0.23618740	2.45031800	0.10873960	0.58700960	2.44698700	0.28123220	0.47671680	2.43652200	0.49755730	0.29703490	2.41604800	0.70420940	0.21821210	2.34344400
0.33333330	0.10329270	0.23638090	2.45025400	0.10816370	0.58712450	2.44666300	0.28100810	0.47680020	2.43656600	0.49736270	0.29711960	2.41610300	0.70404330	0.21846000	2.34336900
0.36666670	0.10282310	0.23642800	2.45017100	0.10735830	0.58703700	2.44626600	0.28079920	0.47678460	2.43658400	0.49624560	0.29763010	2.41579000	0.70301370	0.21876990	2.34362600
0.40000000	0.10263680	0.23624660	2.45014500	0.10716260	0.58687840	2.44612100	0.28050190	0.47681840	2.43653800	0.49530830	0.29796420	2.41570000	0.70217680	0.21933460	2.34358200
0.43333330	0.10241950	0.23629480	2.45005600	0.10682590	0.58670190	2.44549100	0.28021130	0.47682180	2.43657400	0.49511160	0.29808200	2.41574200	0.70197120	0.21941410	2.34365000
0.46666670	0.10215120	0.23630940	2.45009400	0.10627400	0.58662350	2.44554300	0.28013460	0.47679050	2.43659300	0.49488530	0.29829430	2.41571800	0.70166540	0.21950440	2.34352000
0.50000000	0.10189660	0.23629620	2.45003800	0.10585190	0.58668570	2.44541000	0.27996940	0.47687530	2.43667300	0.49489550	0.29804130	2.41596800	0.70163500	0.21981880	2.34288600
0.53333340	0.10178300	0.23631130	2.45001100	0.10577770	0.58682420	2.44532400	0.27972750	0.47692690	2.43675600	0.49488360	0.29780800	2.41601000	0.70156840	0.21986150	2.34238700
0.56666670	0.10168800	0.23633260	2.44997900	0.10570420	0.58654340	2.44516500	0.27954600	0.47712950	2.43685200	0.49489220	0.29776780	2.41598700	0.70158870	0.21984320	2.34238300
0.60000000	0.10143190	0.23626640	2.44996400	0.10549550	0.58634590	2.44521500	0.27937410	0.47717200	2.43677600	0.49444360	0.29754210	2.41650700	0.70117280	0.21990340	2.34265300
0.63333330	0.10122660	0.23635250	2.44984300	0.10513540	0.58639870	2.44493800	0.27866130	0.47752510	2.43656300	0.49426500	0.29741060	2.41663900	0.70087970	0.21954570	2.34269000
0.66666670	0.10104750	0.23642140	2.44984300	0.10496810	0.58658750	2.44504300	0.27833520	0.47786760	2.43702800	0.49409610	0.29731250	2.41673300	0.70068060	0.21939510	2.34275700
0.70000000	0.10075930	0.23647480	2.44977500	0.10448670	0.58634100	2.44482400	0.27774390	0.47815680	2.43703200	0.49397020	0.29729850	2.41671200	0.70049850	0.21922070	2.34275700
0.73333330	0.10060570	0.23651840	2.44976700	0.10429470	0.58641750	2.44478900	0.27747510	0.47826310	2.43711500	0.49422300	0.29678870	2.41709600	0.70071330	0.21906440	2.34256400
0.76666670	0.10041140	0.23654330	2.44969200	0.10414010	0.58647110	2.44460300	0.27731560	0.47823770	2.43706600	0.49388440	0.29691640	2.41761000	0.70016820	0.21889500	2.34276400
0.80000000	0.10030260	0.23656640	2.44971300	0.10411780	0.58659340	2.44459400	0.27721360	0.47825780	2.43709500	0.49349770	0.29699510	2.41791800	0.69963840	0.21879990	2.34281900
0.83333330	0.10012780	0.23663560	2.44969800	0.10391100	0.58662880	2.44440800	0.27702260	0.47838500	2.43713500	0.49314900	0.29707300	2.41799400	0.69927490	0.21879970	2.34294900
0.86666670	0.09988751	0.23655610	2.44963900	0.10354930	0.58652420	2.44426700	0.27693450	0.47834800	2.43714600	0.49319880	0.29696710	2.41797300	0.69939050	0.21878030	2.34304400
0.90000000	0.09977457	0.23657570	2.44957000	0.10347160	0.58659920	2.44412000	0.27676390	0.47838380	2.43713500	0.49311320	0.29694470	2.41802500	0.69925540	0.21871980	2.34298400
0.93333330	0.09977288	0.23653490	2.44955600	0.10348490	0.58659930	2.44411500	0.27647100	0.47841610	2.43698500	0.49301200	0.29689650	2.41795500	0.69909100	0.21855790	2.34285000
0.96666660	0.09960821	0.23656700	2.44950700	0.10332910	0.58671170	2.44408300	0.27629490	0.47857390	2.43698300	0.49244670	0.29681210	2.41771300	0.69869900	0.21860020	2.34303100
1.00000000	0.09941501	0.23656280	2.44948100	0.10286600	0.58657210	2.44398400	0.27616910	0.47906940	2.43729200	0.49201040	0.29685300	2.41782000	0.69819030	0.21838930	2.34321900
1.03333300	0.09922241	0.23656280	2.44944900	0.10246250	0.58647720	2.44393000	0.27603600	0.47905660	2.43729000	0.49189930	0.29695260	2.41781400	0.69855360	0.21849200	2.34483300
1.06666700	0.09915375	0.23655960	2.44946700	0.10240570	0.58655040	2.44407800	0.27590250	0.47918940	2.43730000	0.49142460	0.29688870	2.41752000	0.69825240	0.21848480	2.34506800
1.10000000	0.09911340	0.23657130	2.44946500	0.10256080	0.58665920	2.44415600	0.27591740	0.47924240	2.43737700	0.49163400	0.29640970	2.41786700	0.69846730	0.21816760	2.34521600
1.13333300	0.09909887	0.23656550	2.44947100	0.10268470	0.58679900	2.44418000	0.27583730	0.47915820	2.43731100	0.49176050	0.29628470	2.41807600	0.69852050	0.21774000	2.34556200
1.16666700	0.09902689	0.23653900	2.44950200	0.10260590	0.58679500	2.44426900	0.27577920	0.47903890	2.43724400	0.49193470	0.29561600	2.41824300	0.69889990	0.21767570	2.34563800
1.20000000	0.09892694	0.23652890	2.44954100	0.10260330	0.58690520	2.44439700	0.27568110	0.47900390	2.43726500	0.49239850	0.29503480	2.41869000	0.69934640	0.21738020	2.34563700
1.23333300	0.09888642	0.23647330	2.44956100	0.10275010	0.58683740	2.44446500	0.27551830	0.47898720	2.43728300	0.49240100	0.29496260	2.41869700	0.69933490	0.21692730	2.34608000
1.26666700	0.09883843	0.23648040	2.44960200	0.10276090	0.58686720	2.44458100	0.27555250	0.47890990	2.43722800	0.49275730	0.29430310	2.41882400	0.69979820	0.21678200	2.34588800
1.30000000	0.09877168	0.23660250	2.44963300	0.10271730	0.58694570	2.44458900	0.27554020	0.47890670	2.43723100	0.49287010	0.29388290	2.41916700	0.69999970	0.21666900	2.34611100
1.33333300	0.09868366	0.23664470	2.44966500	0.10263820	0.58691540	2.44456100	0.27555180	0.47883890	2.43727800	0.49263770	0.29387650	2.41931200	0.69985820	0.21653160	2.34671700
1.36666700	0.09864615	0.23662360	2.44967700	0.10265090	0.58693350	2.44455600	0.27554240	0.47859820	2.43738400	0.49262260	0.29381730	2.41930300	0.69994670	0.21655430	2.34693800
1.40000000	0.09861073	0.23659560	2.44970300	0.10276040	0.58688960	2.44459700	0.27549900	0.47840980	2.43746600	0.49234290	0.29388300	2.41921300	0.69983780	0.21659770	2.34745300
1.43333300	0.09859026	0.23660410	2.44977900	0.10288910	0.58720390	2.44493600	0.27551490	0.47831260	2.43752300	0.49230850	0.29380140	2.41937500	0.69997110	0.21652960	2.34816900
1.46666700	0.09854907	0.23665690	2.44997400	0.10293300	0.58715330	2.44517300	0.27546140	0.47833060	2.43757500	0.49223030	0.29359670	2.41960500	0.69997730	0.21651330	2.34842300
1.50000000	0.09853072	0.23666280	2.45004100	0.10300660	0.58730530	2.44534200	0.27545840	0.47830630	2.43764600	0.49234140	0.29317550	2.41966600	0.70020960	0.21648520	2.34836700
1.53333300	0.09850951	0.23665770	2.45007200	0.10297000	0.58724960	2.44530200	0.27549380	0.47829540	2.43771600	0.49251100	0.29302160	2.41980600	0.70051110	0.21654840	2.34866600
