HipCenter-X	HipCenter-Y	HipCenter-Z	Spine-X	Spine-Y	Spine-Z	ShoulderCenter-X	ShoulderCenter-Y	ShoulderCenter-Z	Head-X	Head-Y	Head-Z	ShoulderLeft-X	ShoulderLeft-Y	ShoulderLeft-Z	ElbowLeft-X	ElbowLeft-Y	ElbowLeft-Z	WristLeft-X	WristLeft-Y	WristLeft-Z	ShoulderRight-X	ShoulderRight-Y	ShoulderRight-Z	ElbowRight-X	ElbowRight-Y	ElbowRight-Z	WristRight-X	WristRight-Y	WristRight-Z	HipLeft-X	HipLeft-Y	HipLeft-Z	KneeLeft-X	KneeLeft-Y	KneeLeft-Z	AnkleLeft-X	AnkleLeft-Y	AnkleLeft-Z	HipRight-X	HipRight-Y	HipRight-Z	KneeRight-X	KneeRight-Y	KneeRight-Z	AnkleRight-X	AnkleRight-Y	AnkleRight-Z	ShoulderCenter - Head - Spine	Spine - ShoulderCenter - HipCenter	ElbowRight - WristRight - ShoulderRight	ShoulderRight - ShoulderCenter - ElbowRight	KneeRight - AnkleRight - HipRight	HipRight - HipCenter - KneeRight	ShoulderRight - ShoulderLeft - ElbowRight	ElbowLeft - WristLeft - ShoulderLeft	ShoulderLeft - ShoulderCenter - ElbowLeft	KneeLeft - AnkleLeft - HipLeft	HipLeft - HipCenter - KneeLeft	ShoulderLeft - ShoulderRight - ElbowLeft	Time	Naive Bayes	kNN	Classification Tree
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	discrete	discrete	discrete
																																																												meta	meta	meta	meta
0.00850044	-0.05413388	-0.06825614	0.0	0.0	0.0	-0.01667468	0.3752254	0.06907153	-0.01556798	0.5460798	0.08587432	-0.1612903	0.2583576	0.01744628	-0.4095673	0.1920265	0.0021739	-0.6051934	0.1382249	-0.04449773	0.1521645	0.2762	0.05197406	0.3574575	0.3474911	0.09196067	0.6060423	0.4594504	0.1327026	-0.05675742	-0.1197111	-0.1015456	-0.07721689	-0.5186656	-0.09446502	-0.07387693	-0.7874777	-0.09791851	0.08160219	-0.1228177	-0.08216691	0.09617715	-0.5145196	-0.08560419	0.09167293	-0.7826769	-0.0908618	174.396019906	138.845236421	174.617222603	128.316610342	176.845417082	134.894261972	163.742215463	170.437397852	153.466384578	175.953873193	133.945461558	167.993605108	6.8	C2	C2	C1
0.00846227	-0.05397132	-0.06816936	0.0	0.0	0.0	-0.01662892	0.3747122	0.06879807	-0.01565751	0.5454813	0.08556724	-0.1610873	0.2575126	0.01739025	-0.3965133	0.1874233	0.00375509	-0.5924357	0.1364927	-0.04560924	0.1537424	0.2766766	0.05247831	0.3581634	0.3506246	0.0909152	0.5926153	0.477918	0.1332898	-0.05685446	-0.1200491	-0.1015849	-0.07703143	-0.5191091	-0.09477329	-0.07389854	-0.7878134	-0.09821415	0.08164572	-0.1226453	-0.08219743	0.0962925	-0.5149496	-0.08580446	0.09161974	-0.7831564	-0.09116197	174.436181045	138.771113	171.448161245	128.239923263	176.803803564	134.862651665	163.35562303	169.287785157	154.697618641	176.048390453	134.099410702	166.57183216	6.833333	C2	C2	C1
0.00840631	-0.05397214	-0.06813335	0.0	0.0	0.0	-0.01670508	0.3745823	0.06859899	-0.01578014	0.5454023	0.08534408	-0.1609696	0.257055	0.01733422	-0.3937256	0.1856463	0.0038712	-0.589112	0.132853	-0.04570985	0.1531253	0.2780161	0.05257463	0.35829	0.3533157	0.09073925	0.5898293	0.4772947	0.1310322	-0.05682662	-0.1201102	-0.1015263	-0.0770258	-0.5191163	-0.0949347	-0.0740093	-0.7879282	-0.09844184	0.08150589	-0.1224234	-0.08195496	0.09627038	-0.5150059	-0.08587098	0.09152143	-0.7833027	-0.09129548	174.451779767	138.76313882	172.004926404	128.312289195	176.778593829	134.839568196	163.454149537	169.229228878	155.022189021	176.075376049	134.176182035	166.422194712	6.866667	C2	C2	C1
0.00829951	-0.05397807	-0.06813383	0.0	0.0	0.0	-0.01650179	0.3744811	0.0685029	-0.01604962	0.5451401	0.08515382	-0.1605848	0.2562662	0.01752257	-0.4021174	0.183258	0.00083828	-0.5963659	0.1250911	-0.04652929	0.1529011	0.2788284	0.05275846	0.3583683	0.3559636	0.09081244	0.5810869	0.4788753	0.1278369	-0.05684685	-0.1200964	-0.101151	-0.07701118	-0.5190827	-0.09502649	-0.07411741	-0.7880319	-0.09862208	0.08126855	-0.1222559	-0.08204937	0.09634314	-0.5150387	-0.08583617	0.09141269	-0.783366	-0.09142566	174.531936223	138.754759125	171.641951062	128.106544473	176.687201059	134.849698614	163.349143091	170.633251153	154.997826028	176.124404707	134.301221292	167.082291371	6.9	C2	C2	C1
0.00820745	-0.05401771	-0.06814194	0.0	0.0	0.0	-0.01660676	0.3745232	0.06845546	-0.01615725	0.5452037	0.08513594	-0.1606286	0.2556646	0.01768684	-0.3953257	0.1781224	0.00246263	-0.5905535	0.1238062	-0.04566431	0.1524812	0.2790334	0.05253792	0.3596914	0.3606287	0.09114695	0.5797721	0.4798126	0.1270704	-0.05689211	-0.1200433	-0.1010597	-0.07707191	-0.5189518	-0.09506869	-0.07419077	-0.7878694	-0.09873843	0.08113363	-0.1223377	-0.0821023	0.09657676	-0.5146585	-0.08574128	0.09150909	-0.7833742	-0.0914712	174.540019712	138.767774453	172.942022923	127.209308109	176.595096497	134.931819867	162.594171005	169.800050687	156.035118109	176.125568235	134.308620617	165.758848698	6.933333	C2	C2	C1
0.00811452	-0.05402517	-0.06814337	0.0	0.0	0.0	-0.01657595	0.3744444	0.06834626	-0.0163597	0.5451071	0.08503366	-0.1607062	0.255071	0.01772475	-0.3897043	0.172235	0.00374961	-0.5859534	0.1234313	-0.04674959	0.1519077	0.2801175	0.05257773	0.3591298	0.3628988	0.09082961	0.5737969	0.4806645	0.1234007	-0.05692941	-0.1200495	-0.1009755	-0.07711589	-0.5188763	-0.09507561	-0.07425736	-0.7878951	-0.09879994	0.08099125	-0.122303	-0.08212256	0.09659352	-0.514616	-0.08572078	0.09149194	-0.783424	-0.09149504	174.594195694	138.75917517	172.779141739	127.172600109	176.562572143	134.953285246	162.644189709	167.775680017	157.222669282	176.129392282	134.351645322	164.446806985	6.966667	C2	C2	C1
0.0079229	-0.0540392	-0.06815076	0.0	0.0	0.0	-0.01668813	0.3743718	0.06823063	-0.01667058	0.5449624	0.08479285	-0.161136	0.2543796	0.0178349	-0.388566	0.1695401	0.0043509	-0.5800514	0.102244	-0.04178071	0.1507729	0.2810061	0.05200171	0.3578909	0.365529	0.09007168	0.5323907	0.4707147	0.1030021	-0.05702434	-0.1200869	-0.100827	-0.07682372	-0.5184256	-0.09522223	-0.07437282	-0.7882242	-0.09879971	0.08072454	-0.1222449	-0.08217239	0.09687062	-0.5145258	-0.08581662	0.09121986	-0.7834608	-0.09162617	174.595956803	138.754721522	169.319947147	126.832834392	176.370596031	135.027787432	162.510039122	170.313863335	157.630240494	176.288149842	134.399967146	164.179996022	7.0	C2	C2	C1
0.00781874	-0.05403325	-0.06817985	0.0	0.0	0.0	-0.01650753	0.3743156	0.06831503	-0.01690211	0.5450768	0.08452654	-0.1613094	0.2539656	0.01774979	-0.3864533	0.1675471	0.0046773	-0.5780004	0.101818	-0.04419208	0.1505921	0.2811548	0.05167389	0.3565652	0.36758	0.0891943	0.5618591	0.4918472	0.1168761	-0.05712614	-0.1200027	-0.1007926	-0.07699705	-0.5181705	-0.09541774	-0.07469114	-0.7880749	-0.09888506	0.08056117	-0.1222939	-0.08229113	0.096885	-0.5140058	-0.08596683	0.09093547	-0.7830544	-0.09175205	174.548212839	138.753982849	171.151817047	126.286706334	176.28194833	135.096573792	162.074384278	169.339802367	158.02053872	176.329327095	134.405503704	163.743559632	7.033333	C2	C2	C1
0.00776096	-0.05403809	-0.06819177	0.0	0.0	0.0	-0.0164669	0.3743201	0.06833196	-0.01704491	0.545018	0.08435678	-0.16112	0.2531172	0.01765776	-0.3858412	0.1645548	0.00499368	-0.578718	0.1033876	-0.04482222	0.150427	0.281243	0.05158734	0.3571092	0.3721084	0.08881307	0.5332788	0.4751931	0.09879565	-0.05714246	-0.1199988	-0.1007462	-0.07704205	-0.5181162	-0.09542108	-0.07476085	-0.7880999	-0.09890532	0.08046506	-0.1222738	-0.0823257	0.09696522	-0.5136607	-0.0858953	0.09080482	-0.7831084	-0.09179807	174.520316504	138.754848772	170.720244566	125.377751789	176.205305509	135.12340506	161.329763141	168.501182914	158.197481505	176.331669608	134.434786242	163.395147379	7.066667	C2	C2	C1
0.00765328	-0.05403318	-0.06821036	0.0	0.0	0.0	-0.01656792	0.3742752	0.06835723	-0.01732575	0.545107	0.08413291	-0.1611496	0.2524211	0.01764894	-0.3811518	0.1607509	0.00592327	-0.575519	0.1048767	-0.04446602	0.1499954	0.2819197	0.0513463	0.3569265	0.3735071	0.08846426	0.5335081	0.4757881	0.09883547	-0.05723156	-0.1200135	-0.100774	-0.07706216	-0.5181289	-0.09547567	-0.07480867	-0.7880816	-0.09899616	0.08028863	-0.1221397	-0.08234048	0.09711714	-0.5136219	-0.08580637	0.0909412	-0.7830164	-0.09186673	174.454788464	138.753480737	171.107615738	125.362476016	176.14567945	135.13919464	161.442307161	167.072516427	158.869580818	176.344369766	134.440818761	162.529258672	7.1	C2	C2	C1
0.00755804	-0.05395844	-0.06817412	0.0	0.0	0.0	-0.01664729	0.3740438	0.06821179	-0.01743928	0.5449342	0.08401942	-0.1614116	0.2515403	0.01784062	-0.3799855	0.1581227	0.00590682	-0.5747372	0.1032046	-0.04386735	0.1499372	0.2818633	0.05121946	0.3567357	0.3752615	0.08800006	0.5329978	0.4776231	0.1002612	-0.0573564	-0.1200252	-0.1007037	-0.07707605	-0.5180414	-0.09565306	-0.07489933	-0.7882291	-0.09913135	0.08019812	-0.1221185	-0.08239675	0.09708171	-0.5134941	-0.08583522	0.09081531	-0.7831916	-0.09200239	174.475928695	138.717631288	171.821543845	125.019936635	176.114656711	135.160858896	161.16783467	166.841686283	159.306934619	176.39190311	134.478482658	162.184734884	7.133333	C2	C2	C1
0.00747361	-0.05395866	-0.06817913	0.0	0.0	0.0	-0.01676199	0.3739721	0.06814265	-0.01763705	0.544906	0.08378935	-0.1615918	0.2507272	0.01796794	-0.3796268	0.1561597	0.00601125	-0.5744498	0.1013369	-0.04350662	0.149821	0.2818448	0.0510273	0.3556503	0.3767099	0.08776784	0.5322213	0.4786152	0.09970784	-0.05741131	-0.1200093	-0.100543	-0.07684345	-0.5181989	-0.09569335	-0.07502351	-0.7882259	-0.09923196	0.08010727	-0.1221108	-0.08248663	0.09705663	-0.5134996	-0.08583975	0.09073673	-0.783269	-0.09209275	174.437424684	138.710614517	172.160095063	124.601023986	176.088195756	135.160643079	160.868032595	166.716628998	159.482341128	176.505989928	134.491147136	162.036633735	7.166667	C2	C2	C1
0.00733499	-0.05384126	-0.06812859	0.0	0.0	0.0	-0.01697461	0.3735629	0.06790066	-0.0183394	0.5439979	0.08250737	-0.1622163	0.2495805	0.0180161	-0.3786115	0.154156	0.00596166	-0.5721104	0.09546833	-0.0445838	0.1499462	0.2826306	0.05083346	0.3531516	0.3773583	0.08659101	0.5277027	0.4821065	0.1007636	-0.05766068	-0.1203024	-0.1006851	-0.07704913	-0.518519	-0.09589791	-0.0752813	-0.7886019	-0.09953451	0.08003446	-0.1219941	-0.08250308	0.09686424	-0.5139205	-0.08603597	0.09073386	-0.7833278	-0.09244561	174.203849735	138.651206836	172.189177944	124.746621224	176.144078936	135.115528701	160.963878063	166.949087046	159.791724294	176.517147834	134.59035128	162.042392357	7.2	C2	C2	C1
0.00724806	-0.05381308	-0.0681107	0.0	0.0	0.0	-0.01714254	0.3734206	0.0677917	-0.01848992	0.5438641	0.08241463	-0.1625201	0.2489646	0.01812148	-0.3769973	0.1514477	0.00636768	-0.5698272	0.0908099	-0.04450655	0.149777	0.2829342	0.05056834	0.3508897	0.3775411	0.0863421	0.5253342	0.4827097	0.09956169	-0.05772056	-0.1203381	-0.1006227	-0.07716978	-0.5184978	-0.09599686	-0.07539321	-0.7886752	-0.0996685	0.0799376	-0.1219787	-0.08254719	0.09678629	-0.5138733	-0.08610773	0.09062194	-0.7834176	-0.09253597	174.208380978	138.635168914	172.016161784	124.636311479	176.134983888	135.123727085	160.904148403	166.782275638	160.262852831	176.513927672	134.654785566	161.561146728	7.233333	C2	C2	C1
0.00714907	-0.05369994	-0.0680871	0.0	0.0	0.0	-0.0170875	0.3728179	0.06757164	-0.01874008	0.5429792	0.08198619	-0.1626963	0.2477927	0.01795101	-0.3732454	0.1471274	0.00694776	-0.5656841	0.08527572	-0.04392481	0.1517861	0.2837771	0.0509069	0.3487633	0.378072	0.08600974	0.5231872	0.483481	0.09837461	-0.05800662	-0.120647	-0.1006765	-0.07746702	-0.5190094	-0.09633255	-0.07549305	-0.7898616	-0.09984827	0.07985117	-0.1223272	-0.08280468	0.0965083	-0.5143594	-0.08643794	0.09036309	-0.7842078	-0.09282517	174.204906008	138.571207523	172.088073145	124.951777158	176.172994607	135.264364025	160.848319848	166.255114611	160.996219107	176.50690418	134.775880481	160.756463816	7.266667	C2	C2	C1
0.00716024	-0.05367932	-0.06811523	0.0	0.0	0.0	-0.01658124	0.372828	0.06790566	-0.01883771	0.5430292	0.08187556	-0.1604934	0.2469642	0.01716661	-0.3722076	0.1428054	0.00654149	-0.5630015	0.07512323	-0.04257321	0.1515315	0.2842568	0.05079746	0.3466901	0.3792764	0.08547282	0.5206204	0.4855428	0.09761643	-0.05777759	-0.1204324	-0.1007242	-0.07737713	-0.5188003	-0.09627438	-0.0753421	-0.7897055	-0.09999299	0.07970294	-0.1222223	-0.08279085	0.0963172	-0.5139229	-0.08638477	0.0902259	-0.7841142	-0.09279561	174.106923008	138.592451577	172.152859378	124.57594069	176.188000142	135.287491493	160.795785534	167.128213494	160.787495496	176.453850141	134.773349544	160.358812814	7.3	C2	C2	C1
0.00703946	-0.05366277	-0.06813383	0.0	0.0	0.0	-0.01654973	0.3726881	0.06791568	-0.01883499	0.5429222	0.08171773	-0.1607693	0.2464963	0.01729202	-0.3709663	0.1403849	0.00670528	-0.5605868	0.06870423	-0.04076695	0.1514252	0.2846726	0.05061841	0.3459242	0.3806545	0.08527088	0.5197749	0.4871822	0.09683084	-0.05794309	-0.1204728	-0.1007559	-0.07744962	-0.5188645	-0.09629416	-0.07551591	-0.7898127	-0.1000273	0.0795744	-0.1222123	-0.08284998	0.09612352	-0.5140143	-0.08642864	0.09008336	-0.7841395	-0.09287143	174.051360021	138.583405246	172.186194449	124.389459336	176.206065451	135.279671037	160.639555313	167.809191579	161.259636349	176.483993134	134.767226492	159.942765683	7.333333	C2	C2	C1
0.00702709	-0.05370151	-0.06815815	0.0	0.0	0.0	-0.01627843	0.3728886	0.06801677	-0.01895577	0.543018	0.08163476	-0.1587653	0.2447964	0.01644993	-0.3697454	0.1382579	0.00687599	-0.555223	0.05565836	-0.03856111	0.1511856	0.2851888	0.05056119	0.344281	0.3852813	0.08451748	0.5188332	0.4903475	0.0972836	-0.05772798	-0.1203853	-0.1006877	-0.07773946	-0.518793	-0.09630132	-0.07563078	-0.7897763	-0.1000705	0.07937515	-0.1221378	-0.08286667	0.09597173	-0.5139151	-0.0864439	0.08984888	-0.7841432	-0.09289265	174.034060484	138.600270167	173.590761535	123.336123283	176.182348682	135.310739256	160.025429409	169.341957258	160.352239751	176.385240309	134.877713118	160.299075271	7.366667	C2	C2	C1
0.0067737	-0.0537032	-0.06819415	0.0	0.0	0.0	-0.01572511	0.3727317	0.06810427	-0.01938634	0.5428711	0.08145118	-0.159806	0.2442938	0.01686502	-0.3706623	0.133222	0.00696445	-0.5560699	0.05088106	-0.0395143	0.1505811	0.2855014	0.05028987	0.3423351	0.3858779	0.08451819	0.5156261	0.4931691	0.09670353	-0.05802058	-0.120325	-0.100687	-0.07810078	-0.5189448	-0.09644341	-0.07617358	-0.7901943	-0.1001985	0.07900645	-0.1222455	-0.08298206	0.09558019	-0.5139784	-0.08652711	0.08938363	-0.7842734	-0.09299326	174.022644242	138.602141612	173.083512161	123.018606752	176.168652	135.388668117	159.900190097	168.812255092	161.426417626	176.422901131	134.862435009	159.503801113	7.4	C2	C2	C1
0.00659885	-0.05369518	-0.06822991	0.0	0.0	0.0	-0.01522826	0.3725872	0.06820869	-0.01981199	0.5427849	0.08147311	-0.1603771	0.243567	0.01674604	-0.3710783	0.1284668	0.00657415	-0.5461226	0.0241171	-0.03353977	0.1501068	0.2858985	0.05014896	0.3483727	0.3953748	0.08528113	0.5209575	0.5035804	0.09824705	-0.0582572	-0.1203359	-0.1007845	-0.07844604	-0.5190803	-0.09656048	-0.07668034	-0.7903188	-0.1003513	0.07869199	-0.1222815	-0.0830493	0.09500342	-0.5139707	-0.08672762	0.08889261	-0.7841441	-0.09331536	174.036427134	138.60060553	173.935876641	121.805926107	176.221321876	135.424303938	158.862968851	171.031880867	162.158881063	176.438954485	134.851542818	158.86012979	7.433333	C2	C2	C1
0.00639043	-0.05368213	-0.06825376	0.0	0.0	0.0	-0.01451612	0.3723979	0.06828475	-0.02005455	0.5427997	0.08145571	-0.160726	0.2431378	0.01679397	-0.3692913	0.126158	0.00603843	-0.5449469	0.02287786	-0.03419638	0.1497691	0.2864603	0.04990244	0.3429946	0.3933194	0.08522058	0.5139753	0.5044134	0.09658217	-0.05852781	-0.1203173	-0.1008058	-0.07864162	-0.519188	-0.09656096	-0.0770105	-0.7901323	-0.1004903	0.07839661	-0.1222758	-0.08310413	0.0946551	-0.5141402	-0.08670425	0.08849233	-0.7840734	-0.09346938	174.023276437	138.5967891	172.848137317	121.731487329	176.206257835	135.447074783	158.962760713	171.328116466	162.864605803	176.462129996	134.817006969	158.441668971	7.466667	C2	C2	C1
0.00624348	-0.05372375	-0.06827402	0.0	0.0	0.0	-0.01429807	0.3724814	0.06825018	-0.02045374	0.5426096	0.08138919	-0.1611795	0.2424882	0.01684427	-0.3666389	0.1226285	0.00584626	-0.543586	0.02176091	-0.03505564	0.149355	0.2866003	0.04978108	0.3408274	0.3941709	0.08519983	0.5112278	0.5062338	0.09616685	-0.05869906	-0.1203061	-0.1008372	-0.07895074	-0.5193229	-0.09665465	-0.07733481	-0.7902612	-0.1005361	0.07813437	-0.122393	-0.0831399	0.09404425	-0.5144062	-0.08672595	0.08807328	-0.7843018	-0.09355927	174.036291471	138.602880448	172.731307563	121.261883744	176.291588691	135.470132002	158.710956262	171.273798984	163.624661153	176.455745025	134.804755162	157.641752701	7.5	C2	C2	C1
0.00613619	-0.05376595	-0.06826138	0.0	0.0	0.0	-0.01415014	0.3724506	0.06796384	-0.02030116	0.542397	0.08145523	-0.1614524	0.2420176	0.01695275	-0.3651887	0.1204528	0.00630426	-0.5398933	0.01725199	-0.03984308	0.1491306	0.2865075	0.04962468	0.3390239	0.3960215	0.08476901	0.5117356	0.5111491	0.09596062	-0.05885532	-0.120329	-0.1007829	-0.07919025	-0.5195107	-0.09652591	-0.07772436	-0.7903434	-0.1004848	0.07797091	-0.1224698	-0.08313298	0.09369144	-0.5145558	-0.08669066	0.08789562	-0.7845322	-0.0935173	174.201006354	138.588441421	172.936537286	120.590348402	176.354433748	135.47718957	158.142398664	169.75409336	164.040973725	176.463857905	134.792673115	157.144551983	7.533333	C2	C2	C1
0.00617967	-0.05384946	-0.06826591	0.0	0.0	0.0	-0.0140484	0.3727128	0.06791377	-0.02057415	0.5425622	0.08140421	-0.1595279	0.2418527	0.016366	-0.3642836	0.1176274	0.00645709	-0.5391132	0.01526913	-0.04163551	0.1485873	0.2869201	0.04950213	0.3464524	0.4101064	0.08317518	0.5155958	0.5228749	0.09901571	-0.05844377	-0.1200525	-0.1006677	-0.07973452	-0.5192776	-0.09654474	-0.07819566	-0.7901333	-0.1004982	0.0775691	-0.1222943	-0.08309507	0.09315874	-0.5143701	-0.08672523	0.0874357	-0.7843315	-0.09362078	174.218080161	138.613475199	175.837517967	118.838956821	176.386647977	135.526553719	156.505108809	168.979241288	163.705164144	176.332805118	134.916224296	156.84509856	7.566667	C2	C2	C1
0.00630229	-0.0539084	-0.06829333	0.0	0.0	0.0	-0.01446717	0.3728779	0.06795502	-0.02041718	0.5429143	0.08145332	-0.1589737	0.2413331	0.01596713	-0.3647063	0.1131698	0.00532079	-0.5371725	0.00713944	-0.04357815	0.1480423	0.2870668	0.04941607	0.3464839	0.4125013	0.08274317	0.5193817	0.5319102	0.1000504	-0.0580041	-0.1198907	-0.1005647	-0.08007673	-0.5191922	-0.0965271	-0.07866298	-0.790013	-0.1004472	0.07747614	-0.1221657	-0.08311987	0.09251402	-0.5143637	-0.08673549	0.0875257	-0.784436	-0.09352183	174.211202315	138.636557822	175.90853349	118.4540226	176.621334196	135.451282661	156.284360896	168.931167341	163.925852076	176.261825726	135.059138029	156.34224915	7.6	C2	C2	C1
0.00623637	-0.05387706	-0.06829977	0.0	0.0	0.0	-0.01446886	0.3727624	0.06794548	-0.02023026	0.5428901	0.0820446	-0.159158	0.2410129	0.01603127	-0.3640193	0.1104412	0.00456238	-0.5356546	0.00301397	-0.04417682	0.1479638	0.286979	0.04925728	0.3521011	0.4214047	0.08106327	0.5192596	0.5360575	0.1006987	-0.05814881	-0.1199211	-0.1005065	-0.0800057	-0.5189305	-0.09655333	-0.07859867	-0.790557	-0.1002648	0.07749462	-0.121969	-0.08326578	0.09231057	-0.5145227	-0.08667326	0.08762359	-0.7846584	-0.09356952	174.405136482	138.620567954	177.833934544	117.525656409	176.700694951	135.298440093	155.28852032	169.15890663	164.465627084	176.312066231	135.052386285	155.834664961	7.633333	C2	C2	C1
0.00625028	-0.05387078	-0.06830454	0.0	0.0	0.0	-0.01497102	0.3727114	0.06790853	-0.02099616	0.5428154	0.08199453	-0.1598804	0.240858	0.01597333	-0.3629418	0.1059632	0.0040369	-0.5328128	-0.00389638	-0.04576874	0.1472165	0.2872261	0.04893541	0.3520764	0.4249785	0.08138657	0.5190038	0.5420077	0.1023815	-0.05799316	-0.1198078	-0.100373	-0.08047456	-0.5189106	-0.09656763	-0.07925935	-0.7905897	-0.1002498	0.0775058	-0.1219026	-0.08334112	0.09162299	-0.5145833	-0.08675408	0.08749251	-0.7853855	-0.09336996	174.406370479	138.61597659	178.046478546	116.998878169	176.932138458	135.168388383	154.808120223	168.950221159	165.2111244	176.277151499	135.17076882	154.857615309	7.666667	C2	C2	C1
0.00633707	-0.05378149	-0.06833935	0.0	0.0	0.0	-0.01550421	0.3725653	0.06800032	-0.02130693	0.5426338	0.0823648	-0.1604062	0.2406938	0.01608586	-0.3587605	0.1039093	0.00387573	-0.5282456	-0.00621083	-0.04696107	0.1465666	0.2873896	0.04885554	0.352546	0.4284468	0.08212638	0.5231051	0.5504943	0.1046546	-0.05776031	-0.1197934	-0.1003451	-0.08042896	-0.5188927	-0.09621096	-0.07985763	-0.7906712	-0.1001503	0.07776988	-0.1213956	-0.08349156	0.09111275	-0.514654	-0.08667731	0.08695992	-0.7855349	-0.09330082	174.473787721	138.577265329	178.126339259	116.561134924	177.027410001	134.794994021	154.383104294	168.675303539	165.842846036	176.340758515	135.267081195	153.954671716	7.7	C2	C2	C1
0.00633062	-0.05368859	-0.06825924	0.0	0.0	0.0	-0.0160259	0.3722107	0.06773567	-0.02167468	0.5422944	0.08207989	-0.1614535	0.2404589	0.01640344	-0.3563783	0.1011653	0.00295401	-0.5259799	-0.01373349	-0.04766154	0.1459164	0.2872497	0.04848099	0.3525036	0.4318434	0.08189487	0.5301578	0.560688	0.1057625	-0.05777582	-0.1198896	-0.1002221	-0.08098345	-0.519309	-0.09642243	-0.08039751	-0.791331	-0.1002195	0.07785361	-0.1212223	-0.08340073	0.09073678	-0.5149672	-0.08691955	0.08639587	-0.7861654	-0.09341621	174.485154913	138.537200172	178.352859568	116.030461015	177.079742107	134.669490824	153.799404289	169.241042579	166.820328639	176.298752794	135.442824069	153.061502692	7.733333	C2	C2	C1
0.00653567	-0.05373905	-0.06827879	0.0	0.0	0.0	-0.01622376	0.3723665	0.06781626	-0.02183969	0.5424895	0.08207798	-0.1600182	0.237081	0.01390696	-0.3515819	0.09860551	0.00295997	-0.5256693	-0.01758565	-0.04815006	0.1453578	0.2882112	0.04830074	0.3525111	0.4384265	0.08143806	0.5247276	0.5626944	0.1050253	-0.05737111	-0.1199993	-0.1001284	-0.08069876	-0.5188949	-0.09618616	-0.08071573	-0.7916983	-0.100117	0.07791051	-0.1210107	-0.08341932	0.09055749	-0.5149341	-0.08691621	0.08708648	-0.7868895	-0.09281564	174.444920536	138.562357864	178.950434607	115.273486365	177.32738207	134.580136805	153.730073415	168.728412131	165.427278244	176.37903106	135.568986227	153.47277125	7.766667	C2	C2	C1
0.00640463	-0.05376825	-0.06827068	0.0	0.0	0.0	-0.01651558	0.372366	0.067693	-0.0219658	0.5426354	0.08192348	-0.1604831	0.2377799	0.01451135	-0.3469496	0.09589905	0.00295258	-0.5243776	-0.0247234	-0.05007124	0.1446467	0.2881111	0.04767776	0.3521084	0.4412496	0.08139038	0.524867	0.5664823	0.1063933	-0.05733123	-0.120034	-0.09994364	-0.08116163	-0.5187728	-0.09624505	-0.0809262	-0.791458	-0.1000886	0.07770615	-0.1208612	-0.08342862	0.0904367	-0.5149736	-0.08702469	0.08682264	-0.7867841	-0.09281492	174.437367941	138.566879816	179.090844974	114.668335143	177.296826522	134.544833839	153.094592055	168.537058487	166.455107518	176.281373088	135.747518568	151.995217356	7.8	C2	C2	C1
0.00652	-0.0538052	-0.06829047	0.0	0.0	0.0	-0.01667643	0.3725207	0.06777143	-0.02176265	0.5429224	0.08201027	-0.1595142	0.2368663	0.01342249	-0.3449818	0.09471041	0.00276184	-0.5218333	-0.02818099	-0.0509584	0.1437757	0.2888817	0.04763865	0.3494202	0.442477	0.08096719	0.5196983	0.5684154	0.1061981	-0.05685672	-0.1200134	-0.09977031	-0.08154845	-0.5185264	-0.09619498	-0.08118823	-0.7912663	-0.09998035	0.07751106	-0.1205518	-0.08343244	0.09009816	-0.5147603	-0.08698416	0.08640012	-0.7866237	-0.09276247	174.409326411	138.585509965	179.339002023	114.416266465	177.299443682	134.49545067	153.153308956	168.303432341	165.867481035	176.149857499	136.005514736	152.103083368	7.833333	C2	C2	C1
0.00692786	-0.05387833	-0.06827521	0.0	0.0	0.0	-0.01643741	0.3727497	0.06779075	-0.02156381	0.5430842	0.0818429	-0.15665	0.2341167	0.01015162	-0.3427987	0.09366771	0.00261164	-0.5186601	-0.0322623	-0.05198789	0.1438161	0.2891051	0.04761863	0.3492692	0.4445644	0.08070254	0.5149524	0.5698814	0.1044898	-0.05630469	-0.1199874	-0.099787	-0.081411	-0.5183582	-0.09616995	-0.08096816	-0.7909636	-0.09992814	0.07771102	-0.12041	-0.08329678	0.09028371	-0.5144367	-0.08702493	0.0866262	-0.7867225	-0.09258032	174.360043829	138.617893544	179.214796049	114.048662398	177.32853062	134.497332245	153.467560468	167.60431655	163.71503042	176.07608226	136.056630439	152.933695373	7.866667	C2	C2	C1
