HipCenter-X	HipCenter-Y	HipCenter-Z	Spine-X	Spine-Y	Spine-Z	ShoulderCenter-X	ShoulderCenter-Y	ShoulderCenter-Z	Head-X	Head-Y	Head-Z	ShoulderLeft-X	ShoulderLeft-Y	ShoulderLeft-Z	ElbowLeft-X	ElbowLeft-Y	ElbowLeft-Z	WristLeft-X	WristLeft-Y	WristLeft-Z	ShoulderRight-X	ShoulderRight-Y	ShoulderRight-Z	ElbowRight-X	ElbowRight-Y	ElbowRight-Z	WristRight-X	WristRight-Y	WristRight-Z	HipLeft-X	HipLeft-Y	HipLeft-Z	KneeLeft-X	KneeLeft-Y	KneeLeft-Z	AnkleLeft-X	AnkleLeft-Y	AnkleLeft-Z	HipRight-X	HipRight-Y	HipRight-Z	KneeRight-X	KneeRight-Y	KneeRight-Z	AnkleRight-X	AnkleRight-Y	AnkleRight-Z	ShoulderCenter - Head - Spine	Spine - ShoulderCenter - HipCenter	ElbowRight - WristRight - ShoulderRight	ShoulderRight - ShoulderCenter - ElbowRight	KneeRight - AnkleRight - HipRight	HipRight - HipCenter - KneeRight	ShoulderRight - ShoulderLeft - ElbowRight	ElbowLeft - WristLeft - ShoulderLeft	ShoulderLeft - ShoulderCenter - ElbowLeft	KneeLeft - AnkleLeft - HipLeft	HipLeft - HipCenter - KneeLeft	ShoulderLeft - ShoulderRight - ElbowLeft	Time	Naive Bayes	kNN	Classification Tree
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	discrete	discrete	discrete
																																																												meta	meta	meta	meta
0.01285068	-0.05255506	-0.0660243	0.0	0.0	0.0	-0.01913668	0.3630777	0.05826235	-0.01352686	0.5352494	0.07294941	-0.1496029	0.2270432	-0.00564337	-0.3196253	0.06451437	-0.01380301	-0.4558	-0.1026566	-0.07623029	0.1586185	0.2966516	0.06705523	0.3192241	0.4652321	0.0724299	0.4775626	0.6462218	0.1001196	-0.05068973	-0.1226514	-0.1013787	-0.09743782	-0.5215992	-0.10781	-0.09985525	-0.7939861	-0.1121643	0.08635039	-0.1195268	-0.07669711	0.07358313	-0.5193332	-0.09382367	0.07034452	-0.7912778	-0.1006148	173.567159766	137.501527733	174.22071446	113.155603081	178.464958425	130.530156404	144.695533478	164.196352002	163.081177953	173.825923881	140.178008475	147.433150033	13.53333	C2	C2	C1
0.01277065	-0.05257609	-0.06608748	0.0	0.0	0.0	-0.01884064	0.3631834	0.05843782	-0.01275082	0.5356264	0.073421	-0.1491604	0.2274853	-0.00554204	-0.3193111	0.06536468	-0.0135839	-0.4935259	-0.1400805	-0.09405684	0.1586677	0.2967406	0.06696939	0.3188469	0.4638897	0.07231259	0.4777058	0.645389	0.09981561	-0.05065773	-0.122445	-0.1014371	-0.09742756	-0.5219265	-0.1077473	-0.09943761	-0.7937652	-0.1120226	0.08610198	-0.1196339	-0.07673216	0.07372395	-0.5191335	-0.09368134	0.07051454	-0.7909678	-0.1005018	173.527685661	137.507679021	174.210931949	113.292105628	178.521186855	130.683566452	144.812601674	164.15115939	162.995063516	173.746842524	140.108016286	147.470944182	13.56667	C2	C2	C1
0.01275714	-0.05252325	-0.06610894	0.0	0.0	0.0	-0.0187527	0.363067	0.05864906	-0.01242968	0.5356358	0.07339978	-0.1491842	0.2278014	-0.00536132	-0.3191057	0.06601045	-0.01340532	-0.4552128	-0.1003056	-0.07768106	0.1590031	0.2963692	0.06708121	0.3191305	0.4634581	0.07231092	0.4778083	0.6447945	0.09980965	-0.05078328	-0.1223004	-0.1016529	-0.09737151	-0.5220791	-0.1077886	-0.09960728	-0.7935502	-0.1123273	0.08613645	-0.1197252	-0.07670879	0.07379401	-0.5190774	-0.09375668	0.07040662	-0.7910096	-0.1007059	173.405006648	137.504443874	174.177759012	113.246048231	178.559737791	130.733106713	144.682291332	163.732384906	162.9826095	173.825090805	139.951039165	147.369773422	13.6	C2	C2	C1
0.01272728	-0.05247797	-0.06613016	0.0	0.0	0.0	-0.01854142	0.3630373	0.05886436	-0.01222406	0.5357965	0.07343554	-0.1491057	0.2280155	-0.00532937	-0.3190229	0.06604838	-0.01340437	-0.4549404	-0.1002051	-0.07746148	0.1591255	0.296515	0.06727433	0.319281	0.4631304	0.07233238	0.4778468	0.6441383	0.09983063	-0.05089964	-0.1222189	-0.1017697	-0.09769689	-0.5222026	-0.1077909	-0.09943396	-0.7934089	-0.1123381	0.08611314	-0.11973	-0.07672238	0.07382604	-0.5191222	-0.09381175	0.07022549	-0.7910112	-0.1008313	173.368319575	137.501473154	174.109277074	113.370837298	178.60470555	130.760538955	144.727883344	163.776693387	162.947029145	173.693765254	139.900023613	147.321775416	13.63333	C2	C2	C1
0.01251056	-0.05257685	-0.06621909	0.0	0.0	0.0	-0.01832739	0.3632312	0.05900407	-0.01204229	0.5359548	0.07348752	-0.1490262	0.2282037	-0.00529671	-0.3188289	0.06630067	-0.01342034	-0.454816	-0.1000953	-0.07742572	0.1579593	0.2954482	0.06612086	0.3194163	0.4627646	0.07247472	0.4780034	0.6436726	0.09992576	-0.05104981	-0.1221567	-0.1017876	-0.09771719	-0.5221037	-0.1078103	-0.0993154	-0.793225	-0.1123183	0.08568825	-0.1197884	-0.07685995	0.07398181	-0.5189165	-0.09377837	0.07003496	-0.790854	-0.1009126	173.372313487	137.540756278	174.350696959	112.984757736	178.746202788	130.901913879	144.819797176	163.809122219	162.944653293	173.68240872	139.856620457	147.199024892	13.66667	C2	C2	C1
0.01247128	-0.05253496	-0.06624317	0.0	0.0	0.0	-0.018196	0.3631455	0.0591023	-0.01154084	0.5360625	0.07362342	-0.1490914	0.228514	-0.00517201	-0.3186593	0.06632361	-0.01338863	-0.4534454	-0.09892958	-0.07676983	0.1581557	0.2953875	0.06611824	0.3196695	0.462528	0.07251143	0.4781627	0.6431703	0.09977627	-0.05120301	-0.1220992	-0.1018813	-0.09785289	-0.5222877	-0.1078637	-0.09914561	-0.7932469	-0.1122453	0.08574115	-0.1198212	-0.0768888	0.074135	-0.5189484	-0.09380698	0.07019553	-0.7906206	-0.1009357	173.291058135	137.524810438	174.384379153	113.038931758	178.755619651	130.912150903	144.797451962	163.873943851	162.987248566	173.624718901	139.789005423	147.059522198	13.7	C2	C2	C1
0.01249563	-0.0525238	-0.06624508	0.0	0.0	0.0	-0.01810087	0.363145	0.05920887	-0.01144588	0.5361134	0.07362652	-0.1490353	0.2285097	-0.00520468	-0.3188606	0.06626254	-0.01345873	-0.4533117	-0.09893616	-0.07673764	0.157717	0.2956977	0.06633997	0.3194975	0.4619918	0.07249951	0.478686	0.6432415	0.1002724	-0.05114742	-0.1220676	-0.1018982	-0.09781518	-0.5222717	-0.1078637	-0.09914797	-0.7932092	-0.1122611	0.08565556	-0.1198013	-0.07684898	0.07415543	-0.5189174	-0.09382153	0.07003339	-0.7905668	-0.1008322	173.268168668	137.530452675	174.17374871	113.260330368	178.765867056	130.967615192	145.012902742	163.846259483	162.956419052	173.630875254	139.787935485	147.146393895	13.73333	C2	C2	C1
0.01248284	-0.05252359	-0.06625199	0.0	0.0	0.0	-0.01803157	0.3631512	0.05922842	-0.01127218	0.5363243	0.07377052	-0.1489562	0.2285731	-0.00518823	-0.3187814	0.06630094	-0.01345515	-0.4530114	-0.09883755	-0.07672262	0.1574356	0.2958325	0.06633329	0.3195057	0.4618464	0.07249427	0.4788514	0.6430502	0.1004984	-0.05113967	-0.1220186	-0.1020095	-0.09790523	-0.5222924	-0.1078577	-0.09909686	-0.7931687	-0.112268	0.08552662	-0.1198105	-0.07672668	0.07397665	-0.5189282	-0.09379721	0.07011226	-0.790417	-0.1008179	173.274200824	137.529303915	174.096696342	113.358013991	178.718151295	131.013469359	145.128706818	163.825689435	162.955810122	173.588132038	139.752778565	147.165704078	13.76667	C2	C2	C1
0.01269683	-0.05245097	-0.06619835	0.0	0.0	0.0	-0.01770236	0.3629808	0.05922294	-0.01096372	0.5361686	0.07377315	-0.1486342	0.228437	-0.00516415	-0.3186084	0.06606264	-0.01353574	-0.4524167	-0.09883766	-0.0767405	0.1603551	0.2965733	0.06866407	0.3196625	0.4613439	0.07245517	0.4795078	0.6428943	0.1008723	-0.0509981	-0.1220574	-0.1020646	-0.09764614	-0.5225976	-0.1078932	-0.09875595	-0.7932465	-0.1122687	0.0858293	-0.1199736	-0.07671165	0.07419436	-0.5189517	-0.0938375	0.07039759	-0.7905519	-0.1008937	173.315867781	137.495116682	173.659999215	113.598045086	178.698634097	131.066185029	144.630481897	163.8078242	162.986001851	173.592042191	139.731214336	147.147365637	13.8	C2	C2	C1
0.01269049	-0.05244242	-0.06619501	0.0	0.0	0.0	-0.017615	0.3629504	0.05922341	-0.01048819	0.5364682	0.0740819	-0.1485912	0.2284439	-0.0051775	-0.3186456	0.06591132	-0.01363873	-0.4522412	-0.09896034	-0.07683396	0.1604415	0.296644	0.06872201	0.3197305	0.461239	0.07244587	0.4796799	0.6428916	0.1009538	-0.05102801	-0.1220153	-0.102078	-0.09766268	-0.5224968	-0.1079793	-0.09870072	-0.7932877	-0.1122704	0.08583403	-0.1200309	-0.07670212	0.07417271	-0.518961	-0.09384155	0.07022049	-0.7905036	-0.1009536	173.293627539	137.490925363	173.619285328	113.652807198	178.725201164	131.08602869	144.655679685	163.80697228	163.006605292	173.578027839	139.710898135	147.147403171	13.83333	C2	C2	C1
0.01265142	-0.05241715	-0.06621361	0.0	0.0	0.0	-0.01746702	0.3628005	0.05933428	-0.01040945	0.5367	0.0742476	-0.1484442	0.2287555	-0.00524664	-0.3187068	0.06612583	-0.01374221	-0.4515075	-0.09848799	-0.07685304	0.1594577	0.2969525	0.06833243	0.3196464	0.4612052	0.07249784	0.4799702	0.6431023	0.1010787	-0.05099317	-0.1218126	-0.1020613	-0.09772322	-0.5221005	-0.1080017	-0.09861445	-0.7930171	-0.1121264	0.0856639	-0.1199927	-0.07668352	0.07425719	-0.5186661	-0.0938499	0.07015299	-0.790038	-0.1009188	173.322467489	137.489157722	173.628506976	113.889236399	178.75830178	131.167877393	144.944903162	163.723408638	162.942622368	173.530522635	139.686936931	147.210289269	13.86667	C2	C2	C1
0.01275609	-0.05237227	-0.06619143	0.0	0.0	0.0	-0.01731902	0.3627093	0.05934215	-0.0102159	0.5365806	0.07426953	-0.1482323	0.2286575	-0.00532937	-0.3192452	0.06533454	-0.01428533	-0.4513994	-0.09894462	-0.07695532	0.1612917	0.2975782	0.06949615	0.3197355	0.4611056	0.0725193	0.480271	0.6429828	0.1011436	-0.05091651	-0.1218691	-0.1020498	-0.09756525	-0.5222392	-0.1080277	-0.09844975	-0.7930119	-0.112128	0.08582299	-0.1200303	-0.07670164	0.07432484	-0.5186152	-0.09389353	0.07023288	-0.7899331	-0.1009152	173.329036697	137.467607392	173.467393844	114.06660376	178.737562741	131.167738269	144.682784431	163.83138724	163.0139666	173.542064761	139.709086853	147.268900869	13.9	C2	C2	C1
0.01279212	-0.05237542	-0.0661869	0.0	0.0	0.0	-0.01735906	0.3627089	0.05933094	-0.01028276	0.5365281	0.07427645	-0.1482617	0.2287688	-0.00535226	-0.3193048	0.0652484	-0.01434827	-0.4527466	-0.1009392	-0.07743168	0.1612353	0.2975873	0.06947899	0.3198096	0.4612822	0.07265735	0.4804493	0.6430251	0.1011677	-0.05079749	-0.1219644	-0.1022625	-0.09762645	-0.5223733	-0.1080422	-0.09854428	-0.7929519	-0.1121702	0.08603661	-0.120099	-0.07642865	0.07423347	-0.5184069	-0.09404182	0.07009603	-0.7899758	-0.1009722	173.336433236	137.468238598	173.544162169	114.06389003	178.650145517	131.093128065	144.675339731	163.887215776	163.016471868	173.524249016	139.73030465	147.227830722	13.93333	C2	C2	C1
0.01282638	-0.05237007	-0.06618285	0.0	0.0	0.0	-0.01740135	0.3626955	0.05936646	-0.01067602	0.5363883	0.07425213	-0.1479735	0.2288615	-0.00547218	-0.319616	0.06471369	-0.01465988	-0.4776092	-0.1315316	-0.08893943	0.1612765	0.2975898	0.06947899	0.319798	0.461255	0.07271624	0.4801591	0.6430402	0.1012022	-0.05074651	-0.1219403	-0.1022754	-0.09764604	-0.5226244	-0.1080704	-0.09850884	-0.7929314	-0.1121891	0.08606972	-0.1200984	-0.07641816	0.07422569	-0.5184219	-0.09408188	0.07016914	-0.7900081	-0.10093	173.402068588	137.471743426	173.538210811	114.073548018	178.616689034	131.090571737	144.661651983	164.012585535	162.9789773	173.507389423	139.729536228	147.218053857	13.96667	C2	C2	C1
0.01279598	-0.05236218	-0.06619406	0.0	0.0	0.0	-0.01738919	0.362673	0.05939078	-0.01062	0.5365457	0.07457423	-0.1479583	0.2288582	-0.00551939	-0.3200064	0.0643702	-0.01481962	-0.4777043	-0.1318456	-0.08902812	0.1611477	0.2975955	0.0692637	0.3197877	0.4611968	0.07278919	0.480185	0.6431847	0.1012511	-0.05078015	-0.1219363	-0.1022851	-0.09776343	-0.5227376	-0.1080384	-0.09846265	-0.7928661	-0.1121681	0.08602624	-0.1200696	-0.07644796	0.07419956	-0.5185118	-0.09407544	0.07011618	-0.7898673	-0.1009629	173.452839086	137.468849983	173.589298941	114.103696353	178.634671407	131.088943908	144.732938578	164.00859503	162.979516675	173.462865761	139.735422733	147.247383208	14.0	C2	C2	C1
0.01285403	-0.05239394	-0.06617618	0.0	0.0	0.0	-0.01725551	0.3627406	0.05925512	-0.01045948	0.5364858	0.07467055	-0.1477592	0.2288103	-0.00555205	-0.3198914	0.06417672	-0.01483512	-0.4637718	-0.1165253	-0.08301282	0.161971	0.2973863	0.06963706	0.3199077	0.4611619	0.07287359	0.4807432	0.6434486	0.1014533	-0.05074412	-0.1220379	-0.1022635	-0.09774233	-0.522911	-0.108052	-0.09838209	-0.7930145	-0.1121633	0.08611744	-0.1201508	-0.07643294	0.07425742	-0.5186031	-0.09409332	0.07021014	-0.7899793	-0.1009891	173.527889689	137.463458675	173.589041524	113.934360515	178.624659223	131.09261321	144.496822859	163.871905138	163.002238477	173.4494185	139.761300403	147.17201048	14.03333	C2	C2	C1
0.01291908	-0.05240135	-0.06616783	0.0	0.0	0.0	-0.01717535	0.3627639	0.05928159	-0.01048583	0.5365118	0.07468796	-0.147297	0.2287054	-0.00586772	-0.3198196	0.06417595	-0.01480031	-0.4589452	-0.1113288	-0.08159971	0.1624973	0.2971702	0.06971931	0.3199426	0.4611743	0.07291865	0.4808044	0.6436623	0.1014521	-0.05070607	-0.1221233	-0.1023278	-0.09768246	-0.5229159	-0.1080303	-0.09829392	-0.7929615	-0.11219	0.08622438	-0.1202052	-0.07637882	0.07433274	-0.5186968	-0.09417486	0.07019087	-0.7899288	-0.1010711	173.559735092	137.467866907	173.634776138	113.783315934	178.619957843	131.094427435	144.33308456	163.556576119	162.784482772	173.444979731	139.760126285	147.177246798	14.06667	C2	C2	C1
0.01287317	-0.0524357	-0.06618929	0.0	0.0	0.0	-0.01715679	0.3628668	0.05932403	-0.01044115	0.536647	0.07481575	-0.1470599	0.2286958	-0.00604534	-0.3197737	0.0643195	-0.01471329	-0.4575959	-0.109993	-0.08105159	0.1614372	0.2967624	0.0689218	0.3199898	0.4613602	0.07300186	0.4804133	0.6435338	0.1015964	-0.05067195	-0.1220399	-0.1023269	-0.09773424	-0.5227982	-0.1079369	-0.09825782	-0.7928538	-0.1121142	0.08609857	-0.1201667	-0.07630825	0.07420415	-0.5183804	-0.0941844	0.0702793	-0.7896355	-0.1011941	173.571447537	137.483511968	173.757949478	113.637332692	178.599003988	131.095907348	144.501663158	163.426657023	162.638350856	173.41344072	139.746222532	147.204729838	14.1	C2	C2	C1
0.01294588	-0.05243281	-0.06618404	0.0	0.0	0.0	-0.01713533	0.3628896	0.05938244	-0.01013467	0.5365529	0.07492805	-0.1468813	0.2285882	-0.00617886	-0.3200296	0.06381939	-0.01487064	-0.4700424	-0.1262884	-0.08807182	0.1624533	0.297035	0.06948876	0.3201942	0.4617398	0.0731039	0.480353	0.6437023	0.102067	-0.05061382	-0.1220749	-0.1023519	-0.09777969	-0.5228612	-0.1079421	-0.09825005	-0.7930099	-0.1120491	0.08624335	-0.1202039	-0.07629204	0.07428399	-0.5184237	-0.09420943	0.07065352	-0.7892733	-0.1013033	173.510045104	137.487094984	173.624579475	113.639172358	178.564392792	131.07637246	144.312041936	163.228048564	162.576907463	173.388117402	139.760571851	147.215325078	14.13333	C2	C2	C1
0.01284591	-0.0524353	-0.06620669	0.0	0.0	0.0	-0.01708357	0.3629598	0.05945396	-0.01021431	0.5365291	0.07497263	-0.1471167	0.2287579	-0.00600505	-0.3200443	0.06384258	-0.01492214	-0.4722434	-0.1296678	-0.08865428	0.1615149	0.2967439	0.06882524	0.3201123	0.4617258	0.07308936	0.4804811	0.643994	0.1022873	-0.05070124	-0.1220654	-0.1023648	-0.09784885	-0.5229331	-0.1079626	-0.09835582	-0.7930455	-0.1120148	0.08605092	-0.120178	-0.07634282	0.07418831	-0.5184157	-0.09423733	0.07074578	-0.7890435	-0.1014304	173.538687701	137.493221309	173.685179899	113.549985191	178.566448286	131.113313613	144.454115687	163.389507052	162.689602591	173.399942624	139.759071948	147.1611656	14.16667	C2	C2	C1
0.0128666	-0.05241701	-0.06619835	0.0	0.0	0.0	-0.01704951	0.3628994	0.05943537	-0.01019643	0.5363367	0.0749743	-0.1471535	0.2286585	-0.00610972	-0.3200217	0.06380224	-0.01497602	-0.4599326	-0.1167925	-0.08448672	0.161965	0.2966858	0.06893611	0.3201146	0.4617192	0.0730958	0.4804764	0.6440413	0.1023469	-0.05071409	-0.1220884	-0.1023827	-0.09771565	-0.5230021	-0.1079142	-0.09845981	-0.7934831	-0.1120324	0.08613978	-0.1202031	-0.07632494	0.07423275	-0.5184726	-0.09428072	0.07075708	-0.7890764	-0.1014352	173.552822835	137.483453451	173.683218436	113.503077397	178.554802224	131.099981712	144.345482234	162.960065577	162.663181212	173.471126661	139.736228041	147.141394004	14.2	C2	C2	C1
0.01277314	-0.05247694	-0.06623745	0.0	0.0	0.0	-0.01709543	0.362999	0.05946326	-0.01027889	0.536525	0.07507992	-0.1471873	0.2287689	-0.00610018	-0.3200352	0.06383219	-0.01502776	-0.4736234	-0.1339309	-0.08963299	0.1608492	0.2966554	0.06816745	0.3200634	0.4619186	0.07313943	0.4803945	0.6441724	0.1023936	-0.05076615	-0.1220411	-0.102365	-0.09778916	-0.5230144	-0.1078568	-0.09852429	-0.7933989	-0.11202	0.08598158	-0.1201623	-0.07636476	0.07413704	-0.5183285	-0.09431028	0.07072886	-0.789009	-0.1014378	173.57167014	137.50807245	173.803822363	113.514933312	178.546852771	131.091061479	144.602579393	163.299871338	162.67298074	173.467006515	139.717041342	147.173017885	14.23333	C2	C2	C1
0.01278318	-0.05249382	-0.06623435	0.0	0.0	0.0	-0.01711375	0.3630736	0.05940843	-0.0102833	0.5364726	0.07517004	-0.1472442	0.2287299	-0.0061295	-0.3198829	0.06386603	-0.01505423	-0.4750456	-0.1359418	-0.09018612	0.1608592	0.2966285	0.06815434	0.3201692	0.462061	0.07314634	0.4801621	0.6441829	0.1026986	-0.05075184	-0.1220618	-0.1023574	-0.09775203	-0.5230826	-0.1078219	-0.09852198	-0.7934064	-0.1120319	0.08599433	-0.1201945	-0.07636046	0.07417382	-0.5188643	-0.09437585	0.07080636	-0.7890135	-0.1014581	173.60486553	137.507893189	173.724827958	113.477377275	178.535862003	131.102675618	144.592324067	163.353727796	162.692061005	173.478187009	139.715488746	147.152509961	14.26667	C2	C2	C1
0.01296339	-0.05248288	-0.06620264	0.0	0.0	0.0	-0.01699343	0.3630456	0.05942106	-0.01016736	0.5365046	0.07516932	-0.1466034	0.2284544	-0.00666666	-0.319742	0.06374371	-0.01511812	-0.4624877	-0.1194718	-0.08336425	0.1622768	0.2969372	0.06910539	0.3203294	0.4620875	0.07318044	0.4800612	0.6441498	0.1029065	-0.05057552	-0.1220703	-0.1023364	-0.09758051	-0.5230798	-0.1077869	-0.09834907	-0.7934088	-0.1120028	0.08622082	-0.1202087	-0.07632089	0.07428612	-0.5187324	-0.09442472	0.07069224	-0.7888931	-0.1014814	173.615082248	137.502834883	173.532772804	113.52030424	178.542060272	131.079816291	144.346760202	163.386561456	162.375527651	173.476967077	139.719452333	147.213342641	14.3	C2	C2	C1
0.01298845	-0.0524812	-0.06619859	0.0	0.0	0.0	-0.01695512	0.3630276	0.05942178	-0.01014296	0.5364968	0.07517457	-0.1465263	0.2286039	-0.00665355	-0.3196365	0.06382105	-0.01516557	-0.4609728	-0.1175862	-0.08311343	0.162791	0.2969089	0.06929731	0.3204169	0.4622582	0.07322788	0.4791876	0.6437345	0.1030231	-0.05058258	-0.1220946	-0.102354	-0.0976096	-0.5230214	-0.1077826	-0.09830175	-0.7933118	-0.1120722	0.08628416	-0.1202314	-0.07631707	0.07430129	-0.5186394	-0.09444451	0.07078274	-0.7888233	-0.1014419	173.623540027	137.501489414	173.468391773	113.453038363	178.513986574	131.068308392	144.180352538	163.333692966	162.38489763	173.455968642	139.717100428	147.153320235	14.33333	C2	C2	C1
0.01299133	-0.05247773	-0.06620383	0.0	0.0	0.0	-0.01695368	0.3632119	0.05961919	-0.01012888	0.5364869	0.07516575	-0.1464967	0.228639	-0.00665498	-0.3195849	0.06384522	-0.01519918	-0.4556746	-0.111254	-0.08155179	0.1632085	0.296869	0.06935525	0.3204941	0.4625258	0.07331157	0.479554	0.6442249	0.1034322	-0.05062338	-0.1221207	-0.1023729	-0.09760761	-0.5230207	-0.1077807	-0.09827017	-0.7933604	-0.1120222	0.08631498	-0.12024	-0.07635641	0.07429352	-0.5190154	-0.09448886	0.07077236	-0.7888016	-0.1015074	173.562945989	137.522296352	173.461051081	113.318759345	178.518768942	131.057953013	144.051286009	163.14126159	162.342984534	173.455406298	139.705908197	147.126298038	14.36667	C2	C2	C1
0.01294107	-0.05252947	-0.0662334	0.0	0.0	0.0	-0.01692906	0.363325	0.05962229	-0.0102265	0.5365942	0.07537198	-0.1463341	0.2285728	-0.00669575	-0.3196125	0.06392382	-0.01518798	-0.4557487	-0.1111593	-0.08152056	0.1627875	0.2968996	0.06898594	0.3204732	0.4626515	0.07334971	0.479373	0.6443244	0.103554	-0.05065054	-0.122141	-0.1023071	-0.09766839	-0.5229021	-0.1077507	-0.09827784	-0.7933043	-0.1119435	0.08621159	-0.1201897	-0.07642889	0.07440011	-0.5188289	-0.09448719	0.07098666	-0.7892579	-0.1013267	173.642064326	137.53778438	173.504196999	113.310677378	178.498010633	131.063353096	144.18794592	163.113290314	162.304390278	173.437382795	139.730902544	147.221078583	14.4	C2	C2	C1
0.0130362	-0.05254336	-0.06621528	0.0	0.0	0.0	-0.01702086	0.3633345	0.05944157	-0.01012538	0.5366172	0.0755167	-0.1458224	0.2281982	-0.00699854	-0.3194909	0.0641014	-0.01537728	-0.4682694	-0.1258668	-0.08751798	0.1636906	0.2972382	0.06947112	0.3204799	0.4625622	0.07336092	0.47953	0.6444002	0.1038535	-0.05056329	-0.1221863	-0.1022892	-0.09757264	-0.522936	-0.1077242	-0.09821789	-0.7933123	-0.1119666	0.08636742	-0.1202606	-0.07640219	0.07440566	-0.5188958	-0.09451604	0.07105091	-0.7892794	-0.1013963	173.668540163	137.521244823	173.372436534	113.410206571	178.476519324	131.04331741	144.131062142	163.11513256	162.175320227	173.445778089	139.739706549	147.427283729	14.43333	C2	C2	C1
0.01308899	-0.05253551	-0.06620646	0.0	0.0	0.0	-0.01699719	0.3633	0.05944943	-0.01008701	0.5366095	0.07554817	-0.1455359	0.2280153	-0.00715566	-0.3189586	0.06423846	-0.01547551	-0.4698136	-0.1282058	-0.08846951	0.1640312	0.2971564	0.0696497	0.3206127	0.4625985	0.07348824	0.4790041	0.643982	0.1037204	-0.05054834	-0.1222146	-0.1022873	-0.09764432	-0.5227193	-0.1077461	-0.09812773	-0.7933125	-0.1119003	0.08647429	-0.1202734	-0.07643533	0.07454257	-0.5189223	-0.09446001	0.07112458	-0.7892928	-0.1013165	173.670801642	137.518637405	173.400247736	113.37022115	178.494174726	131.033572698	144.070290695	163.131432886	162.096223124	173.395527219	139.756656325	147.434903689	14.46667	C2	C2	C1
0.0131276	-0.05252424	-0.06620073	0.0	0.0	0.0	-0.01698051	0.3632695	0.0594523	-0.01012724	0.5365998	0.07560253	-0.1454636	0.2278305	-0.00725222	-0.3190536	0.06396494	-0.01568675	-0.4594042	-0.1166978	-0.08568454	0.1645657	0.2974517	0.06999874	0.3206192	0.4625507	0.07347727	0.4787568	0.6438155	0.1037583	-0.05054093	-0.122261	-0.1022677	-0.09744807	-0.5225635	-0.1077392	-0.0981346	-0.7933847	-0.1118779	0.08658394	-0.1203	-0.07647943	0.07447578	-0.5187925	-0.0945034	0.07117736	-0.7892593	-0.1013882	173.69689746	137.51320558	173.303083963	113.471293701	178.463205568	130.995453448	144.047528297	162.689275229	162.092666196	173.461797293	139.754946833	147.500675319	14.5	C2	C2	C1
0.01321989	-0.0525439	-0.06619596	0.0	0.0	0.0	-0.01691768	0.3633254	0.05948734	-0.01015205	0.5366446	0.0756526	-0.1449134	0.2276582	-0.00755477	-0.3190128	0.06408325	-0.0157373	-0.4682412	-0.1272632	-0.08888888	0.1648476	0.2972943	0.07019091	0.3207817	0.4628329	0.0734942	0.4783309	0.643813	0.1040568	-0.05044474	-0.1221995	-0.1023607	-0.09736942	-0.5221884	-0.1077893	-0.09812907	-0.7932708	-0.1118879	0.08676289	-0.1207264	-0.07635832	0.07453456	-0.5187287	-0.09447575	0.07118914	-0.7892807	-0.1014094	173.727841008	137.521442637	173.193824192	113.33351355	178.451718193	131.116605951	143.922600732	162.824805702	161.874235339	173.469482931	139.704264942	147.582785614	14.53333	C2	C2	C1
0.01327027	-0.05260385	-0.06623054	0.0	0.0	0.0	-0.01712326	0.3635149	0.0595336	-0.01032208	0.5367264	0.07580566	-0.1450388	0.2275419	-0.00770474	-0.3190539	0.06412988	-0.01576591	-0.4704741	-0.1298846	-0.08963776	0.1641408	0.2973425	0.06975293	0.3206774	0.4629355	0.07352757	0.4784574	0.6441033	0.1040933	-0.05018689	-0.1222847	-0.1024039	-0.0974956	-0.5220636	-0.1078026	-0.09823929	-0.7932078	-0.1118691	0.08676257	-0.1207202	-0.07636714	0.07442877	-0.518664	-0.09445715	0.07112157	-0.7891493	-0.1013887	173.716723595	137.543435477	173.281452466	113.35113628	178.438324141	131.093223599	144.116975009	162.862061511	161.792938327	173.408351937	139.82542184	147.641993827	14.56667	C2	C2	C1
0.01316252	-0.05267698	-0.06629109	0.0	0.0	0.0	-0.01728714	0.3636884	0.05960226	-0.010427	0.53687	0.07593822	-0.1451544	0.2276924	-0.00763321	-0.3191148	0.06428584	-0.01574707	-0.4706997	-0.1297669	-0.08969855	0.1626247	0.2968875	0.0685122	0.3205501	0.4630938	0.07360458	0.4783253	0.6442959	0.1041722	-0.05021749	-0.1222109	-0.1024392	-0.09743653	-0.5217325	-0.1077402	-0.09835508	-0.793039	-0.1117449	0.08659347	-0.120677	-0.07634377	0.0742311	-0.5189134	-0.09431887	0.0710066	-0.7890061	-0.1013117	173.692274908	137.574979658	173.527149476	113.198459536	178.448938168	131.064988473	144.376729939	162.882319175	161.803488311	173.453536745	139.781289579	147.644057027	14.6	C2	C2	C1
