HipCenter-X	HipCenter-Y	HipCenter-Z	Spine-X	Spine-Y	Spine-Z	ShoulderCenter-X	ShoulderCenter-Y	ShoulderCenter-Z	Head-X	Head-Y	Head-Z	ShoulderLeft-X	ShoulderLeft-Y	ShoulderLeft-Z	ElbowLeft-X	ElbowLeft-Y	ElbowLeft-Z	WristLeft-X	WristLeft-Y	WristLeft-Z	ShoulderRight-X	ShoulderRight-Y	ShoulderRight-Z	ElbowRight-X	ElbowRight-Y	ElbowRight-Z	WristRight-X	WristRight-Y	WristRight-Z	HipLeft-X	HipLeft-Y	HipLeft-Z	KneeLeft-X	KneeLeft-Y	KneeLeft-Z	AnkleLeft-X	AnkleLeft-Y	AnkleLeft-Z	HipRight-X	HipRight-Y	HipRight-Z	KneeRight-X	KneeRight-Y	KneeRight-Z	AnkleRight-X	AnkleRight-Y	AnkleRight-Z	ShoulderCenter - Head - Spine	Spine - ShoulderCenter - HipCenter	ElbowRight - WristRight - ShoulderRight	ShoulderRight - ShoulderCenter - ElbowRight	KneeRight - AnkleRight - HipRight	HipRight - HipCenter - KneeRight	ShoulderRight - ShoulderLeft - ElbowRight	ElbowLeft - WristLeft - ShoulderLeft	ShoulderLeft - ShoulderCenter - ElbowLeft	KneeLeft - AnkleLeft - HipLeft	HipLeft - HipCenter - KneeLeft	ShoulderLeft - ShoulderRight - ElbowLeft	Position	Time
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	discrete	continuous
																																																												class	meta
0.00527294	-0.05809139	-0.05276203	0.0	0.0	0.0	-0.00688895	0.3336841	-0.00795794	-0.00368842	0.513943	-0.02843714	-0.1881577	0.2574949	0.00130796	-0.4259106	0.263546	-0.0096457	-0.639612	0.2785878	-0.04710865	0.1907108	0.2732091	0.03032398	0.4265191	0.266256	0.04970813	0.6353966	0.2875757	0.08555603	-0.07529214	-0.1439674	-0.07650661	-0.07839163	-0.7149709	-0.04617023	-0.04659329	-1.080401	-0.06965351	0.09102298	-0.1427197	-0.05344534	0.06490003	-0.7150682	-0.03526545	0.03484774	-1.083147	-0.05495143	174.434600982	136.35308912	171.028089572	163.745263752	174.71588258	131.968888337	175.935993698	172.283899391	155.173355537	171.465609918	134.994556099	175.797733723	C3	0.9333333
0.00519018	-0.05801885	-0.05278087	0.0	0.0	0.0	-0.00577128	0.3335815	-0.0074811	-0.00355934	0.5124743	-0.02943563	-0.188329	0.2575276	0.00137901	-0.4263166	0.2633818	-0.01001644	-0.6405891	0.2788576	-0.04718375	0.1906245	0.273314	0.0302937	0.4265044	0.2664883	0.0494988	0.6354095	0.2876742	0.08526039	-0.07555455	-0.1438649	-0.07660389	-0.07996154	-0.7151824	-0.04608178	-0.04700799	-1.079982	-0.07011771	0.09090847	-0.1426938	-0.0534966	0.06459363	-0.7128776	-0.03535342	0.03481785	-1.083198	-0.05603862	174.042417364	136.376417443	171.07220526	163.685586203	174.624909965	131.965266091	175.958893423	172.426063075	155.403771906	171.181189515	135.035289243	175.881332291	C3	0.9666666
0.0052147	-0.05797909	-0.0527997	0.0	0.0	0.0	-0.00590446	0.3334383	-0.00742912	-0.00366744	0.5125805	-0.02967072	-0.1882448	0.2575867	0.00103283	-0.4265206	0.2635078	-0.01033425	-0.6401798	0.2792214	-0.04763031	0.1904572	0.273641	0.03000736	0.4260761	0.2667601	0.04830027	0.634795	0.2877092	0.08492351	-0.07553798	-0.1437884	-0.07680202	-0.07975316	-0.7159089	-0.04602981	-0.0468405	-1.078987	-0.07009363	0.09097099	-0.1426033	-0.05329227	0.06438056	-0.7129109	-0.03555703	0.03447218	-1.083447	-0.05675745	173.948367157	136.35611756	170.84563155	163.761166776	174.594839694	131.91481829	175.91131593	172.338856757	155.444541313	171.149374798	134.971515176	175.820919022	C3	1.0
0.00522137	-0.05800615	-0.05279708	0.0	0.0	0.0	-0.0061215	0.3336022	-0.00757146	-0.00372432	0.5126631	-0.02970719	-0.1883882	0.257919	0.0012126	-0.4265868	0.2634546	-0.01036191	-0.6401998	0.2788365	-0.04821754	0.1902445	0.2736011	0.03007436	0.4259998	0.2667931	0.04830551	0.6347228	0.2876201	0.08493447	-0.07550825	-0.1438146	-0.07682896	-0.07958487	-0.7158705	-0.0461061	-0.04729414	-1.079875	-0.06963181	0.09099858	-0.1425898	-0.05319762	0.06424835	-0.7126408	-0.03559923	0.03427206	-1.083195	-0.05647349	173.974246946	136.349732784	170.875263232	163.668980688	174.656356653	131.87930764	175.985495059	172.246277873	155.539851628	171.303196113	134.963139607	175.983045311	C3	1.033333
0.00528063	-0.05806631	-0.05278111	0.0	0.0	0.0	-0.00614691	0.3337816	-0.00763083	-0.00367178	0.5124696	-0.03000188	-0.1883069	0.2581649	0.00084591	-0.426147	0.2635442	-0.01049495	-0.6397144	0.2787199	-0.04881096	0.1900187	0.2737459	0.02994251	0.4257647	0.2667314	0.04820585	0.6345022	0.2875614	0.08474469	-0.07522914	-0.1438222	-0.07688522	-0.07941259	-0.7160991	-0.04625368	-0.04744362	-1.079473	-0.07013178	0.09091314	-0.1426036	-0.05308676	0.06455828	-0.7134362	-0.03556204	0.0344391	-1.083254	-0.05620265	173.889524192	136.376837393	170.854301079	163.698325555	174.665489329	131.957425856	175.949271427	172.089920685	155.610042006	171.282630287	135.018757421	175.991112058	C3	1.066667
0.00530485	-0.05804294	-0.05282664	0.0	0.0	0.0	-0.00631703	0.3345639	-0.00694037	-0.00351176	0.5126094	-0.03011537	-0.1882127	0.258213	0.00079989	-0.4262042	0.2636496	-0.01069593	-0.6397992	0.2784892	-0.04892135	0.1901854	0.2736507	0.02989817	0.4263431	0.2671743	0.04840255	0.6351334	0.2877557	0.08479524	-0.07535169	-0.14382	-0.0770545	-0.07877473	-0.717134	-0.04557204	-0.04661005	-1.079808	-0.06994724	0.09100345	-0.1425964	-0.05316305	0.06492118	-0.7134994	-0.03552127	0.03442802	-1.083341	-0.0562439	173.466438706	136.46308104	171.069440719	163.478326067	174.611083873	131.967413182	176.103661423	172.180619762	155.412871916	171.176270885	134.864275781	176.014323028	C3	1.1
0.00535384	-0.05799414	-0.05280709	0.0	0.0	0.0	-0.00634626	0.3344275	-0.00700975	-0.00349152	0.512338	-0.03003335	-0.1881994	0.2581173	0.00074601	-0.4262417	0.263534	-0.01073909	-0.6398138	0.2784441	-0.04906273	0.1903743	0.2733727	0.03000617	0.4243737	0.2663661	0.04951644	0.6343927	0.2872243	0.08516407	-0.07534115	-0.1437807	-0.07708526	-0.07963125	-0.7162609	-0.04570556	-0.04648206	-1.079621	-0.07038975	0.09114762	-0.1425975	-0.05314136	0.06528895	-0.7117455	-0.03538585	0.03431611	-1.082868	-0.05625248	173.511868615	136.436121797	171.228405016	163.683641656	174.557374996	131.966441329	175.975186201	172.144749307	155.423425986	171.005649201	134.932604753	176.034435762	C3	1.133333
0.00531	-0.05796123	-0.052809	0.0	0.0	0.0	-0.00619528	0.3341403	-0.0069468	-0.00348838	0.5125465	-0.03031898	-0.1882008	0.258166	0.00072527	-0.4261042	0.263391	-0.01142216	-0.6396047	0.278204	-0.05034757	0.1900895	0.2737445	0.02982974	0.424577	0.2663185	0.0494132	0.6925097	0.2934787	0.08793497	-0.0754302	-0.1437127	-0.07698107	-0.07957321	-0.7162522	-0.04576492	-0.04651627	-1.079621	-0.07032084	0.09101812	-0.1424748	-0.05324268	0.0647774	-0.7109718	-0.03549075	0.03468583	-1.082089	-0.05509925	173.43934231	136.428074621	171.730006372	163.920051837	174.801866168	131.921117272	175.824308019	172.139015096	155.544879217	171.052573584	134.912545987	176.101896116	C3	1.166667
0.00525998	-0.05797656	-0.05281472	0.0	0.0	0.0	-0.00572693	0.3340827	-0.00701141	-0.00381038	0.5127304	-0.03050327	-0.1883153	0.2581093	0.00073624	-0.4266106	0.2632254	-0.01199698	-0.6401324	0.2779899	-0.0507195	0.189899	0.2737276	0.02980733	0.4250311	0.2669065	0.04974985	0.6345921	0.2881228	0.08414888	-0.07553086	-0.1437639	-0.07698202	-0.07963833	-0.7164309	-0.04577231	-0.04623038	-1.080123	-0.07042432	0.09095646	-0.1423766	-0.05329919	0.06467217	-0.7116553	-0.03479648	0.03518356	-1.08145	-0.0542469	173.513017371	136.416623325	171.389154962	163.749584756	174.775411392	131.882212914	175.961131528	172.311259788	155.604467353	171.015590454	134.906236849	176.173182688	C3	1.2
0.00531734	-0.05800062	-0.05280447	0.0	0.0	0.0	-0.00662545	0.3338302	-0.00721502	-0.00342279	0.5125972	-0.03032708	-0.1883061	0.2581354	0.00073886	-0.4265268	0.2632422	-0.0119822	-0.6400778	0.2786615	-0.0500102	0.1898923	0.2737845	0.02978897	0.4245896	0.2668998	0.04950929	0.6345506	0.2882122	0.08413577	-0.07531001	-0.1437954	-0.0770545	-0.07873641	-0.7165123	-0.04570341	-0.04542447	-1.080188	-0.06930518	0.09124459	-0.1424547	-0.0531671	0.0652502	-0.7117556	-0.03473258	0.03639594	-1.080053	-0.05255771	173.504086099	136.408512743	171.315394221	163.892853311	175.022340454	131.855725179	175.942330851	172.41613553	155.565375671	171.184082243	134.880426383	176.170797308	C3	1.233333
0.00530484	-0.05799873	-0.05280328	0.0	0.0	0.0	-0.00644579	0.333744	-0.0072825	-0.00326898	0.5116504	-0.03105497	-0.1883646	0.2581069	0.00069308	-0.4266205	0.2632119	-0.01203418	-0.6399811	0.2778692	-0.05202365	0.1898459	0.2738173	0.02976871	0.4224289	0.2659766	0.04972339	0.6345649	0.2877839	0.0843451	-0.07536757	-0.1437849	-0.07707119	-0.07880057	-0.716523	-0.04577684	-0.04592079	-1.080347	-0.06931233	0.09122327	-0.1424738	-0.05317831	0.06521187	-0.7117176	-0.0348053	0.03575645	-1.08019	-0.05271363	173.295363967	136.3943863	171.136701803	164.166199345	174.983608894	131.863732286	175.67475986	172.002953633	155.605976093	171.240902198	134.863573664	176.161877038	C3	1.266667
0.00520897	-0.05801778	-0.05283308	0.0	0.0	0.0	-0.00624153	0.3339092	-0.00722003	-0.00358627	0.5115209	-0.03133845	-0.1890336	0.258401	0.00092459	-0.4261652	0.2632182	-0.01183081	-0.6395912	0.2783098	-0.05098152	0.1896237	0.2738272	0.02949882	0.417427	0.263757	0.04865599	0.634176	0.2878748	0.08440208	-0.07553054	-0.1438617	-0.07713532	-0.07838951	-0.7169763	-0.04576731	-0.04561527	-1.080653	-0.06941366	0.0911005	-0.1425258	-0.05328274	0.06480975	-0.712567	-0.03498983	0.03573139	-1.080902	-0.05288363	173.228259014	136.399285333	170.103925853	164.642250453	175.025353194	131.858226396	175.126621953	172.168403	155.782841951	171.267018583	134.801299888	176.299067942	C3	1.3
0.00513678	-0.05795725	-0.05281067	0.0	0.0	0.0	-0.00578372	0.3328444	-0.00732207	-0.00323909	0.5106596	-0.03127456	-0.1890835	0.2585112	0.00097513	-0.4260702	0.2632375	-0.01193595	-0.6396273	0.2787567	-0.04965281	0.1897755	0.2738411	0.02945876	0.4176095	0.2635681	0.04856491	0.6342376	0.2879544	0.08438277	-0.07578548	-0.1437903	-0.07703948	-0.07806506	-0.7172686	-0.04543066	-0.04524656	-1.080062	-0.06948185	0.09093553	-0.1425822	-0.05331755	0.06487657	-0.7124606	-0.03505969	0.03576311	-1.080842	-0.053195	173.338675969	136.356588533	169.978029858	164.913234012	174.983522797	131.950015173	175.091800614	172.504536964	156.145576151	171.216832733	134.687988187	176.352125701	C3	1.333333
0.0050733	-0.05792385	-0.0528152	0.0	0.0	0.0	-0.00527648	0.3325933	-0.00738239	-0.00335796	0.5106487	-0.03135943	-0.1892079	0.2586103	0.00096774	-0.4260123	0.2633843	-0.0117147	-0.6395441	0.2785244	-0.0498116	0.1895956	0.2739355	0.02945518	0.417614	0.2641623	0.04829574	0.6340246	0.2881336	0.08450651	-0.07590507	-0.1436972	-0.07702088	-0.07801551	-0.7172273	-0.04543567	-0.045204	-1.080129	-0.06940341	0.09082044	-0.1425554	-0.05337977	0.06470776	-0.712367	-0.03506112	0.03457044	-1.081633	-0.05491662	173.424212543	136.321807156	170.095857913	164.785679709	174.685305893	131.962268748	175.22508695	172.406674741	156.301186693	171.242082143	134.638543129	176.322944993	C3	1.366667
0.00516778	-0.05797522	-0.05280018	0.0	0.0	0.0	-0.00558875	0.3327566	-0.00750494	-0.00341238	0.5101175	-0.03115058	-0.1894607	0.2588246	0.00079441	-0.426194	0.2636445	-0.01188254	-0.6398687	0.2778326	-0.04923582	0.1893633	0.2742479	0.02926254	0.4186113	0.2641498	0.04740238	0.63457	0.2888272	0.0848217	-0.07558221	-0.1438153	-0.07718349	-0.07828192	-0.7169569	-0.04564285	-0.04621845	-1.077643	-0.06945539	0.09102318	-0.1427747	-0.05316663	0.06476313	-0.7115638	-0.03535604	0.03380185	-1.081456	-0.05572128	173.483725695	136.335799784	169.609869814	164.822061655	174.623508607	131.969357167	175.155485157	172.686900509	156.300349773	171.261310633	134.765226975	176.29925562	C3	1.4
0.00498196	-0.05785654	-0.05290723	0.0	0.0	0.0	-0.0046506	0.3326862	-0.0067935	-0.00372472	0.5107765	-0.03209591	-0.1898739	0.258768	0.00075722	-0.4266737	0.2637267	-0.01247025	-0.6403684	0.278012	-0.04951692	0.1889902	0.2743455	0.02885938	0.4183747	0.2648307	0.04649329	0.6342089	0.2886078	0.08436227	-0.07592674	-0.1437081	-0.07746029	-0.07860325	-0.7168531	-0.04615808	-0.046595	-1.078152	-0.06964684	0.09072265	-0.1426829	-0.05340743	0.06423943	-0.7114011	-0.0354259	0.03288566	-1.081946	-0.05603743	172.99750066	136.335369504	169.798907425	164.666945702	174.566559053	131.990454913	175.281213473	172.887937779	156.435150217	171.337218546	134.702769437	176.303513144	C3	1.433333
0.004985	-0.0577855	-0.05289316	0.0	0.0	0.0	-0.00456059	0.3318084	-0.00714397	-0.00383123	0.5111021	-0.03218794	-0.1899791	0.2589474	0.00073504	-0.42676	0.2638139	-0.01232529	-0.6403985	0.2782647	-0.04970312	0.1891578	0.2741593	0.02901006	0.4199593	0.2643394	0.04701257	0.634294	0.2884086	0.08432746	-0.07580541	-0.1437359	-0.07736731	-0.08006892	-0.7167127	-0.04584122	-0.04692584	-1.077457	-0.06953049	0.09063983	-0.1425799	-0.05343723	0.06422161	-0.7116593	-0.03541732	0.03372852	-1.083625	-0.05566001	173.205171542	136.243314533	169.72066271	164.875424087	174.681869611	132.015499915	175.275822681	172.744310673	156.738608666	171.075128178	134.92418738	176.360444656	C3	1.466667
0.00498212	-0.05777344	-0.05287719	0.0	0.0	0.0	-0.00453438	0.3316894	-0.00725865	-0.00373336	0.5114577	-0.03274274	-0.189672	0.2587758	0.00059342	-0.4267206	0.263733	-0.01245117	-0.6403617	0.2782711	-0.04968905	0.1893077	0.2741317	0.02905059	0.4211882	0.2651665	0.04667234	0.6344745	0.2880914	0.08446431	-0.07590365	-0.1436537	-0.0773077	-0.07954982	-0.7170782	-0.04579377	-0.04670156	-1.077208	-0.06983948	0.09060431	-0.1425808	-0.05343151	0.064395	-0.7117435	-0.03534532	0.0338888	-1.083555	-0.05545807	173.107022851	136.225517691	169.97652456	164.645440986	174.683418702	132.051679429	175.478149216	172.770563576	156.678986318	171.092026563	134.819891248	176.308217918	C3	1.5
0.00498921	-0.05786629	-0.05286431	0.0	0.0	0.0	-0.00455504	0.3322181	-0.00765228	-0.00326106	0.5135408	-0.0331018	-0.1896894	0.2586055	0.00061345	-0.4269273	0.2636803	-0.01234627	-0.6405528	0.2781345	-0.04970813	0.1895227	0.2739228	0.02915525	0.4218151	0.2660303	0.04614401	0.6343535	0.2874129	0.08423734	-0.07593586	-0.1437432	-0.07727075	-0.07955492	-0.7172592	-0.04579782	-0.04692468	-1.077232	-0.07005024	0.09065308	-0.1427239	-0.05341911	0.06428792	-0.7118797	-0.03533506	0.03433533	-1.084275	-0.05541825	173.224755487	136.212534828	170.33805474	164.12793385	174.732553947	132.039040155	175.750946464	172.736353861	156.448628151	171.090448138	134.808633055	176.278726009	C3	1.533333
0.00500473	-0.05789742	-0.05283093	0.0	0.0	0.0	-0.00452809	0.3322735	-0.00783229	-0.00322801	0.5133653	-0.03327417	-0.1896352	0.2585404	0.00055003	-0.426069	0.2635161	-0.01215124	-0.6395195	0.2779899	-0.05093694	0.1896381	0.2737888	0.02913213	0.4218134	0.2654716	0.0457685	0.6339122	0.2876192	0.08426261	-0.07596628	-0.1437775	-0.07725883	-0.07935809	-0.7174654	-0.04599881	-0.04694669	-1.077457	-0.07015443	0.09071196	-0.1427873	-0.05327225	0.06469151	-0.7121687	-0.0352633	0.03328095	-1.085246	-0.05614185	173.247923662	136.214187999	169.960140042	164.136808248	174.537938921	132.073839951	175.652675592	172.325288401	156.437933737	171.155490397	134.778590729	176.288992862	C3	1.566667
0.00489439	-0.05791169	-0.05281258	0.0	0.0	0.0	-0.0025098	0.332346	-0.00787735	-0.0030028	0.5136325	-0.03312349	-0.1895666	0.2584542	0.00046396	-0.4261742	0.2635079	-0.01208305	-0.639655	0.2786335	-0.05016947	0.1896832	0.2739503	0.02886844	0.4218039	0.2652939	0.04575992	0.6352655	0.2875956	0.08412671	-0.07632451	-0.1437412	-0.07721615	-0.07946438	-0.7174132	-0.04609919	-0.04711436	-1.077405	-0.07098007	0.09025338	-0.1427751	-0.05309939	0.06470706	-0.7119956	-0.03546262	0.03349719	-1.085051	-0.05536795	173.423912614	136.199841735	169.987637005	164.099755797	174.699887853	132.232744586	175.535000579	172.405534188	156.596326126	171.097941294	134.668634523	176.232344545	C3	1.6
0.00465737	-0.05795276	-0.05286193	0.0	0.0	0.0	-0.00147487	0.3327556	-0.00777483	-0.00278162	0.5139006	-0.03404474	-0.1900553	0.2583569	0.0003221	-0.4265856	0.2635108	-0.01209664	-0.6423985	0.2787903	-0.0497191	0.1890841	0.2740405	0.02865458	0.4214758	0.2654175	0.04556203	0.6347534	0.2876331	0.083781	-0.07684837	-0.1437351	-0.07741761	-0.0800667	-0.7179749	-0.04640365	-0.04763447	-1.076597	-0.07131982	0.08988665	-0.1428886	-0.05311465	0.06443354	-0.7114412	-0.03581786	0.03269214	-1.083908	-0.05606675	173.085254708	136.207729039	170.027086309	163.889483669	174.637163001	132.308728195	175.517003994	172.597342243	156.623230696	171.067826202	134.555179666	176.175018168	C3	1.633333
0.0046411	-0.0579219	-0.05282545	0.0	0.0	0.0	-0.00168949	0.3322021	-0.00816536	-0.00140475	0.5086468	-0.03348422	-0.1898358	0.2588788	0.000458	-0.4265542	0.2638591	-0.01211572	-0.6427693	0.2795016	-0.04968333	0.1892394	0.2743807	0.02869368	0.4378771	0.2711042	0.04567122	0.6942057	0.2944735	0.08680367	-0.0768492	-0.1437048	-0.07762384	-0.07956269	-0.7172613	-0.04625583	-0.04799006	-1.078627	-0.07182193	0.08977477	-0.143275	-0.05253744	0.06247251	-0.7114761	-0.03602171	0.03267638	-1.083476	-0.0560081	173.23131729	136.146442932	172.135098138	162.746228962	174.930439373	132.306038602	176.891299412	172.610101873	156.852816295	171.113587876	134.468058721	176.257057517	C3	1.666667
0.00440007	-0.0579209	-0.05287242	0.0	0.0	0.0	-0.00069212	0.3324702	-0.00782275	-0.00203144	0.5095921	-0.03371501	-0.1901211	0.2585293	0.00034881	-0.4269784	0.2637433	-0.01194549	-0.6454463	0.2795597	-0.05020928	0.1885061	0.2742839	0.02846432	0.4311386	0.2698529	0.04590869	0.6387552	0.2910386	0.08627582	-0.07726488	-0.1436163	-0.07760763	-0.08056092	-0.7171872	-0.04629326	-0.04758519	-1.076237	-0.07257628	0.08933728	-0.143164	-0.05276918	0.06214783	-0.7113887	-0.03616333	0.03188533	-1.083472	-0.05618048	173.024315815	136.176677716	170.351632645	162.895666986	174.888579159	132.343160373	176.577663559	172.495407788	156.817476768	170.820730309	134.449526264	176.147326937	C3	1.7
0.00438098	-0.05789709	-0.05286765	0.0	0.0	0.0	-0.00042016	0.3321495	-0.0079689	-0.00215207	0.5091798	-0.03402042	-0.1897376	0.2583635	3.505e-05	-0.4268742	0.26421	-0.01083159	-0.6460907	0.2800138	-0.05055714	0.188552	0.2744213	0.028368	0.4302669	0.268428	0.04564786	0.6901035	0.294179	0.08354497	-0.07733089	-0.1435925	-0.07757759	-0.08055554	-0.717168	-0.0463388	-0.04775335	-1.076101	-0.07286859	0.08927648	-0.1430926	-0.05280113	0.06209913	-0.7113541	-0.03624129	0.03178325	-1.083457	-0.05649924	172.9864291	136.138168537	171.819690945	163.31824086	174.855498952	132.342060374	176.154468287	171.91611271	156.783045182	170.814399094	134.434164475	175.821695037	C3	1.733333
0.00440328	-0.05794357	-0.05286288	0.0	0.0	0.0	-0.00063018	0.3323219	-0.00802159	-0.00169689	0.5088311	-0.03333306	-0.1898874	0.2585078	-0.00015712	-0.4268478	0.2644011	-0.01090002	-0.6463987	0.2803715	-0.05064034	0.1883703	0.2745695	0.02815962	0.4373544	0.2675936	0.04601336	0.6902041	0.2944738	0.08341765	-0.07709213	-0.1438606	-0.07739925	-0.08051741	-0.7168927	-0.0466404	-0.04771192	-1.077398	-0.07247472	0.08912674	-0.1429232	-0.05297494	0.06265487	-0.7103218	-0.03602934	0.03264994	-1.082107	-0.05474639	173.218155308	136.15723515	171.260831357	163.504614314	175.023784085	132.389853773	175.970582573	171.892909344	156.771461095	170.952389587	134.632226797	175.799336129	C3	1.766667
0.00452619	-0.05802159	-0.05282664	0.0	0.0	0.0	-0.00112275	0.3324952	-0.0081315	-0.00208011	0.5099974	-0.03322911	-0.1900973	0.2588496	-0.00014448	-0.4264917	0.2646776	-0.01013541	-0.6471998	0.2807722	-0.05055928	0.1881605	0.2748878	0.02810121	0.4345543	0.2670364	0.04564285	0.6898777	0.2948233	0.08333206	-0.07688091	-0.1439423	-0.07761645	-0.08083832	-0.7165527	-0.04673219	-0.04814926	-1.076805	-0.07235694	0.08956739	-0.1432094	-0.05259013	0.06245219	-0.7099682	-0.03589773	0.03209768	-1.081778	-0.05548644	173.352174529	136.19868365	170.939292693	163.752118492	174.9285048	132.2920822	175.753671506	171.607677618	156.826262264	170.940684604	134.672859399	175.74462867	C3	1.8
0.00473847	-0.05800763	-0.05269527	0.0	0.0	0.0	-0.00161726	0.3323591	-0.00849819	-0.00281066	0.5105287	-0.03415322	-0.1905722	0.258867	-0.00050211	-0.4270718	0.2646636	-0.01048923	-0.6478381	0.2808496	-0.05083227	0.1881322	0.27478	0.02817345	0.4305601	0.2676462	0.04384422	0.6893227	0.2950343	0.08317351	-0.07654346	-0.1440481	-0.07762218	-0.08121497	-0.7165264	-0.04708147	-0.04869641	-1.077436	-0.07175231	0.09001006	-0.1432745	-0.05208349	0.06205659	-0.7098833	-0.03623533	0.03158901	-1.079524	-0.05462146	173.270224413	136.197145833	170.890654817	163.475847443	175.17733205	132.164071076	175.870143902	171.617687885	156.871625996	171.068010441	134.812056072	175.744389872	C3	1.833333
0.00464672	-0.05794594	-0.05266666	0.0	0.0	0.0	-0.00166357	0.3321921	-0.00859714	-0.00261715	0.5105659	-0.0340209	-0.19043	0.2587609	-0.00028443	-0.426599	0.2643802	-0.01037216	-0.6481045	0.2810261	-0.05097222	0.1882555	0.2748205	0.02809596	0.4301071	0.267907	0.04377604	0.6892303	0.2948917	0.0830164	-0.07683187	-0.1438333	-0.07724094	-0.08176937	-0.7168823	-0.04730654	-0.04828873	-1.077765	-0.07239723	0.08985087	-0.1431194	-0.05226278	0.06242117	-0.7102416	-0.03628755	0.03165618	-1.079608	-0.05466342	173.370774122	136.168807244	171.033422528	163.501462842	175.124716034	132.207071289	175.903669094	171.56771698	156.884458665	170.953757943	134.792589082	175.793038703	C3	1.866667
0.00467533	-0.05797327	-0.05266237	0.0	0.0	0.0	-0.00191624	0.3322652	-0.00864196	-0.00291891	0.5113397	-0.03476214	-0.1906613	0.2586887	-0.00034547	-0.4262827	0.2638307	-0.01076841	-0.6395028	0.2795284	-0.0502944	0.1881293	0.2749524	0.02797008	0.4289915	0.267608	0.04418349	0.6891373	0.2948307	0.08322668	-0.07688332	-0.1439902	-0.07745695	-0.08184005	-0.7174776	-0.04733872	-0.04840096	-1.078007	-0.07197285	0.09024996	-0.1430407	-0.05192876	0.06216381	-0.7102582	-0.03642082	0.03142554	-1.080933	-0.05554318	173.191217926	136.179549675	171.032489936	163.694786143	175.106676361	131.987614373	175.784349097	171.531585633	156.938181565	170.993494743	134.777952108	175.909937493	C3	1.9
0.00458533	-0.05797005	-0.05269337	0.0	0.0	0.0	-0.00141759	0.3324885	-0.0083797	-0.00304866	0.5110139	-0.0343852	-0.1906667	0.2585543	-0.00047636	-0.4263612	0.2637891	-0.01085305	-0.641201	0.2796156	-0.05013871	0.1880183	0.274973	0.02790093	0.4266285	0.2656857	0.04500008	0.6889664	0.294774	0.08318806	-0.07706008	-0.1439922	-0.0775156	-0.08198165	-0.717617	-0.04734445	-0.04855976	-1.078156	-0.07202291	0.09009701	-0.1430365	-0.05199766	0.06197556	-0.7102451	-0.03646779	0.02999011	-1.083188	-0.05792665	173.150508111	136.20398157	170.542626046	164.162905972	174.731823416	132.004137779	175.297304026	171.657327776	156.901801891	170.988874182	134.744202013	175.858591152	C3	1.933333
0.00455273	-0.05793199	-0.05269504	0.0	0.0	0.0	-0.00147314	0.3323123	-0.00841069	-0.00276736	0.5094692	-0.03433943	-0.1907327	0.2584201	-0.00045753	-0.4262948	0.2637318	-0.01090813	-0.6391242	0.2792345	-0.05343318	0.187807	0.2749057	0.02784562	0.4254214	0.264672	0.04511833	0.6886793	0.2948512	0.08309579	-0.07709925	-0.1439248	-0.07753253	-0.08201894	-0.7178697	-0.04729819	-0.04797874	-1.078399	-0.07159066	0.08996838	-0.1429706	-0.0520494	0.06202648	-0.7101452	-0.03629732	0.02969712	-1.083101	-0.05763292	173.121371069	136.180331228	170.194119986	164.416971302	174.700886767	132.043708124	175.052189464	170.815720631	156.887905172	170.969328486	134.728410389	175.843206822	C3	1.966667
0.00454351	-0.05789687	-0.05270028	0.0	0.0	0.0	-0.00155603	0.3321735	-0.00843382	-0.00281359	0.5098243	-0.03490043	-0.1907741	0.2581368	-0.00051785	-0.4265503	0.2633582	-0.01106381	-0.6394218	0.2791581	-0.05308962	0.187967	0.2747625	0.02782059	0.4353554	0.2682639	0.04592633	0.6885835	0.2947378	0.08305216	-0.07718518	-0.1438868	-0.07750607	-0.08168917	-0.7182325	-0.04733634	-0.0474813	-1.078642	-0.07252192	0.08994728	-0.1429825	-0.05218148	0.06321644	-0.7085431	-0.03662062	0.02961902	-1.083574	-0.05875015	172.979619071	136.15712982	171.510751125	163.573164306	174.504526428	132.176101546	175.99169871	170.928604063	156.867166283	170.876656748	134.671455183	175.85366214	C3	2.0
