HipCenter-X	HipCenter-Y	HipCenter-Z	Spine-X	Spine-Y	Spine-Z	ShoulderCenter-X	ShoulderCenter-Y	ShoulderCenter-Z	Head-X	Head-Y	Head-Z	ShoulderLeft-X	ShoulderLeft-Y	ShoulderLeft-Z	ElbowLeft-X	ElbowLeft-Y	ElbowLeft-Z	WristLeft-X	WristLeft-Y	WristLeft-Z	ShoulderRight-X	ShoulderRight-Y	ShoulderRight-Z	ElbowRight-X	ElbowRight-Y	ElbowRight-Z	WristRight-X	WristRight-Y	WristRight-Z	HipLeft-X	HipLeft-Y	HipLeft-Z	KneeLeft-X	KneeLeft-Y	KneeLeft-Z	AnkleLeft-X	AnkleLeft-Y	AnkleLeft-Z	HipRight-X	HipRight-Y	HipRight-Z	KneeRight-X	KneeRight-Y	KneeRight-Z	AnkleRight-X	AnkleRight-Y	AnkleRight-Z	ShoulderCenter - Head - Spine	Spine - ShoulderCenter - HipCenter	ElbowRight - WristRight - ShoulderRight	ShoulderRight - ShoulderCenter - ElbowRight	KneeRight - AnkleRight - HipRight	HipRight - HipCenter - KneeRight	ShoulderRight - ShoulderLeft - ElbowRight	ElbowLeft - WristLeft - ShoulderLeft	ShoulderLeft - ShoulderCenter - ElbowLeft	KneeLeft - AnkleLeft - HipLeft	HipLeft - HipCenter - KneeLeft	ShoulderLeft - ShoulderRight - ElbowLeft	Position	Time
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	discrete	continuous
																																																												class	meta
0.004266	-0.05792825	-0.05279851	0.0	0.0	0.0	0.00042922	0.3333847	-0.00731516	-0.00212061	0.5124878	-0.0331316	-0.191242	0.2578981	-0.00059414	-0.4270757	0.2631226	-0.01130438	-0.6402342	0.2796986	-0.05062246	0.1878777	0.2747284	0.02782559	0.4374463	0.2688138	0.04526997	0.6879678	0.2944931	0.08289504	-0.07777487	-0.1440682	-0.07768655	-0.08227706	-0.7184995	-0.04753637	-0.04799558	-1.078656	-0.07266021	0.08957545	-0.1430154	-0.05238628	0.06246645	-0.7089131	-0.03680658	0.02896682	-1.083865	-0.05886793	172.999254046	136.300824939	171.538682244	162.964787803	174.534222243	132.169977241	176.100233403	171.567169793	156.806498273	170.874129731	134.614523655	175.840308603	C3	2.033333
0.00422046	-0.0579183	-0.05282688	0.0	0.0	0.0	0.00082624	0.3336191	-0.00705552	-0.00216592	0.5125405	-0.03260422	-0.1911388	0.2578546	-0.00075102	-0.4274716	0.2631723	-0.01144147	-0.6449693	0.2796709	-0.05191064	0.1880201	0.2746534	0.02791929	0.4334805	0.2684012	0.04434466	0.6880117	0.2946805	0.0832715	-0.07790333	-0.1440542	-0.07777715	-0.0824582	-0.7184736	-0.0475781	-0.04878515	-1.079275	-0.07310748	0.08949324	-0.1430001	-0.05242372	0.06244132	-0.7091982	-0.03695774	0.02978761	-1.082584	-0.05555725	172.999882812	136.322503277	171.244136069	162.907746959	175.049306004	132.18780914	175.983799449	171.520044391	156.770183188	170.890301142	134.582788197	175.807394204	C3	2.066667
0.00426862	-0.05789113	-0.05279851	0.0	0.0	0.0	0.00026452	0.3330546	-0.00730419	-0.00206222	0.5118569	-0.03194904	-0.1909558	0.2579191	-0.00066376	-0.4266894	0.2629867	-0.01164365	-0.6393375	0.2802101	-0.05440068	0.1884232	0.2744497	0.02783012	0.4376197	0.2695962	0.0451417	0.6879995	0.2946045	0.08330321	-0.07769138	-0.1439447	-0.07761073	-0.08155276	-0.7180376	-0.04740334	-0.04990947	-1.079989	-0.07345724	0.08953132	-0.1430073	-0.05247235	0.06288296	-0.7088491	-0.03707004	0.0299705	-1.081867	-0.05484438	173.362250988	136.285315909	171.781190923	162.81421169	175.123907111	132.240659452	176.38464949	170.701186394	156.878215695	171.082346191	134.558347153	175.941046601	C3	2.1
0.00448519	-0.05790649	-0.05279279	0.0	0.0	0.0	-0.00081996	0.3337782	-0.0069468	-0.00201888	0.5116988	-0.03222156	-0.1908457	0.2577022	-0.00109696	-0.4269824	0.2629502	-0.01177526	-0.645088	0.2792561	-0.05243921	0.1888637	0.274104	0.02771258	0.4394911	0.2683404	0.04568338	0.6878018	0.2944414	0.0831461	-0.07699537	-0.1440236	-0.07777715	-0.08237171	-0.7180058	-0.04761767	-0.05130108	-1.079172	-0.07359385	0.08981469	-0.1430369	-0.0524292	0.06435863	-0.7088403	-0.03629422	0.03025798	-1.081484	-0.05407548	173.103018457	136.365630611	171.483695512	162.968587586	174.903462781	132.342248739	176.2122178	171.515584783	156.530853394	171.04444025	134.848840931	175.872778024	C3	2.133333
0.0045618	-0.05794685	-0.05275321	0.0	0.0	0.0	-0.00121668	0.3334563	-0.00733495	-0.00201636	0.5110633	-0.03321052	-0.1909008	0.2577744	-0.00116277	-0.4267403	0.2635791	-0.01148152	-0.6457891	0.2792222	-0.0524919	0.1887561	0.2740849	0.02761459	0.4628075	0.2682032	0.05291772	0.687683	0.2947906	0.08315945	-0.07698727	-0.1440939	-0.07779169	-0.08245395	-0.7179962	-0.04762244	-0.0512773	-1.078841	-0.07344174	0.09015454	-0.1430463	-0.05221891	0.06412859	-0.7108797	-0.03644848	0.03008021	-1.081386	-0.05410957	172.970917093	136.341524754	171.74217266	163.349226479	174.955948511	132.199176551	176.204423472	171.50126897	156.460201046	171.041719505	134.838466859	175.727228061	C3	2.166667
0.00457592	-0.0579091	-0.05272818	0.0	0.0	0.0	-0.00121031	0.333056	-0.00750065	-0.00206132	0.5109458	-0.03328919	-0.1908502	0.2577346	-0.00129581	-0.425297	0.2634851	-0.01165748	-0.646369	0.2793812	-0.05244112	0.1890569	0.2740959	0.02757454	0.4588606	0.2663109	0.05246902	0.687771	0.2946438	0.08318853	-0.07704438	-0.1441035	-0.0778079	-0.08251442	-0.7180709	-0.04769516	-0.05134247	-1.07813	-0.07342029	0.09014091	-0.1430339	-0.05221653	0.06397288	-0.7109185	-0.03651834	0.03016666	-1.081288	-0.05437851	173.04123544	136.305838318	171.042162527	163.873429572	174.9605333	132.202703749	175.792188324	171.658674819	156.546509904	171.044941508	134.828977528	175.732320987	C3	2.2
0.00418598	-0.05780151	-0.05285239	0.0	0.0	0.0	0.00161337	0.332647	-0.0067451	-0.00275305	0.5075096	-0.03402042	-0.1910395	0.2576339	-0.00173354	-0.4265882	0.2636712	-0.01253271	-0.6482964	0.2796803	-0.05260539	0.1883641	0.2742956	0.0270915	0.4263286	0.2694993	0.04555368	0.6871496	0.2946765	0.08281016	-0.07772214	-0.1439506	-0.07800412	-0.08387019	-0.7176859	-0.04818916	-0.05218926	-1.078296	-0.0739994	0.08939828	-0.1429308	-0.05252194	0.0629646	-0.7105242	-0.03695679	0.02845464	-1.082746	-0.0566535	172.113200827	136.291436908	172.430731927	163.059240887	174.714195516	132.291717208	176.340312427	171.958086681	156.91200963	170.975066903	134.789025265	175.670036746	C3	2.233333
0.00408824	-0.0579163	-0.05285144	0.0	0.0	0.0	0.00167662	0.3330662	-0.00691676	-0.00320349	0.5083867	-0.03431129	-0.1909927	0.258106	-0.00178719	-0.4262155	0.2640884	-0.01259446	-0.649478	0.2802452	-0.05368495	0.1880064	0.2745064	0.02686977	0.421137	0.2674043	0.04581189	0.6865792	0.2950612	0.08260083	-0.07820418	-0.1438394	-0.07820058	-0.0859425	-0.7171639	-0.04852891	-0.05281436	-1.078605	-0.07470393	0.08932604	-0.1430449	-0.05230021	0.06230963	-0.7100493	-0.03736687	0.02753827	-1.082727	-0.0572803	172.087026115	136.324192775	171.708798017	163.592879412	174.756757559	132.226127507	175.777844064	171.784531421	156.931548084	170.710212854	134.723465731	175.724397154	C3	2.266667
0.00417829	-0.05783184	-0.05280685	0.0	0.0	0.0	0.0014322	0.3327541	-0.00710535	-0.00341253	0.5082362	-0.03440475	-0.1911881	0.2580003	-0.00185061	-0.4258597	0.2639352	-0.01251721	-0.6511271	0.280617	-0.0538373	0.1884447	0.2741563	0.02716422	0.4321191	0.269291	0.04815936	0.686298	0.2948673	0.08253503	-0.07831643	-0.1438944	-0.07827711	-0.08637141	-0.7172415	-0.04871464	-0.05373783	-1.07834	-0.07527971	0.08945049	-0.1430499	-0.05218506	0.06217896	-0.709489	-0.0377717	0.02689263	-1.083017	-0.05729437	172.169691196	136.272333608	172.624506629	163.132001193	174.839457786	132.2180479	176.387891867	171.757271897	156.98581777	170.695006815	134.725388504	175.739043167	C3	2.3
0.00415586	-0.05782045	-0.05281329	0.0	0.0	0.0	0.00137795	0.3327143	-0.0071187	-0.00323192	0.5070099	-0.03490686	-0.1911235	0.2580013	-0.00186515	-0.4258725	0.2639961	-0.01219845	-0.6520552	0.2809299	-0.05443001	0.1886046	0.274231	0.02711463	0.4348726	0.269999	0.04768324	0.6863309	0.2950165	0.08263922	-0.07838394	-0.1438798	-0.07829285	-0.0861234	-0.7171546	-0.04875827	-0.05371342	-1.077863	-0.0752306	0.08943319	-0.1430403	-0.0522151	0.06186805	-0.7089672	-0.03817272	0.02623407	-1.083285	-0.05796075	171.978453455	136.262590094	172.684987423	162.987260243	174.836750344	132.185039243	176.554182027	171.498644632	156.984421726	170.743472988	134.680672652	175.684788299	C3	2.333333
0.00404109	-0.05777866	-0.05284643	0.0	0.0	0.0	0.00195747	0.3325357	-0.00704002	-0.00360715	0.5069579	-0.03501391	-0.1913388	0.2580392	-0.00213146	-0.4256328	0.2641389	-0.01249218	-0.6523356	0.2810228	-0.0545373	0.1883557	0.2742478	0.02698803	0.4362471	0.2708405	0.04767346	0.6862722	0.2948418	0.08200932	-0.07866316	-0.1438284	-0.07834697	-0.08536957	-0.7173672	-0.04910636	-0.05469887	-1.079811	-0.07293749	0.08922827	-0.1429532	-0.05232596	0.06096913	-0.7085949	-0.03840637	0.02568928	-1.08314	-0.05753803	171.817218417	136.23412218	173.076781544	162.787430302	174.999369801	132.127752323	176.755151104	171.591014244	157.104905878	171.354932993	134.537969113	175.657640624	C3	2.366667
0.00408917	-0.05786127	-0.05282378	0.0	0.0	0.0	0.00130076	0.3324426	-0.00741935	-0.00368112	0.5070659	-0.03514004	-0.1913349	0.2581368	-0.00214887	-0.4255934	0.2642317	-0.01247025	-0.6524019	0.2811782	-0.0546627	0.188446	0.2743886	0.0268445	0.4562145	0.2691944	0.05291009	0.6861941	0.2949534	0.08201051	-0.07862525	-0.1439334	-0.07841897	-0.08493873	-0.717383	-0.04890013	-0.05487378	-1.079537	-0.07307363	0.08953734	-0.1432412	-0.05205846	0.06118587	-0.7079913	-0.0383389	0.02590959	-1.082748	-0.05727005	172.043971557	136.228482763	172.372904102	163.444412798	175.051418368	132.098783844	176.255268409	171.548322462	157.073101118	171.370726782	134.483547651	175.657620987	C3	2.4
0.00402074	-0.05788223	-0.0528307	0.0	0.0	0.0	0.00247678	0.3328597	-0.00736666	-0.00350781	0.5073287	-0.03508329	-0.190614	0.2581683	-0.00239921	-0.425226	0.2643913	-0.01262641	-0.6525568	0.2812513	-0.05477977	0.1884002	0.2743939	0.02682686	0.4535928	0.2698545	0.05159664	0.6860642	0.2950371	0.08206344	-0.0787693	-0.1438936	-0.07841659	-0.08371978	-0.7178611	-0.04890609	-0.05514044	-1.079505	-0.0730896	0.08939215	-0.1432164	-0.05208135	0.06103859	-0.7079892	-0.03839898	0.02565181	-1.082717	-0.05718303	171.889405609	136.232552297	172.581714944	163.036379451	175.065141386	132.10890763	176.456235429	171.573312354	157.010546564	171.588486651	134.314585112	175.600348583	C3	2.433333
0.00399168	-0.05786759	-0.05282331	0.0	0.0	0.0	0.0021602	0.3327347	-0.00757742	-0.00310193	0.5083674	-0.03481555	-0.19069	0.2581877	-0.00205231	-0.4250327	0.264516	-0.01284671	-0.6527607	0.2811771	-0.05489039	0.188337	0.2742608	0.02669597	0.4348772	0.2655191	0.0497539	0.6860576	0.2949217	0.08212042	-0.07868499	-0.1438429	-0.07818723	-0.08126883	-0.7182331	-0.04919124	-0.05560585	-1.079095	-0.07294154	0.08933181	-0.1430465	-0.05228114	0.06093493	-0.708096	-0.03849626	0.02636846	-1.082046	-0.05597663	172.210503503	136.1984174	171.12838717	164.052383784	175.281245427	132.06139921	175.444452078	171.775421841	156.945261361	172.071780495	134.162132357	175.684614924	C3	2.466667
0.00373775	-0.0579329	-0.0528276	0.0	0.0	0.0	0.00353623	0.3326409	-0.00776219	-0.00355973	0.51048	-0.03539777	-0.1913179	0.2579158	-0.00214911	-0.4259511	0.2641007	-0.01358581	-0.6536193	0.2809531	-0.05522585	0.1881386	0.2741469	0.02676296	0.4379569	0.2646737	0.04836035	0.6854392	0.2944978	0.08203578	-0.07912208	-0.1439713	-0.07805443	-0.08212331	-0.7177655	-0.04922366	-0.05510103	-1.078447	-0.07253766	0.08864	-0.1432662	-0.05244827	0.05965459	-0.7082405	-0.03887463	0.02579027	-1.082048	-0.05600762	171.97582154	136.189058306	170.599526872	163.87711759	175.426452879	132.198789503	175.357342067	171.982915672	157.102161773	171.994741778	134.188428521	175.750447207	C3	2.5
0.00361697	-0.05786574	-0.05284166	0.0	0.0	0.0	0.00364164	0.3322549	-0.0077498	-0.00415825	0.5110973	-0.03530335	-0.1918087	0.2579943	-0.00203395	-0.4259876	0.2641477	-0.01375437	-0.6542009	0.2811165	-0.05539918	0.1877402	0.2740519	0.02652478	0.4381261	0.2653189	0.0478847	0.6850773	0.2945159	0.08216524	-0.07914382	-0.1439541	-0.07787895	-0.08220302	-0.7175042	-0.04942179	-0.05607419	-1.079963	-0.07239938	0.08823779	-0.1431898	-0.0526371	0.05909222	-0.708275	-0.03898978	0.02619928	-1.082114	-0.05453134	171.959598756	136.153185379	170.81889739	163.739887559	175.711352793	132.272490412	175.556839567	172.066957539	157.261977284	172.170366121	134.277114344	175.825617093	C3	2.533333
0.00364468	-0.05783515	-0.05282497	0.0	0.0	0.0	0.00341654	0.331908	-0.00788069	-0.00426843	0.5088049	-0.03503776	-0.1918537	0.2578241	-0.0020771	-0.426336	0.2645392	-0.01372623	-0.6543345	0.2811802	-0.05531526	0.1877229	0.2741538	0.02644873	0.4387673	0.266522	0.04754591	0.6849109	0.2944946	0.08197951	-0.0791589	-0.1439832	-0.07786083	-0.08253825	-0.7176123	-0.04935455	-0.05560162	-1.08015	-0.07316923	0.08831955	-0.1430838	-0.05263519	0.05946657	-0.7056916	-0.03939199	0.02484326	-1.082494	-0.05634212	172.028274012	136.124840663	171.254632891	163.608141241	175.455450589	132.246089881	175.777982145	172.119872542	157.155706002	171.970024817	134.312507492	175.654930328	C3	2.566667
0.00361695	-0.05783632	-0.05282021	0.0	0.0	0.0	0.00303297	0.3311956	-0.00825739	-0.00424425	0.5070127	-0.03541493	-0.1918458	0.2580889	-0.00191402	-0.4262032	0.264663	-0.01375794	-0.6389595	0.2816851	-0.05549526	0.1877591	0.2741485	0.02632976	0.4396124	0.2662783	0.04763913	0.6850323	0.2947133	0.08201575	-0.07919226	-0.1439924	-0.07786918	-0.08188208	-0.718585	-0.04901719	-0.05483093	-1.081954	-0.07239175	0.08830245	-0.1430954	-0.05258679	0.05956584	-0.7055172	-0.03965521	0.02382584	-1.083463	-0.05779958	172.109830942	136.066394788	171.101491458	163.867222019	175.251371266	132.258070894	175.760661463	171.313753566	157.357288995	172.044069946	134.236613158	175.755046965	C3	2.6
0.00358015	-0.05786729	-0.05284691	0.0	0.0	0.0	0.00321182	0.3316785	-0.00803542	-0.00478075	0.5087427	-0.03468442	-0.1920373	0.2579157	-0.00223064	-0.4264297	0.26456	-0.01388073	-0.6426116	0.2819113	-0.05476046	0.1874942	0.2740576	0.02620697	0.439529	0.267324	0.04697156	0.6844712	0.2946583	0.08179164	-0.07918061	-0.1440938	-0.07791781	-0.08232932	-0.7186569	-0.04916406	-0.05542798	-1.082211	-0.07317042	0.08803901	-0.1430838	-0.05268431	0.05976063	-0.7059441	-0.03986573	0.02319228	-1.083747	-0.05800653	172.185073384	136.106966345	171.473540191	163.4188718	175.168143767	132.368509537	176.023462266	171.635234768	157.250324792	171.960630323	134.318326308	175.701586331	C3	2.633333
0.00343593	-0.05785333	-0.05283546	0.0	0.0	0.0	0.00354583	0.3315487	-0.00819778	-0.00506747	0.5132088	-0.03307128	-0.1924134	0.2582096	-0.00160694	-0.4266852	0.2642962	-0.01385355	-0.6464117	0.282288	-0.05339527	0.1872173	0.2738839	0.02615261	0.4353043	0.2675228	0.04518199	0.6843391	0.2947225	0.0818646	-0.07948036	-0.1439646	-0.07773376	-0.08440866	-0.7183366	-0.04958677	-0.05570339	-1.082478	-0.07311916	0.08779991	-0.1430623	-0.05284214	0.0596616	-0.7061645	-0.03981686	0.02296019	-1.083765	-0.05806041	172.817602131	136.079818599	171.389748952	163.168066866	175.115900987	132.410731589	176.172049523	172.15427732	157.48405992	171.808458403	134.441295291	175.975950266	C3	2.666667
0.01101045	-0.06020111	-0.05259728	0.0	0.0	0.0	-0.01576638	0.3444499	-0.00760412	-0.01417639	0.5166464	-0.03858304	-0.1811473	0.2216712	-0.02850294	-0.3737389	0.03164199	-0.05346823	-0.5262261	-0.1404518	-0.1472845	0.1622242	0.3237925	0.034266	0.3443805	0.4908596	0.00509644	0.4932788	0.6499701	-0.00887537	-0.06161427	-0.1493552	-0.08595133	-0.1002065	-0.7123008	-0.0521102	-0.06756204	-1.069196	-0.07814741	0.09437893	-0.1374059	-0.04255509	0.04113007	-0.7055434	-0.0452075	0.01580426	-1.069178	-0.06107211	170.532465387	137.470287007	174.676650186	127.29486855	177.386434695	127.24722725	149.232972584	162.672716218	171.994339708	168.120269227	140.021315936	151.817455031	C2	2.7
0.01104279	-0.06026958	-0.05257797	0.0	0.0	0.0	-0.01611537	0.344548	-0.0079515	-0.01429009	0.5165253	-0.03856444	-0.1809789	0.2218054	-0.02842426	-0.3739001	0.03202164	-0.05367947	-0.5267627	-0.1408076	-0.1480248	0.1622198	0.3237928	0.03417349	0.3442832	0.4915118	0.00490308	0.4935596	0.6502696	-0.00884581	-0.06150573	-0.1495145	-0.0859673	-0.1003181	-0.7121775	-0.05193138	-0.06755154	-1.069171	-0.07784152	0.09443371	-0.1372971	-0.04246378	0.04135771	-0.705521	-0.04503179	0.01600187	-1.069231	-0.06009603	170.6394835	137.462914533	174.844406254	127.14038864	177.497685415	127.190311876	149.121127676	162.660020958	172.166025051	168.087808762	140.075426253	151.903348762	C2	2.733333
0.01100095	-0.06026752	-0.0525701	0.0	0.0	0.0	-0.01589238	0.3444217	-0.00817251	-0.01384927	0.5167916	-0.0370512	-0.1809268	0.2217306	-0.0283041	-0.3740374	0.03155798	-0.05402422	-0.5268393	-0.1408391	-0.1478333	0.1623752	0.3237407	0.03428602	0.3473839	0.4941102	0.00519896	0.5229523	0.6883332	-0.00381994	-0.06161337	-0.1495304	-0.08582211	-0.09949432	-0.7125958	-0.05198169	-0.06679979	-1.068233	-0.07720447	0.09430482	-0.137253	-0.04267025	0.04142329	-0.7057965	-0.04492927	0.0163708	-1.069587	-0.05916309	171.203767234	137.426253053	173.01839056	127.189889962	177.566311689	127.237730525	149.209267922	162.84705619	172.102125295	168.229789938	140.017007306	151.889890088	C2	2.766667
0.0110519	-0.06028391	-0.05250907	0.0	0.0	0.0	-0.01675462	0.3439776	-0.00882053	-0.01388184	0.5161284	-0.03684258	-0.180681	0.221634	-0.02820325	-0.3736095	0.03170256	-0.05388975	-0.5265208	-0.1409777	-0.1476448	0.1627262	0.323499	0.03381205	0.3477129	0.4941705	0.00564909	0.5232754	0.6877754	-0.00411439	-0.06136538	-0.1495622	-0.08547497	-0.09937432	-0.7125682	-0.05156589	-0.06525549	-1.068703	-0.07531595	0.09431355	-0.1371505	-0.04293728	0.04199514	-0.70613	-0.04464936	0.01670155	-1.069706	-0.058779	171.376891814	137.377168152	173.373964355	127.330257384	177.587784706	127.285364983	149.300284672	162.873629901	172.218644545	168.19362889	140.146307762	151.883471656	C2	2.8
0.01105789	-0.060224	-0.05253768	0.0	0.0	0.0	-0.01606581	0.3442459	-0.00846553	-0.01416571	0.5156965	-0.03705025	-0.1811084	0.2213651	-0.0279088	-0.373486	0.03160085	-0.0539422	-0.5255268	-0.1386359	-0.1473427	0.1634988	0.3247293	0.03514409	0.3486051	0.4951435	0.00554466	0.5251238	0.6891874	-0.00534105	-0.06155412	-0.1497018	-0.08551455	-0.09910503	-0.713158	-0.05149817	-0.06524874	-1.069337	-0.07520175	0.0944016	-0.1372364	-0.04307914	0.04208145	-0.7063935	-0.04460835	0.01580401	-1.069838	-0.06020331	171.296770269	137.375384422	173.340440782	127.44648938	177.445768232	127.318904872	149.264875812	162.885966844	172.096224824	168.265668824	140.102392223	151.999913316	C2	2.833333
0.011048	-0.06021452	-0.05253005	0.0	0.0	0.0	-0.01594988	0.3441892	-0.00848961	-0.01456943	0.5151736	-0.03700137	-0.1811722	0.221401	-0.02796173	-0.373248	0.03171997	-0.05386543	-0.5247555	-0.1374125	-0.1473846	0.1632573	0.324515	0.03513932	0.3479212	0.4944814	0.00543594	0.5241138	0.6892678	-0.00650048	-0.06177942	-0.1497358	-0.08555007	-0.09930761	-0.712797	-0.0515666	-0.06498839	-1.069344	-0.0752306	0.09448576	-0.1371826	-0.04303718	0.04188198	-0.7063132	-0.04469252	0.01624966	-1.070164	-0.05988955	171.369125607	137.368466994	173.329784659	127.370213213	177.452071014	127.239745474	149.216501604	162.760545285	172.013888027	168.21878098	140.044263996	151.933078705	C2	2.866667
0.01112067	-0.06012888	-0.05255294	0.0	0.0	0.0	-0.0166266	0.3439668	-0.00824857	-0.01447002	0.5144793	-0.03682446	-0.1809255	0.2211586	-0.02802849	-0.3727563	0.03147614	-0.05384874	-0.5241967	-0.1371291	-0.1474159	0.1636238	0.3243472	0.03508902	0.342787	0.4897884	0.0033772	0.5251424	0.6899239	-0.00855207	-0.06151689	-0.1496882	-0.0853579	-0.09857945	-0.7137882	-0.05122519	-0.06442404	-1.069927	-0.07562733	0.0944714	-0.1368657	-0.04348373	0.04221655	-0.7072816	-0.0445776	0.01649141	-1.070551	-0.05994225	171.149211692	137.367924569	173.064683294	127.131571768	177.40780317	127.249438019	148.785342338	162.719590923	172.135753442	168.196003876	140.104717595	151.900361195	C2	2.9
0.01109743	-0.06015889	-0.05257535	0.0	0.0	0.0	-0.01695998	0.3442762	-0.00816059	-0.01558958	0.5135003	-0.03744864	-0.1810643	0.2211826	-0.02802181	-0.3727452	0.03140426	-0.05399776	-0.5234062	-0.1352	-0.1473625	0.1624739	0.3243347	0.03466558	0.3387364	0.489867	0.00311232	0.5255581	0.6911467	-0.00843954	-0.06145527	-0.1497621	-0.08548808	-0.09924403	-0.7139841	-0.05131841	-0.0644484	-1.069896	-0.07558513	0.09447709	-0.1368161	-0.04344988	0.0421954	-0.7075944	-0.04451203	0.01835576	-1.070468	-0.05785584	170.929256603	137.395163643	173.628767241	126.596661034	177.519067728	127.209198065	148.426647881	162.659337549	172.195387448	168.066743701	140.183405444	151.915340504	C2	2.933333
0.01090083	-0.06034599	-0.05270433	0.0	0.0	0.0	-0.016314	0.3448036	-0.00777841	-0.01670839	0.5118164	-0.03730226	-0.1810201	0.2214516	-0.02792621	-0.3723505	0.03274545	-0.05462766	-0.5230057	-0.1341612	-0.1472573	0.161813	0.3235584	0.03437304	0.33887	0.49033	0.00320506	0.5256057	0.6916996	-0.00874543	-0.0617092	-0.1497733	-0.08567834	-0.09960129	-0.7130972	-0.05138659	-0.064506	-1.069578	-0.07533789	0.09400687	-0.1369611	-0.04364944	0.04152077	-0.7083396	-0.04419446	0.01919601	-1.069267	-0.05571103	170.89893098	137.474120664	173.833869047	126.18961998	177.540079283	127.279068402	148.338935015	162.978117952	172.263130604	168.04677129	140.103898101	151.933558383	C2	2.966667
0.01090198	-0.06036252	-0.05272412	0.0	0.0	0.0	-0.01625931	0.34499	-0.0076468	-0.01694229	0.5122631	-0.03765106	-0.1808978	0.2215222	-0.02808499	-0.372218	0.03282386	-0.05461597	-0.5228683	-0.1338626	-0.1473293	0.1618749	0.3235293	0.03433204	0.3395663	0.4913929	0.00305939	0.5243349	0.6912722	-0.00915146	-0.06172848	-0.1498366	-0.0857234	-0.09948811	-0.7129631	-0.05139351	-0.06438531	-1.067839	-0.07472062	0.09402296	-0.1368641	-0.04367828	0.04167208	-0.7077142	-0.04422021	0.01980534	-1.06762	-0.05375814	170.768348431	137.492113635	173.899042358	126.072244873	177.710472455	127.240589621	148.253173526	162.917125839	172.300350084	168.08247389	140.094468111	151.91211592	C2	3.0
0.01102616	-0.06049672	-0.05261326	0.0	0.0	0.0	-0.01665755	0.3452874	-0.00850725	-0.01743334	0.5128535	-0.03796577	-0.1806879	0.2214971	-0.02793646	-0.3725303	0.03227431	-0.05477405	-0.5238438	-0.1353934	-0.1482553	0.1620008	0.323411	0.0344522	0.3427448	0.4943948	0.00323272	0.527401	0.6944569	-0.00790548	-0.06151665	-0.1499752	-0.08554864	-0.09806026	-0.7127874	-0.05123448	-0.06390051	-1.067905	-0.07448745	0.09427923	-0.1369215	-0.04336882	0.04198533	-0.7077098	-0.04359078	0.02018463	-1.066998	-0.05326223	171.086460825	137.476343491	173.828129516	125.901405059	177.674886592	127.169200223	148.286023701	162.897790776	172.464966351	168.308143593	140.02983872	151.909552573	C2	3.033333
0.01091056	-0.06050022	-0.05265999	0.0	0.0	0.0	-0.01649733	0.3453915	-0.00835013	-0.01763901	0.5121553	-0.03860044	-0.1815538	0.2215584	-0.02790833	-0.3720875	0.03273492	-0.05474114	-0.5231506	-0.1346572	-0.1483557	0.1617276	0.3233473	0.03403854	0.343132	0.4946364	0.00321078	0.4907857	0.6548988	-0.01220584	-0.06186663	-0.1501141	-0.08563471	-0.09821582	-0.7124185	-0.05146122	-0.06357798	-1.067705	-0.07449079	0.0942778	-0.1368642	-0.04346442	0.04185768	-0.70823	-0.04308581	0.02028776	-1.067108	-0.05326509	170.802669163	137.481719382	175.026911025	125.9739426	177.550101439	127.108145814	148.392610613	162.884785192	172.168671602	168.292892253	139.986357134	151.745127211	C2	3.066667
0.01107954	-0.0605199	-0.05254102	0.0	0.0	0.0	-0.01712355	0.3450544	-0.00907826	-0.01713429	0.5123278	-0.0383482	-0.1810584	0.2217953	-0.02770782	-0.3716605	0.03247263	-0.05405354	-0.5204335	-0.1325216	-0.1460395	0.1617893	0.3231806	0.03425169	0.3436154	0.4950603	0.00374222	0.528862	0.6994233	-0.00435925	-0.06149558	-0.1500598	-0.085361	-0.09771793	-0.7122725	-0.0509789	-0.06307337	-1.067154	-0.07425761	0.09449561	-0.1366621	-0.04322076	0.04362053	-0.7076427	-0.04276705	0.01995373	-1.066451	-0.0542922	171.120083986	137.439685666	173.131228437	125.975774505	177.703270823	127.15509178	148.369866547	162.836849497	172.155847789	168.256472064	140.032752103	151.618200907	C2	3.1
